Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
17,D-0130,92269,2014,Acura,MDX,Advance/Entertainment Pkg,GRAY,272021,No,"",2026-07-22,D,2500.0
16,C-0033,91941,2014,Acura,MDX,SH-AWD 4dr AWD,BLACK,143799,No,"",2026-07-22,C,8400.0
17,B-0201,92023,2005,Acura,MDX,Touring,WHITE,146158,No,"",2026-07-22,B,3300.0
17,A-0111,91999,2011,Acura,TL,Tech,SILVER,198057,No,"",2026-07-22,A,2600.0
16,D-0136,91517,2016,Audi,Q3,Prestige,GRAY,135285,No,"",2026-07-22,D,5800.0
25,I-0102,90189,2016,Audi,Q3,Prestige,BLUE,104114,Yes,3.6,2026-07-22,I,1400.0
17,C-0088,88351,2017,BMW,3-Series,320i,BLACK,86067,Yes,2.7,2026-07-22,C,7200.0
29,D-0008,89866,2016,BMW,3-Series,320i,BLACK,142542,Yes,2.9,2026-07-22,D,2000.0
15,A-0242,92235,2015,BMW,3-Series,328i xDrive,BLACK,185742,No,"",2026-07-22,A,2000.0
16,B-0054,92293,2013,BMW,3-Series,335i,WHITE,104136,No,"",2026-07-22,B,6600.0
15,D-0118,92227,2001,BMW,3-Series,325i,GRAY,182342,No,"",2026-07-22,D,600.0
12,B-0097,91997,2024,BMW,4-Series,M440i,GREEN,16131,Yes,4.7,2026-07-22,B,53250.0
21,D-0116,91771,2021,BMW,5-Series,530i,BLACK,100843,Yes,4.1,2026-07-22,D,16000.0
18,B-0006,91669,2018,BMW,X1,sDrive28i,BLACK,123972,Yes,4.1,2026-07-22,B,5500.0
18,A-0122,92135,2013,Buick,Enclave,Convenience,WHITE,182043,No,"",2026-07-22,A,1900.0
18,C-0059,92346,2012,Buick,Enclave,Premium,BLACK,123635,No,"",2026-07-22,C,1800.0
29,D-0088,89162,2017,Buick,Encore,Preferred II,BURGUNDY,84702,Yes,3.1,2026-07-22,D,3800.0
16,A-0005,91805,2015,Buick,Encore,Premium,WHITE,100389,No,"",2026-07-22,A,4700.0
15,B-0060,92073,2024,Buick,Encore GX,Avenir,RED,14157,No,"",2026-07-22,B,24750.0
16,B-0035,92027,2022,Buick,Encore GX,Select,WHITE,74780,Yes,4.3,2026-07-22,B,12000.0
16,C-0152,91830,2021,Buick,Encore GX,Select,WHITE,70122,Yes,4.1,2026-07-22,C,11000.0
16,A-0003,91249,2016,Buick,Regal,4dr Sdn Turbo,RED,1,No,"",2026-07-22,A,600.0
19,C-0142,91875,2016,Buick,Verano,4dr Sdn w/1SD,RED,101469,No,"",2026-07-22,C,600.0
16,A-0010,89063,2013,Buick,Verano,Leather Group,GRAY,141902,No,"",2026-07-22,A,600.0
16,B-0074,92161,2025,Cadillac,CT4,Premium Luxury,SILVER,3778,No,"",2026-07-22,B,35500.0
17,C-0124,92085,2017,Cadillac,CTS,Sedan Premium Luxury,GRAY,84794,Yes,4.6,2026-07-22,C,10200.0
21,I-0022,92177,2003,Cadillac,Escalade,EXT 4dr,WHITE,1,No,"",2026-07-22,I,600.0
15,D-0179,92077,2011,Cadillac,SRX,Base,RED,97743,No,"",2026-07-22,D,1500.0
16,B-0197,91985,2011,Chevrolet,Avalanche,LS,WHITE,206979,No,"",2026-07-22,B,4200.0
16,D-0038,92254,2023,Chevrolet,Blazer,LT,GRAY,22240,No,"",2026-07-22,D,19300.0
19,D-0133,91511,2015,Chevrolet,Camaro,LS,GRAY,88563,Yes,2.8,2026-07-22,D,9000.0
