Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
26,AA-0031,256962,2016,Hyundai,Sonata,Hybrid SE,GRAY,163237,Yes,4.1,2026-08-06,AA
22,AA-0042,258428,2021,Jeep,Grand Cherokee,SRT,BLACK,64408,Yes,2.6,2026-08-06,AA
33,AA-0104,258506,2016,Fiat,500X,Easy,GRAY,83905,Yes,2.6,2026-08-06,AA
32,AA-0140,258570,2013,Ford,F150,FX4,GRAY,132366,Yes,2.4,2026-08-06,AA
22,BB-0099,257662,2023,Land Rover,Range Rover,Autobiography,GRAY,8163,Yes,4.7,2026-08-06,BB
25,BB-0101,257656,2017,Buick,Cascada,Premium,BLACK,83197,Yes,4.1,2026-08-06,BB
34,BB-0127,258588,2022,Ram,1500,TRX,RED,43834,Yes,2.1,2026-08-06,BB
26,C-0020,119811,2018,Ram,1500,Big Horn,BLUE,126006,Yes,2.0,2026-08-06,C
25,C-0040,256502,2019,Ram,1500 DS,Tradesman,GRAY,141589,Yes,2.8,2026-08-06,C
23,C-0046,257940,2025,Chevrolet,Trax,LS,WHITE,36833,Yes,4.3,2026-08-06,C
31,CC-0004,258450,2011,Toyota,Highlander,Base,WHITE,168892,Yes,2.7,2026-08-06,CC
