Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
17,FM-0061,731536,2014,Acura,MDX,SH-AWD 4dr AWD,GRAY,140139,Yes,"",2026-08-12,FM,6300.0
17,FM-0032,731729,2019,Acura,TLX,w/A-Spec Pkg Red Leather,BLUE,145750,Yes,"",2026-08-12,FM,10500.0
17,FM-0086,731799,2022,Buick,Encore GX,Essence,GRAY,42684,Yes,"",2026-08-12,FM,17300.0
17,FM-0084,731726,2011,Buick,Regal,CXL RL3,BLUE,60976,Yes,"",2026-08-12,FM,3500.0
16,FM-0068,731538,2022,Chevrolet,Colorado,LT,WHITE,38002,Yes,"",2026-08-12,FM,14800.0
17,FM-0001,731599,2020,Chevrolet,Equinox,LT,GRAY,168015,Yes,"",2026-08-12,FM,5600.0
17,FM-0081,731705,2020,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,81055,Yes,"",2026-08-12,FM,10000.0
16,FM-0074,731610,2014,Chevrolet,Impala,LT,SILVER,102554,Yes,"",2026-08-12,FM,6500.0
17,FM-0002,731600,2012,Chevrolet,Impala,LT Fleet,WHITE,125220,Yes,"",2026-08-12,FM,3400.0
17,FM-0069,731541,2012,Chevrolet,Impala,LTZ,SILVER,181314,Yes,"",2026-08-12,FM,1200.0
17,FM-0010,731731,2018,Chevrolet,Malibu,LT,BLUE,111819,Yes,"",2026-08-12,FM,8000.0
17,FM-0006,731709,2021,Chevrolet,Silverado 1500,Custom,GRAY,152756,Yes,"",2026-08-12,FM,8100.0
17,FM-0080,731704,2020,Chevrolet,Silverado 1500,RST,RED,73308,Yes,"",2026-08-12,FM,26600.0
16,FM-0079,731703,2019,Chevrolet,Silverado 1500,RST,BLUE,97489,Yes,"",2026-08-12,FM,18200.0
17,FM-0082,731724,2018,Chevrolet,Silverado 1500,High Country,BLACK,162038,Yes,"",2026-08-12,FM,16800.0
17,FM-0008,731711,2018,Chevrolet,Silverado 1500,LT,SILVER,116012,Yes,"",2026-08-12,FM,15600.0
18,FM-0005,731605,2017,Chevrolet,Suburban,LT,SILVER,169416,Yes,"",2026-08-12,FM,8200.0
18,FM-0003,731602,2015,Chevrolet,Tahoe,LTZ,BLACK,106598,Yes,"",2026-08-12,FM,12000.0
18,FM-0012,731734,2018,Chevrolet,Traverse,Premier,WHITE,118254,Yes,"",2026-08-12,FM,11600.0
17,FM-0004,731601,2015,Chevrolet,Trax,LT,SILVER,71359,Yes,"",2026-08-12,FM,5200.0
18,FM-0064,731534,2011,Chrysler,Town & Country,Limited,BLACK,114582,Yes,"",2026-08-12,FM,5700.0
18,FM-0070,731567,2018,Ford,Expedition,Limited,SILVER,113275,Yes,"",2026-08-12,FM,14200.0
17,FM-0088,731798,2024,GMC,Sierra 1500,AT4X,WHITE,10661,Yes,"",2026-08-12,FM,58400.0
17,FM-0091,731807,2023,GMC,Sierra 1500,AT4,RED,135308,Yes,"",2026-08-12,FM,29000.0
16,FM-0087,731801,2023,GMC,Sierra 1500,Elevation,GRAY,155227,Yes,"",2026-08-12,FM,13000.0
16,FM-0067,731539,2023,GMC,Sierra 1500,Pro,WHITE,57582,Yes,"",2026-08-12,FM,23400.0
16,FM-0071,731566,2023,GMC,Sierra 2500,2500HD AT4,RED,90428,Yes,"",2026-08-12,FM,46400.0
17,FM-0089,731802,2024,GMC,Sierra 3500,3500HD Denali,WHITE,25865,Yes,"",2026-08-12,FM,66600.0
17,FM-0085,731797,2021,GMC,Yukon,Denali,GRAY,68218,Yes,"",2026-08-12,FM,39800.0
17,FM-0078,731702,2023,GMC,Yukon XL,Denali Ultimate,BLACK,35035,Yes,"",2026-08-12,FM,53200.0
18,FM-0066,731535,2019,GMC,Yukon XL,Denali,WHITE,75923,Yes,"",2026-08-12,FM,26800.0
17,FM-0073,731606,2015,Honda,Civic,Sedan EX-L,WHITE,108469,Yes,"",2026-08-12,FM,7000.0
17,FM-0105,731788,2026,Honda,Passport,TrailSport Elite,GRAY,13455,Yes,"",2026-08-12,FM,43600.0
17,FM-0031,731728,2015,Hyundai,Tucson,SE,GRAY,106021,Yes,"",2026-08-12,FM,2000.0
16,FM-0007,731710,2012,Jeep,Grand Cherokee,Laredo,BLACK,187628,Yes,"",2026-08-12,FM,1500.0
17,FM-0065,731540,2022,Jeep,Grand Cherokee L,Limited,RED,90216,Yes,"",2026-08-12,FM,18400.0
16,FM-0077,731607,2022,Kia,Telluride,SX,BROWN,53415,Yes,"",2026-08-12,FM,27000.0
17,FM-0101,731784,2016,Lincoln,MKX,Select,BEIGE,61251,Yes,"",2026-08-12,FM,10400.0
17,FM-0090,731808,2016,Nissan,Altima,2.5 S,GRAY,172152,Yes,"",2026-08-12,FM,1500.0
17,FM-0062,731537,2021,Nissan,Armada,SL,WHITE,119727,Yes,"",2026-08-12,FM,14000.0
17,FM-0072,731604,2015,Nissan,Frontier,SV,WHITE,173082,Yes,"",2026-08-12,FM,4300.0
17,FM-0083,731725,2014,Ram,1500,Express,WHITE,134340,Yes,"",2026-08-12,FM,7800.0
16,FM-0075,731609,2023,Ram,2500,Big Horn,WHITE,60413,Yes,"",2026-08-12,FM,32600.0
17,FM-0063,731533,2018,Subaru,Outback,Premium,BLUE,115778,Yes,"",2026-08-12,FM,8100.0
17,FM-0092,731810,2018,Toyota,Tacoma,TRD Sport,BEIGE,168090,Yes,"",2026-08-12,FM,14800.0
