Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
21,A-0002,28774,2024,Cadillac,Lyriq,Tech,BLACK,21448,Yes,4.2,2026-08-19,A
26,A-0040,728120,2014,Audi,S8,4dr Sdn,GRAY,62206,Yes,3.7,2026-08-19,A
15,A-0053,27669,2014,Ford,Expedition EL,Limited,WHITE,174444,No,"",2026-08-19,A
26,B-0049,28808,2020,GMC,Yukon XL,SLT,BLACK,115220,Yes,4.2,2026-08-19,B
16,B-0070,29133,2013,Kia,Sorento,SX,WHITE,95421,Yes,"",2026-08-19,B
15,B-0072,29203,2018,Nissan,Rogue Sport,S,WHITE,186441,Yes,"",2026-08-19,B
15,B-0078,28769,2022,Mazda,CX-5,2.5 S Premium Package,RED,91710,Yes,"",2026-08-19,B
15,B-0079,28779,2020,GMC,Sierra 1500,"Double Cab 147""",NO COLOR,106554,Yes,"",2026-08-19,B
15,B-0083,28787,2018,Dodge,Challenger,R/T Shaker,ORANGE,121661,Yes,"",2026-08-19,B
16,BT-0001,730069,2000,Four Wings,Horizon,180ls,WHITE,1,No,"",2026-08-19,BT
31,C-0017,27720,2016,Volkswagen,CC,Sport,BROWN,117954,Yes,2.6,2026-08-19,C
29,C-0018,731377,2020,Ford,T150 Vans,"T-150 130"" Low Rf 8670 GVWR",WHITE,73279,Yes,2.8,2026-08-19,C
17,C-0027,29110,2001,Volkswagen,New Beetle,GLS,SILVER,84464,Yes,"",2026-08-19,C
16,C-0031,731337,2025,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,9456,Yes,4.9,2026-08-19,C
22,C-0032,28335,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,12468,Yes,3.3,2026-08-19,C
22,C-0033,28453,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13253,Yes,3.6,2026-08-19,C
19,C-0034,28334,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13360,Yes,4.6,2026-08-19,C
21,C-0035,28336,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,13727,Yes,3.9,2026-08-19,C
22,C-0036,27683,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,14061,Yes,3.3,2026-08-19,C
18,C-0037,26178,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,15198,Yes,4.8,2026-08-19,C
26,C-0038,27684,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,16526,Yes,3.9,2026-08-19,C
18,C-0039,27672,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,18313,Yes,4.3,2026-08-19,C
25,C-0060,28317,2015,Ford,T250 Vans,"T-250 130"" Low Rf 9000 GVWR Swing-Out RH",WHITE,157036,Yes,2.6,2026-08-19,C
25,C-0067,28288,2017,Ford,T150 Vans,"T-150 130"" Low Rf 8600 GVWR Sliding RH D",WHITE,147283,Yes,3.3,2026-08-19,C
15,D-0030,28275,2016,Honda,Accord,Sedan LX,SILVER,162479,No,"",2026-08-19,D
15,D-0031,26987,2009,Buick,Lucerne,CXL,BLUE,146602,No,"",2026-08-19,D
15,D-0032,26988,2009,Ford,E350 Vans,XL,WHITE,159026,No,"",2026-08-19,D
16,D-0038,730060,2015,Ford,Expedition EL,King Ranch,BROWN,177906,No,"",2026-08-19,D
15,D-0041,28250,2015,Acura,ILX,Tech Pkg,BLACK,162381,No,"",2026-08-19,D
15,D-0042,28239,2013,BMW,5-Series,528i,BLACK,142543,No,"",2026-08-19,D
15,D-0046,28882,2015,Nissan,Sentra,S,BLACK,99283,Yes,"",2026-08-19,D
15,PS-0001,28752,2020,Can am,Ryker,"",BLACK,16878,No,"",2026-08-19,PS
18,PS-0002,729602,2003,Harley Davidson,Electra glide classic,"",BLACK,76751,Yes,4.4,2026-08-19,PS
15,S-0008,29149,2009,Chevrolet,Silverado 1500,LS,SILVER,157488,No,"",2026-08-19,S
