Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
14,YE-0001,1183555,2020,Chevrolet,Silverado 2500,2500HD LTZ,SILVER,167685,No,"",2026-08-13,YE,22300.0
0,YS-0001,1185844,2020,Ford,Explorer,Limited,WHITE,89205,No,"",2026-08-13,YS,17000.0
0,YS-0002,1185887,2024,GMC,Hummer EV SUV,2X,BLACK,13189,No,"",2026-08-13,YS,64000.0
0,V-0001,1185859,2024,GMC,Yukon XL,Denali,WHITE,55020,No,"",2026-08-13,V,58700.0
13,YE-0002,1184623,2011,Honda,Accord,Sdn EX-L,BURGUNDY,173423,No,"",2026-08-13,YE,5000.0
15,YE-0004,1185290,2011,Toyota,Camry,LE,GREEN,286534,No,"",2026-08-13,YE,1200.0
13,YE-0003,1184384,2016,Toyota,Sienna,SE 8 Passenger,WHITE,115819,No,"",2026-08-13,YE,13700.0
