Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
7,B-818,320699,2014,Audi,A5,Premium Plus,WHITE,91368,No,"",2026-08-10,B,4000.0
30,A-560,312500,2015,BMW,X3,XDrive28i,SILVER,125178,Yes,3.8,2026-08-10,A,1600.0
8,B-560,319369,2008,BMW,X3,"",BLACK,160320,No,"",2026-08-10,B,800.0
8,A-708,320708,1999,Buick,Century,Custom,GREEN,999999,No,"",2026-08-10,A,500.0
7,B-813,320589,2014,Buick,Encore,Convenience,WHITE,128314,No,"",2026-08-10,B,900.0
4,I-007,320326,1993,Buick,Park Avenue,"",WHITE,144763,No,"",2026-08-10,I,500.0
8,A-705,320614,2006,Buick,Terraza,CXL,WHITE,127022,No,"",2026-08-10,A,800.0
7,A-495,320798,2016,Cadillac,ATS,COUPE STANDARD R,BLACK,101594,No,"",2026-08-10,A,4100.0
8,B-559,320486,2011,Cadillac,SRX,"",BLACK,122872,No,"",2026-08-10,B,800.0
8,B-508,320680,2020,Cadillac,XT6,PREMIUM LUXU,SILVER,102564,No,"",2026-08-10,B,14500.0
0,A-525.2,320828,2021,Chevrolet,Camaro,1LT,ORANGE,66018,No,"",2026-08-10,A,16000.0
8,A-707,320733,2006,Chevrolet,Cobalt,LT,BLUE,103350,No,"",2026-08-10,A,500.0
8,B-509,320618,2015,Chevrolet,Colorado, WT,WHITE,161120,No,"",2026-08-10,B,4000.0
8,A-844,319967,2015,Chevrolet,Cruze,"",BLACK,160824,No,"",2026-08-10,A,1400.0
5,A-900,320117,2014,Chevrolet,Cruze,1LS,SILVER,122493,No,"",2026-08-10,A,500.0
5,A-535.1,320825,2014,Chevrolet,Cruze,LTZ,SILVER,98670,No,"",2026-08-10,A,2500.0
8,B-712,320500,2006,Chevrolet,Equinox,LT,WHITE,72015,No,"",2026-08-10,B,1100.0
4,I-012,320416,2008,Chevrolet,G2500 Vans,"",WHITE,268637,No,"",2026-08-10,I,500.0
7,B-557,320360,2011,Chevrolet,HHR,"",RED,148777,No,"",2026-08-10,B,600.0
8,B-533,319132,2014,Chevrolet,Malibu,"",WHITE,119406,No,"",2026-08-10,B,2300.0
