Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
16,A-0004,354715,2017,Ford,Explorer,Platinum,BLUE,139063,No,"",2026-09-01,A
16,A-0005,354877,2012,Buick,Enclave,Leather,WHITE,153943,No,"",2026-09-01,A
15,A-0015,354427,2014,BMW,X6,XDrive35i,BLACK,121722,No,"",2026-09-01,A
15,A-0016,354356,2017,Mercedes-Benz,GLA,GLA 250 SUV,WHITE,147813,No,"",2026-09-01,A
16,A-0017,354773,2011,Toyota,Camry,LE,GRAY,120644,No,"",2026-09-01,A
17,A-0020,354871,2016,GMC,Yukon XL,Denali,WHITE,190618,No,"",2026-09-01,A
16,A-0023,354440,2015,Honda,Odyssey,EX-L,BLUE,132873,No,"",2026-09-01,A
15,A-0026,354361,2008,Toyota,Tundra,Base 5.7L V8,RED,220060,No,"",2026-09-01,A
17,A-0029,354919,2018,Toyota,4Runner,Limited,RED,98639,No,"",2026-09-01,A
15,A-0030,354921,2022,BMW,X5,sDrive40i,BLACK,52656,No,"",2026-09-01,A
15,A-0041,353939,2013,Volkswagen,Tiguan,S w/Sunroof,BLACK,114585,No,"",2026-09-01,A
15,A-0042,354879,2011,Subaru,Outback,2.5i,GREEN,144549,No,"",2026-09-01,A
15,A-0045,354880,2010,Subaru,Outback,4dr Wgn H4 Man 2.5i,GOLD,204491,No,"",2026-09-01,A
15,B-0016,353708,2021,Ram,1500,Big Horn,BLACK,119325,No,"",2026-09-01,B
15,B-0018,353711,2021,Subaru,Forester,CVT,BLACK,146792,No,"",2026-09-01,B
15,B-0019,354713,2016,Chrysler,200,Limited Platinum,RED,74126,No,"",2026-09-01,B
15,B-0020,354680,2017,Chevrolet,Malibu,LS,GRAY,138044,No,"",2026-09-01,B
15,B-0021,354712,2017,Ford,F250SD,Lariat,WHITE,191187,No,"",2026-09-01,B
15,B-0022,354683,2021,Chevrolet,Camaro,1LT,BLUE,129492,No,"",2026-09-01,B
15,B-0038,354896,2017,Audi,A6,Premium,BLACK,49598,No,"",2026-09-01,B
16,B-0039,354897,2013,Mazda,CX-9,Touring,RED,122575,No,"",2026-09-01,B
16,B-0040,352810,2016,Ford,Edge,Sport,BLACK,103978,No,"",2026-09-01,B
15,B-0041,354255,2018,Ford,Edge,Titanium,GRAY,123571,No,"",2026-09-01,B
16,B-0042,354573,2006,Kia,Spectra,EX,RED,193985,No,"",2026-09-01,B
49,FB-0001,352406,2018,Hyundai,Elantra,Value Edition,RED,124265,Yes,2.0,2026-09-01,FB
51,FB-0002,353441,2014,Chevrolet,Cruze,LTZ,RED,143304,Yes,2.0,2026-09-01,FB
17,FB-0005,354863,2022,Chevrolet,Silverado 1500 LTD,LT,WHITE,94781,No,"",2026-09-01,FB
24,FB-0007,354016,2025,GMC,Sierra 2500,2500HD AT4,WHITE,18931,Yes,4.3,2026-09-01,FB
32,FB-0008,351836,2026,GMC,Sierra 1500,AT4,BLACK,4442,Yes,4.5,2026-09-01,FB
44,FC-0003,354140,2016,Lexus,RC 350,2dr Cpe,SILVER,140396,Yes,2.0,2026-09-01,FC
47,FC-0030,354277,2019,Kia,Optima,LX,BLACK,90530,Yes,3.5,2026-09-01,FC
16,FC-0032,354906,2005,GMC,Sierra 1500,SLE,RED,188825,No,"",2026-09-01,FC
15,FC-0037,353910,2018,Ford,Expedition,XL,WHITE,120887,No,"",2026-09-01,FC
31,FC-0059,352404,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,15088,Yes,4.0,2026-09-01,FC
25,FC-0060,352403,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,15437,Yes,4.0,2026-09-01,FC
25,FC-0061,352291,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,18474,Yes,4.0,2026-09-01,FC
30,FC-0062,352321,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,18967,Yes,4.0,2026-09-01,FC
35,FC-0063,351883,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,20187,Yes,4.0,2026-09-01,FC
15,VS-0001,353374,2016,Hyundai,Elantra,Limited,WHITE,126259,No,"",2026-09-01,VS
16,VS-0002,354116,2013,Chevrolet,Cruze,1LT,GOLD,107678,No,"",2026-09-01,VS
44,VS-0100,349368,2017,Chrysler,200,Limited Platinum,WHITE,162410,Yes,1.0,2026-09-01,VS
40,VS-0102,351205,2014,Nissan,Altima,2.5 SV,SILVER,173744,Yes,1.0,2026-09-01,VS
48,VS-0103,351588,2016,Chrysler,200,Limited Platinum,BLACK,208566,Yes,1.0,2026-09-01,VS
41,VS-0108,352660,2019,Lincoln,MKT,Standard,SILVER,90788,Yes,1.0,2026-09-01,VS
31,VS-0111,354297,2011,Mini,Cooper,Countryman S,RED,148586,Yes,"",2026-09-01,VS
