Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
17,A-0220,91907,2018,Jeep,Compass,Limited,RED,140452,Yes,4.3,2026-07-22,A
17,A-0232,88983,2020,Ford,Explorer,ST,BLACK,82484,No,"",2026-07-22,A
17,A-0236,91822,2012,Mazda,Mazda3,i Sport,GRAY,188591,No,"",2026-07-22,A
16,A-0253,92285,2007,Toyota,Highlander,Hybrid Limited V6,BLACK,110905,No,"",2026-07-22,A
19,A-0256,92335,2023,Nissan,Rogue,S,WHITE,31748,Yes,3.9,2026-07-22,A
17,B-0086,78955,2011,Volkswagen,Routan,SEL Premium,BLACK,142498,No,"",2026-07-22,B
16,B-0139,89957,2008,BMW,X3,3.0si,BLACK,131191,No,"",2026-07-22,B
16,B-0142,87691,2016,Honda,CR-V,Touring,BROWN,183750,No,"",2026-07-22,B
17,B-0238,91623,2006,Toyota,Highlander,Hybrid V6,SILVER,257279,No,"",2026-07-22,B
17,B-0241,91971,2018,Chevrolet,Impala,LT,BLUE,153047,No,"",2026-07-22,B
15,B-0254,90362,2015,Chevrolet,Cruze,LT,SILVER,160735,No,"",2026-07-22,B
17,B-0259,91797,1996,Geo,Prizm,4dr Sdn,GOLD,80152,No,"",2026-07-22,B
16,C-0172,89835,2008,Nissan,Sentra,2.0 S,GOLD,121115,No,"",2026-07-22,C
19,I-0001,89733,2009,Pontiac,Vibe,GT,BLACK,1,No,"",2026-07-22,I
18,I-0005,90023,2017,Nissan,Sentra,S,BLACK,1,No,"",2026-07-22,I
16,I-0007,90939,2012,Mazda,Mazda3,s Touring,WHITE,137895,No,"",2026-07-22,I
29,I-0010,74407,2022,Momentum,G Class,"",WHITE,1,Yes,3.3,2026-07-22,I
14,I-0013,91746,1992,Ford,E350 Vans,Super Custom,WHITE,1,No,"",2026-07-22,I
