Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
8,A-517,320546,2020,Mercedes-Benz,GLB,250 GLB 250 SUV,BLUE,66297,No,"",2026-08-24,A
8,A-520,320710,2017,Ram,1500,LIMITED,GRAY,108979,No,"",2026-08-24,A
7,A-521,321272,2002,Lexus,SC 430,2DR CONVERTIB,SILVER,163744,No,"",2026-08-24,A
7,A-522,320793,2023,Kia,Telluride,S,BLUE,10456,No,"",2026-08-24,A
8,A-526,320997,2023,Nissan,Rogue,SV,RED,79916,Yes,2.0,2026-08-24,A
8,A-528,320961,2022,Nissan,Altima,2.5 SR,GRAY,60507,Yes,2.0,2026-08-24,A
7,A-530,320987,2018,Cadillac,XTS,Luxury,SILVER,112762,No,"",2026-08-24,A
9,A-531,319782,2016,INFINITI,Q50,"",WHITE,80032,No,"",2026-08-24,A
7,A-532,321008,2016,Nissan,Sentra,SR,SILVER,88824,No,"",2026-08-24,A
0,A-532.3,321261,2013,Mini,Cooper,Clubman S,RED,135877,No,"",2026-08-24,A
8,A-533,321253,2021,Nissan,Rogue,SL,GRAY,94126,No,"",2026-08-24,A
7,A-544.5,319596,2009,GMC,Sierra 1500,SLE,BLACK,219417,No,"",2026-08-24,A
8,A-545,319871,2005,Ford,Mustang,"",BLUE,198760,No,"",2026-08-24,A
8,A-546,319686,2014,Chevrolet,Silverado 1500,"",BLACK,191940,No,"",2026-08-24,A
8,A-549,319878,2013,Cadillac,ATS,LUXURY,RED,162174,No,"",2026-08-24,A
8,A-550,319895,2019,Chevrolet,Traverse,"",GRAY,115415,No,"",2026-08-24,A
8,A-551,319957,2018,Nissan,Murano,"",WHITE,147043,No,"",2026-08-24,A
8,A-552,320922,2022,Toyota,Tacoma,SR5 V6,SILVER,117806,Yes,3.0,2026-08-24,A
7,A-805,321212,2026,Chrysler,Pacifica,Select,BLACK,19839,Yes,3.0,2026-08-24,A
8,A-806,321275,2007,Toyota,Sienna,LE,GRAY,169337,No,"",2026-08-24,A
8,A-808,321319,2016,Nissan,Sentra,S,BLACK,146360,Yes,2.0,2026-08-24,A
0,A-818,320518,2017,GMC,Acadia Limited,LIMIT,BLACK,121598,No,"",2026-08-24,A
8,A-824,320969,2016,Mitsubishi,Outlander,SEL,BLACK,131199,Yes,2.0,2026-08-24,A
8,A-826,320869,2008,Porsche,Cayenne,4DR TIPT,BLACK,150012,Yes,2.0,2026-08-24,A
5,A-830,320566,2012,Hyundai,Sonata,Hybrid,BLACK,165453,No,"",2026-08-24,A
8,A-831,320602,2014,Chevrolet,Malibu,LT,BLACK,196693,No,"",2026-08-24,A
7,A-832,320634,2013,Nissan,Altima,2.5 SV,BLUE,183285,No,"",2026-08-24,A
8,A-833,320641,2010,Toyota,Camry,LE,GREEN,177248,No,"",2026-08-24,A
7,A-835,320651,2010,Mazda,Mazda3,I TOURING,SILVER,224712,No,"",2026-08-24,A
8,A-837,320665,2014,Chevrolet,Captiva Sport,FLEET,WHITE,161949,No,"",2026-08-24,A
8,A-838,320669,2011,Hyundai,Elantra,LTD,RED,179941,No,"",2026-08-24,A
8,A-841,320701,2013,Mazda,Mazda3,i Touring,RED,212149,No,"",2026-08-24,A
8,A-844,321033,2018,Jeep,Cherokee,Latitude,WHITE,157309,Yes,2.0,2026-08-24,A
7,A-849,320985,2001,Toyota,Tacoma,PRERUNNER V6,SILVER,999999,No,"",2026-08-24,A
7,A-850,321026,1999,Toyota,RAV4,4DR AUTO,BLACK,135317,No,"",2026-08-24,A
7,A-851,321077,2007,Toyota,Camry Solara,SLE,RED,99455,Yes,1.0,2026-08-24,A
8,A-852,321065,2007,Toyota,Camry,LE,GREEN,160413,Yes,1.0,2026-08-24,A
7,A-854,320779,2001,Toyota,Avalon,XL,RED,201702,No,"",2026-08-24,A
8,A-857,320821,2006,Toyota,Highlander,HYBRID V6,GOLD,125647,No,"",2026-08-24,A
8,B-529,320038,2018,Ford,Escape,"",SILVER,84651,No,"",2026-08-24,B
6,B-531,320562,2004,Nissan,Titan,SE,SILVER,262234,No,"",2026-08-24,B
6,B-534,321266,2015,Chevrolet,Impala Limited,POLIC,WHITE,114745,No,"",2026-08-24,B
7,B-535,321301,2015,Cadillac,ATS,SEDAN STANDARD R,BLACK,106294,No,"",2026-08-24,B
7,B-537,321043,2020,Genesis,G70,2.0T,GRAY,128091,No,"",2026-08-24,B
8,B-545,320859,2005,Suzuki,Aerio,S,BURGUNDY,129967,Yes,2.0,2026-08-24,B
8,B-547,320596,2013,Nissan,Versa,S,BLUE,192052,No,"",2026-08-24,B
8,B-554,320410,2015,Fiat,500L,Lounge,GRAY,122956,Yes,3.0,2026-08-24,B
8,B-561,320732,2015,Buick,Enclave,Leather,GOLD,213793,No,"",2026-08-24,B
8,B-603,321292,2012,Mitsubishi,Lancer,ES,SILVER,115287,Yes,2.0,2026-08-24,B
6,B-801,319760,2013,Chrysler,Town & Country,TOURI,BURGUNDY,145119,No,"",2026-08-24,B
7,B-803,320936,2002,Ford,F250SD,"",SILVER,366691,Yes,1.5,2026-08-24,B
7,B-812,321231,2012,Chrysler,200,Limited,WHITE,135600,Yes,2.0,2026-08-24,B
7,B-814,321268,2007,Toyota,Camry,LE,GREEN,131392,No,"",2026-08-24,B
8,B-825,321063,2016,Chevrolet,Silverado 2500,2500HD WOR,WHITE,195497,Yes,2.0,2026-08-24,B
6,B-828,320883,2009,Honda,Civic,SDN LX-S,BLACK,225776,Yes,2.3,2026-08-24,B
8,B-829,320887,2008,Volkswagen,Touareg,2 V8,GRAY,125960,Yes,2.0,2026-08-24,B
7,B-838,320751,2017,Mitsubishi,Outlander Sport,SEL,BLACK,207374,No,"",2026-08-24,B
8,B-843,320894,2006,Toyota,Highlander,HYBRID V6,WHITE,295884,Yes,2.0,2026-08-24,B
8,B-846,320953,2007,Ford,Five Hundred,SEL,SILVER,43712,Yes,2.0,2026-08-24,B
8,B-847,321075,2014,Nissan,Altima,2.5 SV,SILVER,156431,Yes,2.0,2026-08-24,B
8,B-858,320462,2021,Chevrolet,Trax,"",BLUE,80365,No,"",2026-08-24,B
8,B-859,320492,2016,Acura,MDX,W/TECH/ACURAWATC,BLACK,166772,No,"",2026-08-24,B
8,B-860,321074,2013,Ford,Escape,SE,WHITE,125278,Yes,2.0,2026-08-24,B
7,B-865,320989,2013,Nissan,Rogue,SV,BLACK,118904,No,"",2026-08-24,B
