Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
15,A-0037,94623,2016,Ford,F150,King Ranch,BLACK,215973,No,"",2026-08-19,A
16,A-0049,94358,2019,Jeep,Cherokee,Limited,BLACK,99876,No,"",2026-08-19,A
16,A-0067,94445,2022,Nissan,Rogue,Platinum,GRAY,99377,No,"",2026-08-19,A
16,A-0077,89222,2019,Volkswagen,Tiguan,S,WHITE,79991,No,"",2026-08-19,A
17,A-0150,94891,2020,Land Rover,Range Rover Evoque,S,BLACK,66607,Yes,4.3,2026-08-19,A
20,A-0200,94979,2008,Chevrolet,Equinox,LT,RED,94945,No,"",2026-08-19,A
16,A-0215,94917,2014,Nissan,Versa Note,SV,GRAY,109646,No,"",2026-08-19,A
15,B-0002,94394,2016,Chevrolet,Colorado,LT,BLACK,109898,Yes,3.6,2026-08-19,B
18,B-0004,94401,2024,Volkswagen,Atlas,2.0T SE w/Technology,SILVER,122192,Yes,3.5,2026-08-19,B
18,B-0013,93169,2025,Subaru,Ascent,Touring,BLUE,13697,Yes,"",2026-08-19,B
17,B-0015,93974,2022,Kia,Telluride,EX,SILVER,117830,Yes,3.7,2026-08-19,B
16,B-0023,93476,2026,GMC,Sierra 1500,SLT,BLACK,22282,No,"",2026-08-19,B
17,B-0052,94933,2020,Ford,Expedition Max,Limited MAX,BLACK,154764,No,"",2026-08-19,B
18,B-0091,95051,2015,Ford,Fiesta,SE,WHITE,131805,No,"",2026-08-19,B
16,B-0093,95059,2011,Subaru,Outback,2.5i Prem AWP,GRAY,217950,No,"",2026-08-19,B
16,B-0099,95035,2008,Nissan,Pathfinder,SE,WHITE,196128,No,"",2026-08-19,B
16,B-0166,95087,2019,Lexus,NX 300,F Sport,SILVER,185674,No,"",2026-08-19,B
16,B-0168,94086,2015,Nissan,Rogue,SL,SILVER,58391,No,"",2026-08-19,B
21,B-0170,95047,2016,Hyundai,Elantra,Value Edition,WHITE,99542,Yes,2.9,2026-08-19,B
16,B-0173,89957,2008,BMW,X3,3.0si,BLACK,131191,No,"",2026-08-19,B
21,B-0199,94811,2018,Ford,F150,Platinum,GRAY,109630,Yes,3.4,2026-08-19,B
17,B-0211,91907,2018,Jeep,Compass,Limited,RED,140452,Yes,4.3,2026-08-19,B
20,B-0217,94387,2007,Nissan,Frontier,SE,RED,172985,Yes,2.6,2026-08-19,B
20,B-0218,92967,2008,Mercedes-Benz,S Class,5.5L V8,BLACK,236016,No,"",2026-08-19,B
16,B-0225,94533,2021,Nissan,Versa,SR,RED,118716,No,"",2026-08-19,B
19,B-0227,93086,2017,Chrysler,Pacifica,Touring-L,SILVER,187405,No,"",2026-08-19,B
16,B-0228,93742,2006,Chevrolet,Avalanche,Z66,BLUE,286626,No,"",2026-08-19,B
