Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
14,A-0002,1178648,2021,Chevrolet,Silverado 1500,High Country,WHITE,95519,No,"",2026-07-24,A
13,A-0057,1181323,2008,Lexus,IS 250,4dr Sport Sdn Auto,BLACK,236333,No,"",2026-07-24,A
15,A-0058,1181320,2012,Nissan,Frontier,SL,BLACK,171180,No,"",2026-07-24,A
15,A-0059,1181321,2010,BMW,5-Series,535i xDrive,GREEN,173688,No,"",2026-07-24,A
12,B-0024,1183538,2021,Chevrolet,Silverado 1500,Custom,SILVER,133165,No,"",2026-07-24,B
14,B-0037,1183504,2015,Chevrolet,Silverado 1500,LT,GREEN,135037,No,"",2026-07-24,B
15,B-0048,1182675,2018,Chevrolet,Silverado 1500,LT,GRAY,103379,No,"",2026-07-24,B
15,B-0058,1182080,2019,Chevrolet,Silverado 1500,LT,WHITE,133513,No,"",2026-07-24,B
13,C-0043,1181459,2021,Nissan,Rogue Sport,S,SILVER,95162,No,"",2026-07-24,C
13,C-0057,1184076,2009,Honda,Pilot,EX-L w/RES,BLACK,233902,No,"",2026-07-24,C
14,C-0068,1179825,2013,Hyundai,Equus,Ultimate,WHITE,103833,No,"",2026-07-24,C
15,C-0074,1183160,2011,Cadillac,CTS,Sedan Premium,BLACK,182366,No,"",2026-07-24,C
15,C-0075,1183991,2014,Kia,Optima,SX Turbo,GRAY,185062,No,"",2026-07-24,C
12,C-0076,1183281,2015,Chevrolet,Silverado 1500,Work Truck,WHITE,181131,No,"",2026-07-24,C
13,C-0080,1183298,2011,Toyota,Sienna,LE V6,GRAY,231894,No,"",2026-07-24,C
15,C-0082,1183383,2017,Ford,Explorer,Base,WHITE,108401,No,"",2026-07-24,C
14,C-0083,1184052,2013,Mercedes-Benz,GL Class,GL 450,BLACK,192962,No,"",2026-07-24,C
15,C-0086,1178778,2014,Jeep,Patriot,Sport,WHITE,113212,No,"",2026-07-24,C
15,C-0091,1182519,2015,BMW,3-Series,320i,BLACK,140997,No,"",2026-07-24,C
11,C-0095,1180877,2009,Mercedes-Benz,M Class,3.5L,BLACK,120729,No,"",2026-07-24,C
30,C-0099,1177012,1988,Nissan,300ZX,GS,GOLD,248684,Yes,4.6,2026-07-24,C
14,C-0102,1180863,2012,Volkswagen,Routan,SE,GRAY,230942,No,"",2026-07-24,C
14,C-0110,1178951,2012,Nissan,LEAF,SV,BLACK,43685,No,"",2026-07-24,C
27,CL-0042,1173448,2018,Dodge,Challenger,R/T,GRAY,78116,Yes,3.5,2026-07-24,CL
32,CL-0054,1181769,2022,Nissan,Rogue Sport,S,SILVER,76682,Yes,1.8,2026-07-24,CL
26,CL-0067,1178105,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,25976,Yes,4.2,2026-07-24,CL
24,CL-0068,1178001,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,14951,Yes,4.0,2026-07-24,CL
22,CL-0069,1178094,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,22471,Yes,4.1,2026-07-24,CL
23,CL-0070,1180334,2025,GMC,Savana Cargo,"Van 2500 135""",WHITE,12981,Yes,4.0,2026-07-24,CL
