Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
15,A-0027,29610,2019,Kia,Sedona,EX,RED,99785,Yes,"",2026-09-02,A
14,A-0034,732336,2004,Cadillac,XLR,2dr Convertible,TAN,51259,Yes,"",2026-09-02,A
26,A-0044,728120,2014,Audi,S8,4dr Sdn,GRAY,62206,Yes,3.7,2026-09-02,A
29,B-0001,385105643,2016,Kia,Sorento,LX,BLUE,101550,Yes,2.5,2026-09-02,B
23,B-0016,29627,2020,Nissan,Sentra,SV,BLACK,36793,Yes,3.6,2026-09-02,B
15,B-0022,29188,2021,Chevrolet,Colorado,Work Truck,GRAY,79071,Yes,"",2026-09-02,B
15,B-0023,29663,2020,Chevrolet,Camaro,1LT,BLACK,69386,Yes,"",2026-09-02,B
15,B-0027,29666,2011,Ford,Escape,XLT,SILVER,110783,Yes,"",2026-09-02,B
16,B-0032,29263,2016,Mercedes-Benz,CLS,S 4MATIC,WHITE,165128,Yes,"",2026-09-02,B
15,B-0034,29673,2020,Nissan,Sentra,SV,BLACK,72116,Yes,"",2026-09-02,B
15,B-0035,29672,2007,Hyundai,Elantra,Ltd,BLUE,197228,Yes,"",2026-09-02,B
15,B-0036,29674,2009,Cadillac,CTS,w/1SA,GOLD,193742,Yes,"",2026-09-02,B
16,B-0038,29683,2011,Honda,Pilot,LX,SILVER,208200,Yes,"",2026-09-02,B
16,B-0041,29270,2014,Ford,F450SD,XL,WHITE,179299,Yes,"",2026-09-02,B
16,B-0046,29648,2007,Nissan,Frontier,LE,BLACK,158728,Yes,"",2026-09-02,B
15,B-0047,29649,2022,Jeep,Grand Cherokee L,Limited,WHITE,69974,Yes,"",2026-09-02,B
16,B-0048,29650,2020,Toyota,RAV4,XLE,WHITE,75042,Yes,"",2026-09-02,B
15,B-0054,28779,2020,GMC,Sierra 1500,"Double Cab 147""",NO COLOR,106554,Yes,"",2026-09-02,B
15,B-0055,28769,2022,Mazda,CX-5,2.5 S Premium Package,RED,91710,Yes,"",2026-09-02,B
14,B-0069,29616,1999,Dodge,Ram 1500,"4dr Quad Cab 155"" WB",WHITE,214919,Yes,"",2026-09-02,B
15,B-0071,29605,2007,Nissan,Pathfinder,SE,SILVER,162859,Yes,"",2026-09-02,B
16,BT-0001,730069,2000,Four Wings,Horizon,180ls,WHITE,1,No,"",2026-09-02,BT
22,C-0027,731064,2013,Nissan,Pathfinder,SV,WHITE,82834,Yes,2.6,2026-09-02,C
27,C-0028,731194,2015,Chevrolet,Malibu,LT,SILVER,189829,Yes,2.9,2026-09-02,C
18,C-0039,28633,2025,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,9193,Yes,4.5,2026-09-02,C
22,C-0041,28453,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13253,Yes,3.6,2026-09-02,C
19,C-0042,28334,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13360,Yes,4.6,2026-09-02,C
15,D-0016,29266,2011,Jeep,Grand Cherokee,70th Anniversary,BROWN,180244,No,"",2026-09-02,D
15,D-0017,29273,2013,Cadillac,SRX,Performance Collection,WHITE,139149,No,"",2026-09-02,D
15,D-0018,29277,2008,Mercedes-Benz,CLK Class,3.5L,RED,103931,Yes,"",2026-09-02,D
16,D-0024,29253,2014,Nissan,Pathfinder,Platinum,SILVER,129179,Yes,"",2026-09-02,D
15,D-0025,29254,2013,Hyundai,Veloster,Turbo w/Black Int,SILVER,155607,Yes,"",2026-09-02,D
15,D-0031,29592,2017,Hyundai,Sonata,SE,BLACK,114558,Yes,"",2026-09-02,D
15,D-0032,29625,2013,Buick,LaCrosse,Leather,WHITE,152670,Yes,"",2026-09-02,D
15,D-0033,29624,2015,Nissan,Rogue Select,S,WHITE,187004,Yes,"",2026-09-02,D
15,D-0034,27669,2014,Ford,Expedition EL,Limited,WHITE,174444,No,"",2026-09-02,D
26,D-0035,28808,2020,GMC,Yukon XL,SLT,BLACK,115220,Yes,4.2,2026-09-02,D
15,D-0037,29203,2018,Nissan,Rogue Sport,S,WHITE,186441,Yes,"",2026-09-02,D
15,D-0038,28239,2013,BMW,5-Series,528i,BLACK,142543,No,"",2026-09-02,D
15,D-0039,28250,2015,Acura,ILX,Tech Pkg,BLACK,162381,No,"",2026-09-02,D
15,D-0040,28882,2015,Nissan,Sentra,S,BLACK,99283,Yes,"",2026-09-02,D
15,D-0041,29645,2007,Chevrolet,Silverado 1500,LT w/1LT,BLUE,237796,Yes,"",2026-09-02,D
15,D-0042,26987,2009,Buick,Lucerne,CXL,BLUE,146602,No,"",2026-09-02,D
15,D-0043,26988,2009,Ford,E350 Vans,XL,WHITE,159026,No,"",2026-09-02,D
16,D-0044,29619,2014,Chevrolet,Malibu,LTZ,SILVER,189163,Yes,"",2026-09-02,D
18,PS-0003,729602,2003,Harley Davidson,Electra glide classic,"",BLACK,76751,Yes,4.4,2026-09-02,PS
15,S-0001,29149,2009,Chevrolet,Silverado 1500,LS,SILVER,157488,No,"",2026-09-02,S
15,S-0009,29272,2013,Honda,Accord,Cpe EX-L,BLACK,150389,Yes,"",2026-09-02,S
