Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
15,A-0039,704593,2008,Jeep,Grand Cherokee,Limited,WHITE,203932,No,"",2026-08-11,A
16,A-0058,704574,2007,Mazda,CX-9,Grand Touring,BLACK,214797,No,"",2026-08-11,A
15,B-0033,704428,2009,Hyundai,Genesis,4dr Sdn 4.6L V8,BLACK,110315,No,"",2026-08-11,B
15,B-0046,703857,2007,Chevrolet,Cobalt,LS,SILVER,165072,No,"",2026-08-11,B
33,B-0054,701963,2013,Volkswagen,Jetta,Sedan TDI w/Premium/Nav,WHITE,108915,Yes,2.7,2026-08-11,B
15,B-0062,703773,2009,Nissan,Altima,2.5 S,WHITE,190250,No,"",2026-08-11,B
15,B-0064,704560,2010,Kia,Optima,SX,SILVER,250685,No,"",2026-08-11,B
16,B-0078,701651,2009,GMC,Acadia,SLT2,BLACK,219583,No,"",2026-08-11,B
31,BR-0082,702878,2011,Honda,Pilot,LX,BLACK,145587,Yes,3.5,2026-08-11,BR
32,BR-0086,698134,2013,GMC,Terrain,Denali,GRAY,101358,Yes,2.8,2026-08-11,BR
34,BR-0095,680117,2015,Chevrolet,Silverado 1500,LT,RED,183471,Yes,2.7,2026-08-11,BR
15,CR-0001,704477,2020,Chevrolet,Malibu,LT,BLACK,162380,No,"",2026-08-11,CR
15,CR-0006,704605,2012,Toyota,Camry,LE,SILVER,113519,No,"",2026-08-11,CR
16,CR-0014,703312,2016,Ford,Explorer,4dr Base,BLACK,135501,No,"",2026-08-11,CR
15,CR-0015,696586,2011,Nissan,Rogue,S,GRAY,178735,No,"",2026-08-11,CR
15,CR-0017,704245,2006,Lincoln,Mark LT,"Supercrew 139""",BLACK,197930,No,"",2026-08-11,CR
37,CR-0028,702800,2015,Nissan,Versa,S,SILVER,154641,Yes,1.7,2026-08-11,CR
43,CR-0031,700613,2016,Jaguar,XF,35t Prestige,BLACK,70063,Yes,0.9,2026-08-11,CR
27,CR-0042,702647,2018,Ford,Fusion,SE,GRAY,131739,Yes,2.1,2026-08-11,CR
35,CR-0043,702039,2013,Cadillac,XTS,Premium,GRAY,125760,Yes,2.8,2026-08-11,CR
32,CR-0059,699255,2014,Honda,CR-V,LX,BLUE,148774,Yes,2.1,2026-08-11,CR
38,CR-0060,702829,2020,Chevrolet,Malibu,LT,BLACK,140204,Yes,2.1,2026-08-11,CR
38,CR-0065,702057,2011,Honda,Accord,Sdn EX-L,GRAY,183110,Yes,1.8,2026-08-11,CR
41,CR-0068,702070,2017,Kia,Sorento,LX,BLACK,113240,Yes,2.0,2026-08-11,CR
50,CR-0079,700048,2013,Jeep,Grand Cherokee,Limited,BLACK,200355,Yes,1.3,2026-08-11,CR
29,CR-0088,701935,2016,GMC,Canyon,SLE,BLACK,187764,Yes,2.8,2026-08-11,CR
15,CR-0201,703585,2011,Mazda,CX-9,Grand Touring,BLACK,151661,No,"",2026-08-11,CR
16,CR-0204,704112,2013,INFINITI,JX,JX35 4dr,GRAY,144552,No,"",2026-08-11,CR
15,CR-0213,703648,2013,Cadillac,CTS,Sedan Luxury,SILVER,145469,No,"",2026-08-11,CR
15,CR-0214,703899,2014,Ford,Edge,SE,BLACK,151731,No,"",2026-08-11,CR
16,CR-0227,703652,2016,Dodge,Grand Caravan,SXT,SILVER,168917,No,"",2026-08-11,CR
16,CR-0237,704556,2009,Dodge,Grand Caravan,SE,RED,181232,No,"",2026-08-11,CR
16,D-0003,704228,2021,BMW,X3,sDrive30i,BLACK,99129,No,"",2026-08-11,D
15,D-0004,704288,2022,Ram,3500 Cab/Chassis,Tradesman,WHITE,109528,No,"",2026-08-11,D
16,D-0019,704586,2019,Honda,Pilot,EX-L,WHITE,74079,No,"",2026-08-11,D
15,D-0027,704196,2019,Chevrolet,Traverse,LS,BLACK,93929,No,"",2026-08-11,D
15,D-0036,704435,2020,Chevrolet,Equinox,LT,BLUE,110709,No,"",2026-08-11,D
