Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
31,FC-0039,354438,2021,Acura,RDX,Base,WHITE,52735,Yes,3.9,2026-09-01,FC,21000.0
15,FB-0006,354868,2018,Acura,RDX,w/Advance Pkg,RED,65480,No,"",2026-09-01,FB,15200.0
15,A-0032,354923,2018,BMW,4-Series,430i xDrive,SILVER,106767,No,"",2026-09-01,A,10500.0
53,FC-0026,354284,2014,BMW,X1,sDrive28i,WHITE,177129,Yes,2.0,2026-09-01,FC,2600.0
40,FC-0031,353673,2018,Buick,Envision,Preferred,BROWN,85768,Yes,2.0,2026-09-01,FC,6800.0
37,FB-0003,353680,2016,Buick,Verano,Leather Group,SILVER,152685,Yes,2.0,2026-09-01,FB,1500.0
15,A-0025,354803,2005,Chevrolet,Avalanche,LS,SILVER,187460,No,"",2026-09-01,A,2200.0
31,FC-0051,353807,2019,Chevrolet,Blazer,4dr w/3LT,BLACK,111564,Yes,4.1,2026-09-01,FC,10400.0
47,VS-0115,354375,2017,Chevrolet,Cruze,LS,BLUE,79716,Yes,1.0,2026-09-01,VS,1400.0
16,B-0036,354894,2013,Chevrolet,Cruze,1LT,GRAY,123962,No,"",2026-09-01,B,1000.0
15,B-0026,354892,2020,Chevrolet,Equinox,LS,BLUE,94369,No,"",2026-09-01,B,6500.0
15,B-0033,354886,2012,Chevrolet,Impala,LT Retail,GRAY,192674,No,"",2026-09-01,B,1600.0
16,B-0017,353709,2021,Chevrolet,Silverado 1500,RST,GRAY,56207,No,"",2026-09-01,B,32000.0
15,FC-0033,354864,2017,Chevrolet,Silverado 1500,LT,RED,174285,No,"",2026-09-01,FC,9800.0
16,A-0036,354913,2014,Chevrolet,Silverado 1500,LT,RED,121039,No,"",2026-09-01,A,7100.0
47,VS-0114,354376,2012,Chevrolet,Silverado 1500,LT,BLACK,210695,Yes,1.0,2026-09-01,VS,1200.0
16,A-0009,354772,2020,Chevrolet,Silverado 2500,2500HD LT,BLACK,124461,No,"",2026-09-01,A,27600.0
15,FC-0038,354103,2004,Chevrolet,Silverado 2500,2500HD LS,GRAY,159240,No,"",2026-09-01,FC,3600.0
15,FC-0036,354865,2011,Chevrolet,Tahoe,LS,SILVER,171847,No,"",2026-09-01,FC,2200.0
16,A-0040,354917,2022,Chevrolet,Trailblazer,LT,WHITE,99859,No,"",2026-09-01,A,8000.0
15,A-0035,354492,2021,Chevrolet,Trailblazer,RS,BLACK,108095,No,"",2026-09-01,A,6500.0
16,B-0028,354883,2017,Chevrolet,Traverse,Premier,WHITE,173445,No,"",2026-09-01,B,3500.0
44,FC-0023,354221,2021,Chrysler,Pacifica,Hybrid Touring L,SILVER,114166,Yes,2.0,2026-09-01,FC,6200.0
18,FC-0100,353413,2022,Coachm,293QBCK,"",BEIGE,999999,Yes,1.0,2026-09-01,FC,12250.0
32,FC-0012,354245,2019,Dodge,Challenger,GT,BLACK,78703,Yes,3.5,2026-09-01,FC,16100.0
44,VS-0107,353976,2019,Dodge,Charger,SCAT PACK,WHITE,88330,Yes,1.0,2026-09-01,VS,13800.0
16,VS-0117,354601,2016,Dodge,Journey,Crossroad Plus,GREEN,152079,No,"",2026-09-01,VS,1100.0
43,VS-0112,354024,2014,Ford,C-Max,Hybrid SE,WHITE,95892,Yes,1.0,2026-09-01,VS,700.0
15,B-0029,354891,1999,Ford,Crown Victoria,Pkg 4dr Sdn Police Interceptor,BLUE,289303,No,"",2026-09-01,B,450.0
34,VS-0106,354144,2018,Ford,Edge,SE,BLACK,85296,Yes,1.0,2026-09-01,VS,2800.0
16,A-0037,354914,2016,Ford,Edge,Sport,BLACK,103240,No,"",2026-09-01,A,5500.0
15,B-0015,354899,2013,Ford,Edge,Limited,RED,97944,No,"",2026-09-01,B,4700.0
40,FB-0009,354092,2019,Ford,F150,Platinum,BLACK,138942,Yes,2.0,2026-09-01,FB,17000.0
15,A-0006,354878,2018,Ford,F150,King Ranch,RED,114313,No,"",2026-09-01,A,19200.0
