Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
7,A-016,64419,2023,Ford,T250 Vans,"",WHITE,153095,No,"",2026-08-18,A
39,A-022,64245,2025,GMC,Sierra 1500,SLT,BLACK,31263,Yes,4.2,2026-08-18,A
52,A-024,63714,2023,Chevrolet,Traverse,LS,BLACK,48579,Yes,2.4,2026-08-18,A
42,A-026,35150,2017,Hyundai,Santa Fe Sport,2.4L,BLACK,103188,Yes,2.8,2026-08-18,A
21,A-027,63495,2016,Chevrolet,Traverse,LT,BLACK,157080,No,"",2026-08-18,A
21,A-030,65011,2015,Cadillac,ATS,SEDAN PREMIUM AW,BLACK,142188,No,"",2026-08-18,A
20,A-033,65043,2017,Chevrolet,Equinox,LT,GRAY,162217,No,"",2026-08-18,A
21,A-051,65104,2015,Chevrolet,Silverado 1500,LT,GREEN,145895,No,"",2026-08-18,A
21,A-057,65498,2014,Ford,Fusion,SE,GRAY,173057,No,"",2026-08-18,A
40,A-064,64959,2022,Chevrolet,Silverado 1500,CUSTO,SILVER,71565,Yes,3.9,2026-08-18,A
39,A-065,64960,2023,GMC,Sierra 1500,AT4,GRAY,79715,Yes,4.2,2026-08-18,A
43,A-067,64969,2022,Chevrolet,Silverado 1500,CUSTO,BLACK,91579,Yes,4.3,2026-08-18,A
5,A-091,64636,2017,Chevrolet,Silverado 1500,HIGH,BLACK,76839,No,"",2026-08-18,A
47,A-092,31461,2016,Cadillac,CTS,SEDAN,GRAY,76333,Yes,2.9,2026-08-18,A
21,A-094,34823,2016,Ram,1500,Rebel,RED,95350,No,"",2026-08-18,A
21,A-099,65075,2012,Ford,Fusion,SE,GRAY,237757,No,"",2026-08-18,A
21,A-100,65105,2016,Jeep,Patriot,Sport,BLACK,131499,No,"",2026-08-18,A
21,A-105,63294,2015,Ford,F250SD,"",WHITE,41396,No,"",2026-08-18,A
21,A-108,65250,2013,Buick,Enclave,Leather,GRAY,187285,No,"",2026-08-18,A
21,A-109,65253,2008,Dodge,Ram 1500,ST,BLUE,303318,No,"",2026-08-18,A
48,A-110,64193,2020,Hyundai,Veloster,2.0 PREMIUM,BLACK,88483,Yes,2.7,2026-08-18,A
50,A-112,33001,2022,Subaru,Ascent,Limited,BLACK,77084,Yes,3.3,2026-08-18,A
37,B-023,65403,2016,Chevrolet,Tahoe,LTZ,RED,121333,Yes,"",2026-08-18,B
21,B-064,65292,2010,Honda,Civic,CPE LX,WHITE,140113,No,"",2026-08-18,B
