Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
16,A-0010,352810,2016,Ford,Edge,Sport,BLACK,103978,No,"",2026-08-11,A
15,A-0014,354255,2018,Ford,Edge,Titanium,GRAY,123571,No,"",2026-08-11,A
15,A-0036,353939,2013,Volkswagen,Tiguan,S w/Sunroof,BLACK,114585,No,"",2026-08-11,A
15,B-0023,353708,2021,Ram,1500,Big Horn,BLACK,119325,No,"",2026-08-11,B
15,B-0025,353711,2021,Subaru,Forester,CVT,BLACK,146792,No,"",2026-08-11,B
15,B-0029,354161,2020,Ram,2500,Tradesman,WHITE,105083,No,"",2026-08-11,B
16,B-0034,353746,2013,GMC,Terrain,SLE,BLUE,149598,No,"",2026-08-11,B
15,B-0035,353745,2006,Subaru,B9 Tribeca,5-Pass Ltd,SILVER,195975,No,"",2026-08-11,B
16,B-0036,354335,2020,Honda,Accord,Sedan Sport,BLACK,195454,No,"",2026-08-11,B
15,B-0037,354336,2010,Hyundai,Santa Fe,SE,GREEN,133903,No,"",2026-08-11,B
15,B-0041,354028,2021,Jeep,Grand Cherokee,Trailhawk,BLUE,79064,No,"",2026-08-11,B
24,FB-0013,354016,2025,GMC,Sierra 2500,2500HD AT4,WHITE,18931,Yes,4.3,2026-08-11,FB
15,FC-0049,353910,2018,Ford,Expedition,XL,WHITE,120887,No,"",2026-08-11,FC
27,FC-0075,352671,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,16572,Yes,4.0,2026-08-11,FC
23,FC-0076,352362,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,16798,Yes,4.0,2026-08-11,FC
30,FC-0078,352021,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,23358,Yes,4.0,2026-08-11,FC
33,FC-0079,352672,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,28096,Yes,4.0,2026-08-11,FC
15,VS-0001,353374,2016,Hyundai,Elantra,Limited,WHITE,126259,No,"",2026-08-11,VS
