Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
15,A-0041,705334,2019,Ford,Escape,SE,RED,69632,No,"",2026-08-25,A
16,A-0048,704574,2007,Mazda,CX-9,Grand Touring,BLACK,214797,No,"",2026-08-25,A
15,A-0049,704879,2015,Nissan,Murano,SL,BLACK,188240,No,"",2026-08-25,A
39,B-0015,705171,2017,Genesis,G90,3.3T Premium,BLACK,90800,Yes,2.3,2026-08-25,B
33,B-0028,705190,2015,Volkswagen,Eos,Komfort,BLACK,134128,Yes,2.3,2026-08-25,B
30,B-0030,705167,2017,Ford,Explorer,XLT,WHITE,163636,Yes,3.8,2026-08-25,B
32,B-0032,705187,2020,Chevrolet,Silverado 1500,Custom,BLACK,154891,Yes,2.7,2026-08-25,B
16,B-0038,705223,2009,Acura,MDX,4dr,BLACK,220108,No,"",2026-08-25,B
33,B-0040,701963,2013,Volkswagen,Jetta,Sedan TDI w/Premium/Nav,WHITE,108915,Yes,2.7,2026-08-25,B
15,B-0045,704560,2010,Kia,Optima,SX,SILVER,250685,No,"",2026-08-25,B
15,B-0046,703857,2007,Chevrolet,Cobalt,LS,SILVER,165072,No,"",2026-08-25,B
15,B-0048,704428,2009,Hyundai,Genesis,4dr Sdn 4.6L V8,BLACK,110315,No,"",2026-08-25,B
38,B-0052,699671,2014,Nissan,Versa Note,SV,WHITE,112941,Yes,3.7,2026-08-25,B
15,B-0054,703773,2009,Nissan,Altima,2.5 S,WHITE,190250,No,"",2026-08-25,B
15,B-0058,705333,2021,Chevrolet,Malibu,LT,SILVER,121569,No,"",2026-08-25,B
16,B-0059,704984,2012,GMC,Acadia,Denali,SILVER,208425,No,"",2026-08-25,B
16,B-0062,704556,2009,Dodge,Grand Caravan,SE,RED,181232,No,"",2026-08-25,B
16,B-0063,701651,2009,GMC,Acadia,SLT2,BLACK,219583,No,"",2026-08-25,B
34,BR-0076,680117,2015,Chevrolet,Silverado 1500,LT,RED,183471,Yes,2.7,2026-08-25,BR
36,BR-0077,701432,2015,Chevrolet,Silverado 1500,LT,WHITE,212295,Yes,2.1,2026-08-25,BR
32,BR-0088,698134,2013,GMC,Terrain,Denali,GRAY,101358,Yes,2.8,2026-08-25,BR
