Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
15,A-0005,705246,2002,Acura,3.5RL,4dr Sdn,BLACK,143181,No,"",2026-08-25,A,1100.0
16,DH-0004,704930,2018,Acura,MDX,w/Technology Pkg,WHITE,204979,No,"",2026-08-25,DH,6000.0
33,CR-0026,702056,2014,Acura,MDX,4dr,WHITE,213733,Yes,2.2,2026-08-25,CR,3000.0
14,A-0029,705268,2014,Acura,RDX,Tech Pkg,WHITE,165846,No,"",2026-08-25,A,4300.0
32,B-0010,705193,2016,Acura,TLX,4dr Sdn,WHITE,153895,Yes,3.1,2026-08-25,B,8600.0
15,D-0057,705297,2021,Alfa Romeo,Giulia,Ti,WHITE,72675,No,"",2026-08-25,D,9600.0
15,DH-0005,704524,2015,BMW,3-Series,328i,BLACK,88093,No,"",2026-08-25,DH,5500.0
16,I-0011,704661,2014,Buick,Enclave,Leather,RED,158719,No,"",2026-08-25,I,700.0
13,I-0023,704672,2017,Buick,Encore,Preferred,WHITE,211237,No,"",2026-08-25,I,500.0
27,B-0003,705197,2010,Buick,LaCrosse,CXL,GOLD,106580,Yes,3.5,2026-08-25,B,6300.0
43,BR-0100,703963,2003,Buick,Park Avenue,Ultra,BLACK,1,Yes,1.5,2026-08-25,BR,500.0
33,B-0016,704855,2016,Buick,Verano,4dr Sdn w/1SD,SILVER,103109,Yes,"",2026-08-25,B,7000.0
15,C-0201,704880,2016,Buick,Verano,Sport Touring,RED,164275,No,"",2026-08-25,C,900.0
40,IR-0008,702026,2015,Buick,Verano,Convenience Group,BROWN,158488,Yes,0.9,2026-08-25,IR,600.0
36,B-0005,705170,2013,Buick,Verano,Convenience Group,BLUE,115025,Yes,2.9,2026-08-25,B,6800.0
15,C-0211,703894,2012,Buick,Verano,Leather Group,BLACK,171443,No,"",2026-08-25,C,1200.0
15,I-0001,704217,2012,Cadillac,CTS,Sedan Luxury,WHITE,127191,No,"",2026-08-25,I,700.0
15,C-0219,704731,2003,Cadillac,DeVille,4dr Sdn,GOLD,162672,No,"",2026-08-25,C,1000.0
15,E-0037,705279,2014,Cadillac,SRX,Base,BLACK,204265,No,"",2026-08-25,E,2000.0
31,BX-0007,705175,2012,Cadillac,SRX,Luxury Collection,RED,115752,Yes,2.8,2026-08-25,BX,6000.0
39,B-0042,704129,2019,Chevrolet,Colorado,LT,BLUE,110819,Yes,2.5,2026-08-25,B,8800.0
36,CR-0049,702081,2011,Chevrolet,Colorado,LT w/2LT,RED,183657,Yes,1.7,2026-08-25,CR,2200.0
13,D-0036,705343,2022,Chevrolet,Corvette,1LT,WHITE,37421,No,"",2026-08-25,D,53000.0
15,I-0032,704919,2018,Chevrolet,Cruze,LT,GRAY,1,No,"",2026-08-25,I,800.0
0,I-0043,705327,2019,Chevrolet,Equinox,LT,BLUE,1,No,"",2026-08-25,I,1500.0
15,D-0030,705314,2019,Chevrolet,Equinox,LT,GRAY,65528,No,"",2026-08-25,D,10400.0
