Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
31,D-077,64122,2011,Acura,MDX,4DR,SILVER,171904,Yes,"",2026-07-28,D,4000.0
21,B-036,64169,2014,Acura,RDX,TECH PKG,BLACK,153092,No,"",2026-07-28,B,5200.0
21,B-099,63998,2014,Audi,A6,2.0T PREMIUM PLUS,WHITE,114652,No,"",2026-07-28,B,2200.0
44,X-007,35162,2011,Audi,A6,"",BLUE,161124,Yes,1.4,2026-07-28,X,500.0
30,D-060,63725,2018,Audi,Q5,Premium,WHITE,108929,Yes,"",2026-07-28,D,7400.0
40,D-066,63597,2018,Audi,Q7,Premium Plus,TAN,97089,Yes,4.1,2026-07-28,D,9000.0
21,A-116,34357,2013,Audi,Q7,"",GRAY,140508,No,"",2026-07-28,A,3400.0
41,A-023,63935,2018,BMW,3-Series,330I XDRIVE,BLACK,56904,Yes,4.1,2026-07-28,A,14000.0
19,Z-039.1,63878,2015,BMW,3-Series,328i,BLACK,138482,No,"",2026-07-28,Z,4200.0
21,A-077,63974,2013,BMW,3-Series,328I XDRIVE,BLACK,87041,No,"",2026-07-28,A,4400.0
21,C-026,63631,2011,BMW,3-Series,335i,SILVER,113994,No,"",2026-07-28,C,4600.0
21,C-028,64158,2008,BMW,5-Series,528i,GRAY,104206,No,"",2026-07-28,C,1200.0
21,B-020,63950,2014,BMW,X3,XDrive35i,WHITE,150367,No,"",2026-07-28,B,1700.0
21,C-100,63770,2019,BMW,X5,XDrive40i,GRAY,101829,No,"",2026-07-28,C,15200.0
21,C-007,64091,2009,BMW,X5,48I,SILVER,155379,No,"",2026-07-28,C,1800.0
21,B-071,63992,2015,Buick,Enclave,Leather,SILVER,110041,No,"",2026-07-28,B,3800.0
21,E-031,64036,2025,Buick,Envista,SPORT TOURIN,BLACK,26877,Yes,4.8,2026-07-28,E,23400.0
9,X-026,64019,2010,Cadillac,CTS,SEDAN LUXURY,WHITE,183653,No,"",2026-07-28,X,400.0
51,Z-010,63506,2016,Cadillac,SRX,LUXURY COLLECTIO,BLACK,82378,Yes,1.9,2026-07-28,Z,6500.0
21,D-024,64073,2012,Cadillac,SRX,LUXURY COLLECTIO,BROWN,169819,Yes,"",2026-07-28,D,2000.0
21,C-080,63604,2013,Cadillac,XTS,Luxury,BLACK,61678,No,"",2026-07-28,C,4000.0
24,E-033,64035,2025,Chevrolet,Blazer,LT,WHITE,22903,Yes,4.8,2026-07-28,E,24400.0
29,E-038,64037,2025,Chevrolet,Blazer,LT,BLACK,24419,Yes,4.4,2026-07-28,E,24000.0
24,E-029,64034,2025,Chevrolet,Blazer,LT,BLACK,26804,Yes,4.7,2026-07-28,E,24200.0
24,E-047,64065,2025,Chevrolet,Blazer,LT,BLACK,28450,Yes,4.7,2026-07-28,E,23800.0
25,E-015,64026,2025,Chevrolet,Blazer,LT,BLUE,22488,Yes,4.6,2026-07-28,E,24800.0
22,E-019,64028,2025,Chevrolet,Blazer,LT,BLACK,24725,Yes,4.8,2026-07-28,E,24800.0
23,E-045,64060,2025,Chevrolet,Blazer,LT,GRAY,22727,Yes,4.6,2026-07-28,E,24200.0
27,E-042,64059,2025,Chevrolet,Blazer,LT,BLUE,24711,Yes,4.6,2026-07-28,E,24200.0
33,D-079,63555,2018,Chevrolet,Camaro,1SS,BLACK,105407,Yes,"",2026-07-28,D,16200.0
5,X-024,64049,2013,Chevrolet,Camaro,LS,BLACK,130534,No,"",2026-07-28,X,2900.0
21,B-032,63812,2006,Chevrolet,Cobalt,LS,RED,217306,No,"",2026-07-28,B,900.0
41,C-062,63465,2022,Chevrolet,Colorado,WORK TR,GRAY,81809,Yes,3.6,2026-07-28,C,19000.0
50,D-015,64093,2021,Chevrolet,Colorado, WORK TR,GRAY,85252,Yes,3.2,2026-07-28,D,14000.0
21,C-041,64191,2012,Chevrolet,Colorado,LT W/1LT,SILVER,175268,No,"",2026-07-28,C,3600.0
21,A-076,63975,2016,Chevrolet,Cruze,LS,RED,133336,No,"",2026-07-28,A,3600.0
8,B-005,63635,2014,Chevrolet,Cruze,1LT,RED,91631,No,"",2026-07-28,B,2200.0
21,B-058,64138,2014,Chevrolet,Cruze,2LT,WHITE,130033,No,"",2026-07-28,B,2500.0
21,A-117,63696,2016,Chevrolet,Cruze Limited,LT,RED,113970,No,"",2026-07-28,A,3200.0
23,A-007,64114,2024,Chevrolet,Equinox,LT,BLACK,68595,Yes,"",2026-07-28,A,15000.0
21,D-013,63713,2019,Chevrolet,Equinox,LT,GRAY,107490,No,"",2026-07-28,D,4000.0
21,B-057,64136,2013,Chevrolet,Equinox,LTZ,GRAY,142218,No,"",2026-07-28,B,3400.0
29,D-045,63861,2020,Chevrolet,Express Cargo,VAN RW,WHITE,186155,Yes,"",2026-07-28,D,4500.0
