Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
21,A-0005,28774,2024,Cadillac,Lyriq,Tech,BLACK,21448,Yes,4.2,2026-08-12,A
26,A-0037,28808,2020,GMC,Yukon XL,SLT,BLACK,115220,Yes,4.2,2026-08-12,A
15,B-0019,28846,2018,Kia,Sorento,LX V6,BLUE,82836,Yes,"",2026-08-12,B
26,B-0027,728120,2014,Audi,S8,4dr Sdn,GRAY,62206,Yes,3.7,2026-08-12,B
15,B-0043,27669,2014,Ford,Expedition EL,Limited,WHITE,174444,No,"",2026-08-12,B
15,B-0053,26988,2009,Ford,E350 Vans,XL,WHITE,159026,No,"",2026-08-12,B
15,B-0054,26987,2009,Buick,Lucerne,CXL,BLUE,146602,No,"",2026-08-12,B
15,B-0055,28275,2016,Honda,Accord,Sedan LX,SILVER,162479,No,"",2026-08-12,B
16,B-0056,730060,2015,Ford,Expedition EL,King Ranch,BROWN,177906,No,"",2026-08-12,B
15,B-0060,28882,2015,Nissan,Sentra,S,BLACK,99283,Yes,"",2026-08-12,B
13,BT-0001,731589,2007,Yamaha,FX Cruiser,"",GRAY,1,Yes,"",2026-08-12,BT
16,BT-0003,730069,2000,Four Wings,Horizon,180ls,WHITE,1,No,"",2026-08-12,BT
31,C-0010,27720,2016,Volkswagen,CC,Sport,BROWN,117954,Yes,2.6,2026-08-12,C
18,C-0025,28633,2025,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,9193,Yes,4.5,2026-08-12,C
22,C-0027,28453,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13253,Yes,3.6,2026-08-12,C
19,C-0028,28334,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13360,Yes,4.6,2026-08-12,C
18,C-0029,26178,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,15198,Yes,4.8,2026-08-12,C
19,C-0030,27671,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,15552,Yes,4.1,2026-08-12,C
22,C-0031,28452,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,17737,Yes,3.6,2026-08-12,C
21,C-0033,27677,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,18852,Yes,4.1,2026-08-12,C
25,C-0064,28317,2015,Ford,T250 Vans,"T-250 130"" Low Rf 9000 GVWR Swing-Out RH",WHITE,157036,Yes,2.6,2026-08-12,C
25,C-0068,28288,2017,Ford,T150 Vans,"T-150 130"" Low Rf 8600 GVWR Sliding RH D",WHITE,147283,Yes,3.3,2026-08-12,C
15,D-0014,28787,2018,Dodge,Challenger,R/T Shaker,ORANGE,121661,Yes,"",2026-08-12,D
15,D-0019,28769,2022,Mazda,CX-5,2.5 S Premium Package,RED,91710,Yes,"",2026-08-12,D
15,D-0023,28779,2020,GMC,Sierra 1500,"Double Cab 147""",NO COLOR,106554,Yes,"",2026-08-12,D
15,D-0032,28239,2013,BMW,5-Series,528i,BLACK,142543,No,"",2026-08-12,D
15,D-0034,28250,2015,Acura,ILX,Tech Pkg,BLACK,162381,No,"",2026-08-12,D
15,PS-0001,28752,2020,Can am,Ryker,"",BLACK,16878,No,"",2026-08-12,PS
18,PS-0002,729602,2003,Harley Davidson,Electra glide classic,"",BLACK,76751,Yes,4.4,2026-08-12,PS
