Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
15,A-0031,704593,2008,Jeep,Grand Cherokee,Limited,WHITE,203932,No,"",2026-08-18,A
16,A-0046,704574,2007,Mazda,CX-9,Grand Touring,BLACK,214797,No,"",2026-08-18,A
15,A-0047,704879,2015,Nissan,Murano,SL,BLACK,188240,No,"",2026-08-18,A
38,B-0034,699671,2014,Nissan,Versa Note,SV,WHITE,112941,Yes,3.7,2026-08-18,B
15,B-0044,703857,2007,Chevrolet,Cobalt,LS,SILVER,165072,No,"",2026-08-18,B
15,B-0045,704428,2009,Hyundai,Genesis,4dr Sdn 4.6L V8,BLACK,110315,No,"",2026-08-18,B
15,B-0049,704560,2010,Kia,Optima,SX,SILVER,250685,No,"",2026-08-18,B
15,B-0053,703773,2009,Nissan,Altima,2.5 S,WHITE,190250,No,"",2026-08-18,B
16,B-0059,704984,2012,GMC,Acadia,Denali,SILVER,208425,No,"",2026-08-18,B
16,B-0065,701651,2009,GMC,Acadia,SLT2,BLACK,219583,No,"",2026-08-18,B
16,B-0067,704556,2009,Dodge,Grand Caravan,SE,RED,181232,No,"",2026-08-18,B
31,BR-0072,702878,2011,Honda,Pilot,LX,BLACK,145587,Yes,3.5,2026-08-18,BR
32,BR-0077,698134,2013,GMC,Terrain,Denali,GRAY,101358,Yes,2.8,2026-08-18,BR
31,BR-0078,703389,2021,Chevrolet,Colorado,LT,WHITE,40587,Yes,3.8,2026-08-18,BR
34,BR-0082,680117,2015,Chevrolet,Silverado 1500,LT,RED,183471,Yes,2.7,2026-08-18,BR
36,BR-0083,704262,2014,Jeep,Patriot,Latitude,BLACK,131459,Yes,2.4,2026-08-18,BR
35,BX-0013,704852,2014,Ram,1500,Tradesman,BLUE,171780,Yes,3.0,2026-08-18,BX
15,CR-0001,704979,2011,Toyota,Tacoma,PreRunner V6,BLUE,135776,No,"",2026-08-18,CR
16,CR-0008,704905,2018,Nissan,Pathfinder,SL,BLACK,168908,No,"",2026-08-18,CR
15,CR-0010,704477,2020,Chevrolet,Malibu,LT,BLACK,162380,No,"",2026-08-18,CR
16,CR-0015,703312,2016,Ford,Explorer,4dr Base,BLACK,135501,No,"",2026-08-18,CR
15,CR-0017,704245,2006,Lincoln,Mark LT,"Supercrew 139""",BLACK,197930,No,"",2026-08-18,CR
15,CR-0019,704605,2012,Toyota,Camry,LE,SILVER,113519,No,"",2026-08-18,CR
33,CR-0022,702623,2012,Chevrolet,Malibu,LT w/1LT,WHITE,201982,Yes,2.1,2026-08-18,CR
38,CR-0024,695433,2019,Nissan,Rogue Sport,SV,GRAY,132765,Yes,1.6,2026-08-18,CR
41,CR-0026,702622,2016,Chevrolet,Cruze Limited,LTZ,RED,135678,Yes,1.3,2026-08-18,CR
37,CR-0029,702006,2015,Ford,Taurus,SHO,BLACK,108122,Yes,1.9,2026-08-18,CR
43,CR-0042,702862,2015,Chevrolet,Malibu,LT,SILVER,245629,Yes,1.5,2026-08-18,CR
28,CR-0047,702721,2012,Honda,Pilot,EX-L,GRAY,166119,Yes,2.9,2026-08-18,CR
37,CR-0049,701465,2014,Jeep,Grand Cherokee,Limited,BLACK,160014,Yes,0.9,2026-08-18,CR
36,CR-0052,702450,2014,Chrysler,200,Touring,BLACK,156169,Yes,2.5,2026-08-18,CR
30,CR-0055,700797,2014,Jeep,Grand Cherokee,Laredo,RED,89215,Yes,2.1,2026-08-18,CR
39,CR-0060,703358,2014,BMW,3-Series,328i,WHITE,184294,Yes,1.5,2026-08-18,CR
36,CR-0063,700413,2019,Dodge,Grand Caravan,SXT,GRAY,173827,Yes,1.9,2026-08-18,CR
33,CR-0064,702604,2012,Ram,1500,Lone Star,BURGUNDY,180226,Yes,1.3,2026-08-18,CR
