Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
35,A-004,557292,2016,Kia,Optima,EX,GRAY,99906,Yes,4.5,2026-08-28,A
39,A-005,564180,2023,Lincoln,Nautilus,Reserve,RED,29434,Yes,3.9,2026-08-28,A
50,A-008,563855,2011,Ram,1500,SPORT,GREEN,182430,Yes,3.0,2026-08-28,A
36,A-011,564186,2022,Ford,Escape,SE,WHITE,70775,Yes,4.3,2026-08-28,A
36,A-014,560817,2025,Ram,3500,Tradesman,GRAY,19885,Yes,3.0,2026-08-28,A
44,A-019,564144,2014,Mazda,CX-5,Touring,BLUE,157936,Yes,3.0,2026-08-28,A
40,A-022,562587,2017,Nissan,Armada,SL,BLACK,107618,Yes,3.3,2026-08-28,A
32,A-028,564518,2020,Hyundai,Palisade,Limited,BLACK,99844,Yes,4.4,2026-08-28,A
40,A-032,562964,2020,BMW,2-Series,228I XDRIVE,BLACK,84641,Yes,4.3,2026-08-28,A
28,A-033,562416,2013,Mercedes-Benz,M Class,ML 350,SILVER,124693,Yes,3.9,2026-08-28,A
34,A-034,563780,2023,Land Rover,Defender,"",BLACK,31404,Yes,4.4,2026-08-28,A
29,A-036,563789,2024,Land Rover,Defender,"",WHITE,46935,Yes,4.8,2026-08-28,A
33,A-046,563509,2024,Mercedes-Benz,GLB,250 GLB 250 SUV,BLACK,13185,Yes,4.8,2026-08-28,A
16,A-047,563510,2025,Land Rover,Range Rover,AUTOBIOG,BLACK,14212,Yes,4.8,2026-08-28,A
35,A-049,564601,2021,Land Rover,Range Rover,HSE,WHITE,126246,Yes,3.7,2026-08-28,A
33,A-053,563507,2026,Jeep,Grand Cherokee L,LIM,BLUE,10584,Yes,4.6,2026-08-28,A
32,A-055,562901,2022,BMW,X7,XDrive40i,BLACK,46292,Yes,3.7,2026-08-28,A
38,A-059,563826,2022,BMW,X5,xDrive45e,BLACK,51954,Yes,3.7,2026-08-28,A
37,A-060,563690,2026,Kia,K5,GT,GRAY,13799,Yes,3.7,2026-08-28,A
42,A-061,564165,2024,Ram,3500,Big Horn,BLACK,164569,Yes,3.3,2026-08-28,A
34,A-062,564259,2023,BMW,X7,XDrive40i,BLACK,63162,Yes,4.4,2026-08-28,A
33,A-066,562032,2023,Land Rover,Defender,"",BLACK,50438,Yes,4.2,2026-08-28,A
41,A-068,562505,2019,Lexus,GX 460,Luxury,WHITE,61073,Yes,3.5,2026-08-28,A
31,A-074,562497,2019,Land Rover,Range Rover,"",BLACK,78354,Yes,4.0,2026-08-28,A
38,A-083,563368,2018,Land Rover,Range Rover Sport,"",BLACK,46136,Yes,3.6,2026-08-28,A
35,A-084,564083,2025,Lexus,TX-Series,"",GRAY,18181,Yes,3.5,2026-08-28,A
31,A-085,561753,2026,Cadillac,Vistiq,Sport,SILVER,7199,Yes,4.8,2026-08-28,A
29,A-087,564117,2019,Mini,Cooper,"",BLACK,60049,Yes,3.1,2026-08-28,A
42,A-097,564249,2018,Ford,Mustang,ECOBOOST,BLACK,88537,Yes,3.0,2026-08-28,A
38,A-100,564174,2023,BMW,5-Series,M550I XDRIV,BLACK,35941,Yes,3.2,2026-08-28,A
29,A-108,564306,2023,Mercedes-Benz,C-Class,"",GRAY,26383,Yes,5.0,2026-08-28,A
22,A-109,564354,2026,INFINITI,QX80,Autograph,BLACK,8507,Yes,5.0,2026-08-28,A
34,A-112,564322,2024,Mercedes-Benz,CLE,300 4MATIC,BLUE,7178,Yes,3.6,2026-08-28,A
29,A-114,564480,2008,Chevrolet,EXPRESS COMMERCIAL C,"",OTHER,68405,Yes,3.3,2026-08-28,A
43,A-121,564524,2020,BMW,7-Series,740i,GRAY,97617,Yes,3.0,2026-08-28,A
45,A-129,564605,2019,GMC,Yukon XL,DENALI,BLACK,157310,Yes,3.0,2026-08-28,A
32,A-135,564619,2023,Mercedes-Benz,C-Class,"",BLUE,38701,Yes,4.0,2026-08-28,A
32,A-138,564737,2026,BMW,i5,eDrive40,GRAY,5917,Yes,4.7,2026-08-28,A
34,A-140,564743,2024,BMW,4-Series,430i,BLACK,15226,Yes,4.3,2026-08-28,A
39,A-142,564652,2023,BMW,X7,XDrive40i,GRAY,27846,Yes,3.5,2026-08-28,A
34,A-144,564664,2023,Jeep,Grand Cherokee,OVERL,WHITE,45843,Yes,4.5,2026-08-28,A
28,A-148,564717,2019,BMW,3-Series,330i,BLACK,57145,Yes,4.8,2026-08-28,A
34,A-150,564479,2015,Ford,E-350 CUTAWAY E-350,"",WHITE,131173,Yes,3.0,2026-08-28,A
27,A-151,564722,2019,Maserati,Levante,GTS,WHITE,42612,Yes,4.6,2026-08-28,A
29,A-156,564731,2026,Buick,Enclave,Preferred,WHITE,23478,Yes,4.8,2026-08-28,A
40,A-164,564711,2012,Honda,CR-V,EX,BLACK,130445,Yes,4.2,2026-08-28,A
37,A-166,564634,2015,Mercedes-Benz,GLK Class,"",SILVER,102432,Yes,3.3,2026-08-28,A
43,A-167,564638,2015,Mercedes-Benz,C Class,"",BLACK,130426,Yes,3.0,2026-08-28,A
35,A-168,564642,2021,Toyota,Camry,XSE HYBRID,WHITE,89111,Yes,3.0,2026-08-28,A
37,A-177,564888,2022,BMW,X7,XDrive40i,BLUE,55569,Yes,4.6,2026-08-28,A
35,A-178,564933,2021,Mercedes-Benz,C-Class,"",WHITE,73011,Yes,4.2,2026-08-28,A
41,A-198,562915,2018,Chevrolet,Tahoe,Premier,WHITE,252192,Yes,3.6,2026-08-28,A
36,A-201,560307,2023,Chevrolet,Tahoe,RST,BLUE,68423,Yes,4.2,2026-08-28,A
45,A-203,565147,2013,Volkswagen,Jetta,SEDAN HYBRID,GRAY,166354,Yes,3.0,2026-08-28,A
38,A-206,565215,2018,Lincoln,MKC,Reserve,WHITE,70913,Yes,3.6,2026-08-28,A
42,A-212,564636,2018,Chevrolet,Silverado 1500,HIGH,WHITE,154808,Yes,3.4,2026-08-28,A
46,A-216,565121,2010,Ford,Escape,Limited,WHITE,99706,Yes,3.0,2026-08-28,A
35,A-231,564336,2022,Jeep,Compass,HIGH ALTITUD,BLACK,27117,Yes,4.2,2026-08-28,A
43,A-276,564286,2018,Volvo,XC90,"",WHITE,117296,Yes,3.8,2026-08-28,A
43,A-279,563751,2017,Land Rover,Range Rover Sport,"",SILVER,106509,Yes,3.8,2026-08-28,A
34,A-282,563308,2018,Land Rover,Range Rover Evoque,S,BLACK,114947,Yes,3.5,2026-08-28,A
40,A-283,561315,2022,Cadillac,Escalade,ESV SPORT P,GRAY,79140,Yes,4.1,2026-08-28,A
42,A-286,556879,2019,Mercedes-Benz,A-Class,"",WHITE,71633,Yes,3.0,2026-08-28,A
33,A-287,563110,2025,Land Rover,Defender,S,BLACK,5449,Yes,5.0,2026-08-28,A
37,B-025,563302,2019,Mercedes-Benz,C-Class,"",SILVER,39826,Yes,3.8,2026-08-28,B
41,B-031,562746,2018,Jeep,Cherokee,LATITUDE PL,GRAY,80171,Yes,3.0,2026-08-28,B
43,B-040,564686,2012,Ferrari,California,2DR CONV,RED,43775,Yes,4.2,2026-08-28,B
23,B-082.1,565115,2011,Ford,Taurus,SEL,GOLD,209275,No,"",2026-08-28,B
22,B-092,564925,2021,Mazda,CX-30,TURBO PREMIUM,GRAY,59479,No,"",2026-08-28,B
20,B-095,562415,2017,Hyundai,Elantra,SE,GRAY,97808,No,"",2026-08-28,B
21,B-103,562711,2013,GMC,Yukon XL,DENALI,WHITE,139332,No,"",2026-08-28,B
22,B-109,563470,2018,Chevrolet,Equinox,Premier,WHITE,138797,No,"",2026-08-28,B
22,B-111,557799,2018,Volkswagen,Atlas,3.6L V6 SEL,GRAY,114628,No,"",2026-08-28,B
23,B-115,563939,2021,Audi,A4,SEDAN PREMIUM,BLACK,43141,No,"",2026-08-28,B
23,B-124,563956,2024,Kia,Telluride,LX,BLACK,28873,No,"",2026-08-28,B
22,B-126,563986,2021,Land Rover,Range Rover Velar,S,WHITE,70334,No,"",2026-08-28,B
22,B-127,563985,2012,Dodge,Journey,AMERICAN VAL,WHITE,158604,No,"",2026-08-28,B
22,B-135,564164,2018,Jeep,Grand Cherokee,STERL,BLACK,117133,No,"",2026-08-28,B
21,B-136,564349,2024,Honda,Accord,HYBRID SPORT,WHITE,44202,No,"",2026-08-28,B
22,B-164,564627,2019,Ford,F150,XLT,SILVER,125421,No,"",2026-08-28,B
22,B-174,564918,2020,Honda,Accord,SEDAN SPORT,SILVER,125026,No,"",2026-08-28,B
34,B-179,564811,2024,Jeep,Wagoneer,4X4,SILVER,50912,Yes,4.9,2026-08-28,B
23,B-181,564455,2013,Volvo,XC90,PREMIER PLUS,BLUE,209355,No,"",2026-08-28,B
23,B-184,564440,2014,Nissan,Sentra,SV,SILVER,71962,No,"",2026-08-28,B
22,B-186,564443,2015,Toyota,Tundra,SR5 4.6L V8,GRAY,286378,No,"",2026-08-28,B
38,B-193,562424,2021,Audi,RS 6,AVANT 4.0 TFSI,BLUE,43112,Yes,4.4,2026-08-28,B
21,B-205,564542,2021,Subaru,Outback,Premium,BLACK,151423,No,"",2026-08-28,B
22,B-209,564485,2017,Chevrolet,Colorado, LT,GRAY,165506,No,"",2026-08-28,B
22,B-227,560781,2019,Nissan,Altima,2.5 PLATINUM,BLACK,69964,No,"",2026-08-28,B
22,B-234,565089,2014,Chevrolet,Silverado 1500,WORK,WHITE,94933,No,"",2026-08-28,B
22,B-240,563451,2022,Ford,E-450 CUTAWAY E-450,"",YELLOW,279,Yes,4.8,2026-08-28,B
22,B-248,563135,2020,Chevrolet,Silverado 1500,HIGH,WHITE,103205,No,"",2026-08-28,B
22,B-270,562154,2018,Ram,2500,LIMITED,SILVER,196102,No,"",2026-08-28,B
22,B-271,560076,2016,Ford,F150,XLT,WHITE,150862,No,"",2026-08-28,B
47,B-274,558980,2017,Chevrolet,Equinox,LS,BLACK,129197,Yes,3.1,2026-08-28,B
35,B-276,564830,2024,Ram,1500,"",GRAY,31083,Yes,3.5,2026-08-28,B
38,B-281,558227,2024,Ford,F350SD,"",GRAY,84546,Yes,3.0,2026-08-28,B
37,B-284,556570,2024,Ford,F350SD,"",BLACK,50697,Yes,4.2,2026-08-28,B
39,B-286,565127,2014,Ford,Edge,SE,WHITE,135100,Yes,3.0,2026-08-28,B
42,B-296,564898,2014,Nissan,Altima,2.5,BLACK,172449,Yes,3.5,2026-08-28,B
32,B-297,557031,2020,Toyota,Tacoma,SR,SILVER,73120,Yes,4.4,2026-08-28,B
40,B-299,553851,2011,Mitsubishi,Endeavor,LS,SILVER,203582,Yes,3.1,2026-08-28,B
56,B-308,561947,2005,Pontiac,G6,4DR SDN,SILVER,238496,Yes,3.0,2026-08-28,B
45,B-313,563024,2017,Mitsubishi,Outlander,GT,GRAY,111906,Yes,3.0,2026-08-28,B
38,B-314,561944,2021,Ford,F150,XLT,WHITE,78202,Yes,3.9,2026-08-28,B
35,C-014,564987,2022,Kia,Soul,LX,ORANGE,71533,Yes,4.0,2026-08-28,C
22,C-016,564999,2015,Dodge,Journey,SXT,WHITE,251368,No,"",2026-08-28,C
33,C-018,561610,2023,Ford,Bronco Sport,BIG BEN,BLUE,79256,Yes,4.9,2026-08-28,C
22,C-023,563514,2020,Kia,Sedona,LX,GRAY,104390,No,"",2026-08-28,C
41,C-034,563776,2020,Mazda,CX-5,Sport,BLACK,106258,Yes,3.2,2026-08-28,C
26,C-035,563790,2024,Kia,Soul,LX,GRAY,19423,Yes,3.6,2026-08-28,C
35,C-037,550831,2019,Ram,1500,BIG HORN/LONE S,RED,70674,Yes,4.3,2026-08-28,C
28,C-038,563664,2022,Lexus,NX 350,F SPORT HANDL,GRAY,41896,Yes,4.1,2026-08-28,C
34,C-039,564106,2019,Ford,Mustang,ECOBOOST,RED,59550,Yes,4.1,2026-08-28,C
22,C-042,564135,2016,Kia,Soul,+,SILVER,194229,No,"",2026-08-28,C
