Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
16,A-0007,89222,2019,Volkswagen,Tiguan,S,WHITE,79991,No,"",2026-08-05,A
17,A-0186,91822,2012,Mazda,Mazda3,i Sport,GRAY,188591,No,"",2026-08-05,A
19,A-0187,93554,2018,Ford,Edge,Titanium,GRAY,136101,No,"",2026-08-05,A
16,A-0200,92411,2012,Chevrolet,Silverado 1500,LT,BROWN,104852,No,"",2026-08-05,A
17,A-0211,93029,2018,Nissan,Pathfinder,S,SILVER,78381,No,"",2026-08-05,A
18,B-0011,93169,2025,Subaru,Ascent,Touring,BLUE,13697,Yes,"",2026-08-05,B
26,B-0066,80740,2013,Volkswagen,GTI,4dr HB DSG PZEV *Ltd Avail*,GRAY,95333,Yes,2.7,2026-08-05,B
16,B-0145,89957,2008,BMW,X3,3.0si,BLACK,131191,No,"",2026-08-05,B
17,B-0174,91907,2018,Jeep,Compass,Limited,RED,140452,Yes,4.3,2026-08-05,B
16,B-0236,92285,2007,Toyota,Highlander,Hybrid Limited V6,BLACK,110905,No,"",2026-08-05,B
16,B-0237,92875,2008,Nissan,Rogue,S,RED,150441,No,"",2026-08-05,B
17,B-0241,91971,2018,Chevrolet,Impala,LT,BLUE,153047,No,"",2026-08-05,B
16,B-0242,92781,2015,Jeep,Cherokee,Limited,BLACK,151793,No,"",2026-08-05,B
16,C-0017,93476,2026,GMC,Sierra 1500,SLT,BLACK,22282,No,"",2026-08-05,C
18,C-0088,93151,2019,GMC,Sierra 1500,SLT,BLACK,122314,Yes,3.9,2026-08-05,C
16,C-0102,93084,2018,Toyota,4Runner,SR5,WHITE,154417,No,"",2026-08-05,C
16,C-0113,93159,2012,Volkswagen,Beetle,2.5L,GRAY,78501,No,"",2026-08-05,C
20,C-0133,92428,2023,Honda,CR-V,Hybrid Sport,GRAY,54453,Yes,4.5,2026-08-05,C
21,C-0147,93089,2021,Ford,Escape,SEL,BLACK,54575,Yes,3.6,2026-08-05,C
16,C-0189,93179,2017,Nissan,Sentra,SV,GRAY,61065,No,"",2026-08-05,C
16,C-0193,93220,2004,Jeep,Liberty,Sport,SILVER,152878,No,"",2026-08-05,C
38,D-0119,91935,2019,Ford,T350 Vans,"T-350 148"" EL Hi Rf 9500 GVWR Sliding RH",WHITE,461469,Yes,1.7,2026-08-05,D
19,D-0174,92335,2023,Nissan,Rogue,S,WHITE,31748,Yes,3.9,2026-08-05,D
29,I-0006,74407,2022,Momentum,G Class,"",WHITE,1,Yes,3.3,2026-08-05,I
