Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
16,A-0010,95939,2015,Maserati,Ghibli,4dr Sdn,GRAY,73919,No,"",2026-09-02,A
16,A-0028,94358,2019,Jeep,Cherokee,Limited,BLACK,99876,No,"",2026-09-02,A
15,A-0034,94623,2016,Ford,F150,King Ranch,BLACK,215973,No,"",2026-09-02,A
16,A-0039,95241,2020,Jeep,Wrangler,Unlimited Sport Altitude,WHITE,94969,No,"",2026-09-02,A
18,A-0040,95674,2023,Toyota,GR Corolla,Core,BLACK,19936,Yes,4.7,2026-09-02,A
16,A-0042,95557,2025,Toyota,Corolla,LE,BLUE,14094,No,"",2026-09-02,A
16,A-0043,95769,2022,Ford,F150,XLT,BLACK,123420,No,"",2026-09-02,A
19,A-0045,94911,2005,Volkswagen,Touareg,4dr V6,BLACK,100758,No,"",2026-09-02,A
16,A-0048,94445,2022,Nissan,Rogue,Platinum,GRAY,99377,No,"",2026-09-02,A
16,A-0051,95796,2018,Chevrolet,Silverado 1500,LT,WHITE,140360,No,"",2026-09-02,A
16,A-0056,95789,2017,Volkswagen,Tiguan,Sport,WHITE,80441,No,"",2026-09-02,A
17,A-0057,95896,2007,Ford,Expedition,Limited,WHITE,200677,No,"",2026-09-02,A
16,A-0077,89222,2019,Volkswagen,Tiguan,S,WHITE,79991,No,"",2026-09-02,A
16,A-0120,96378,2019,Jeep,Wrangler,Sport,BLACK,160201,No,"",2026-09-02,A
18,A-0121,96379,2016,Hyundai,Sonata,2.4L Limited,BLACK,73062,No,"",2026-09-02,A
15,A-0123,96380,2020,Jeep,Grand Cherokee,Overland,BLACK,131036,No,"",2026-09-02,A
16,A-0124,96381,2022,Ram,1500,Big Horn,WHITE,145814,No,"",2026-09-02,A
16,A-0126,96365,2015,Toyota,RAV4,XLE,SILVER,206258,No,"",2026-09-02,A
16,A-0148,96547,2019,Mercedes-Benz,C-Class,C 300 Sedan,BLACK,51335,No,"",2026-09-02,A
16,A-0149,96548,2022,Ford,Bronco Sport,Outer Banks,ORANGE,61405,No,"",2026-09-02,A
21,A-0180,95816,2013,INFINITI,JX,JX35 4dr,BLACK,153712,No,"",2026-09-02,A
21,A-0181,95815,2020,Ford,Explorer,XLT,RED,84420,Yes,4.2,2026-09-02,A
17,A-0186,96285,2013,Mercedes-Benz,M Class,ML 350,WHITE,157611,No,"",2026-09-02,A
16,A-0188,96287,2011,Mercedes-Benz,E Class,E 350 Luxury,WHITE,156917,No,"",2026-09-02,A
15,A-0191,96267,2010,Chrysler,300,Touring,WHITE,182673,No,"",2026-09-02,A
20,A-0194,94495,2004,Chevrolet,Avalanche,"1500 5dr Crew Cab 130"" WB",RED,192514,No,"",2026-09-02,A
17,A-0196,96261,2018,Hyundai,Elantra,SE,TAN,58426,No,"",2026-09-02,A
17,A-0198,94823,2014,Dodge,Journey,American Value Pkg,SILVER,170240,No,"",2026-09-02,A
16,A-0199,90066,2017,Kia,Cadenza,Premium,BLACK,106994,No,"",2026-09-02,A
16,A-0200,94473,2021,Toyota,Camry,LE,SILVER,97138,No,"",2026-09-02,A
16,A-0201,95450,2011,Subaru,Forester,2.5X Premium,GRAY,141613,No,"",2026-09-02,A
15,A-0202,95451,2014,Fiat,500L,Trekking,BLACK,129658,No,"",2026-09-02,A
16,A-0203,95452,2013,Nissan,Sentra,S,GRAY,119782,No,"",2026-09-02,A
16,A-0205,96391,2015,Kia,Sedona,EX,BLACK,152150,No,"",2026-09-02,A
19,A-0206,96218,2012,Honda,CR-V,EX-L,BLACK,144740,No,"",2026-09-02,A
16,A-0207,95360,2002,Ford,Escape,XLT Choice,BLACK,221365,No,"",2026-09-02,A
16,A-0208,96160,2017,Nissan,Altima,2.5 S,BLACK,160390,No,"",2026-09-02,A
15,A-0209,96161,2018,Chevrolet,Malibu,LT,WHITE,139081,No,"",2026-09-02,A
18,A-0210,96162,2014,Nissan,Altima,2.5 S,BLUE,150917,No,"",2026-09-02,A
16,A-0211,94533,2021,Nissan,Versa,SR,RED,118716,No,"",2026-09-02,A
16,A-0212,95367,2009,Toyota,Camry,Hybrid 4dr Sdn (Natl),WHITE,151825,No,"",2026-09-02,A
16,A-0213,94917,2014,Nissan,Versa Note,SV,GRAY,109646,No,"",2026-09-02,A
26,A-0215,93808,2013,Jeep,Wrangler,Unlimited Sahara,BLACK,201944,Yes,2.9,2026-09-02,A
27,A-0216,93809,2015,Honda,Civic,Coupe LX,GRAY,82251,Yes,2.5,2026-09-02,A
23,A-0217,93810,2015,Mercedes-Benz,S Class,4dr Sdn S 550,BLUE,117141,Yes,3.2,2026-09-02,A
28,A-0220,93814,2014,Chevrolet,Traverse,LT,GRAY,140788,Yes,3.0,2026-09-02,A
20,AX-0188,96470,2020,Kia,Telluride,SX,GREEN,250600,No,"",2026-09-02,AX
15,B-0001,94394,2016,Chevrolet,Colorado,LT,BLACK,109898,Yes,3.6,2026-09-02,B
18,B-0004,94880,2018,Land Rover,Range Rover Evoque,HSE Dynamic,GRAY,45692,Yes,4.3,2026-09-02,B
18,B-0010,94401,2024,Volkswagen,Atlas,2.0T SE w/Technology,SILVER,122192,Yes,3.5,2026-09-02,B
17,B-0011,96555,2024,Volkswagen,Atlas,2.0T SE w/Technology,BLACK,69593,No,"",2026-09-02,B
17,B-0012,96556,2019,Volkswagen,Atlas,3.6L V6 SEL,WHITE,92425,No,"",2026-09-02,B
16,B-0013,96558,2021,Volkswagen,Atlas,3.6L V6 SE w/Technology,BLACK,112401,No,"",2026-09-02,B
16,B-0014,96561,2021,Mercedes-Benz,A-Class,A 220 Sedan,BLACK,115326,No,"",2026-09-02,B
18,B-0018,93169,2025,Subaru,Ascent,Touring,BLUE,13697,Yes,"",2026-09-02,B
17,B-0019,95546,2024,Subaru,Outback,Premium,BLACK,41799,Yes,4.0,2026-09-02,B
17,B-0020,95803,2024,Subaru,Crosstrek,Sport,GRAY,96265,Yes,4.5,2026-09-02,B
17,B-0023,93974,2022,Kia,Telluride,EX,SILVER,117830,Yes,3.7,2026-09-02,B
16,B-0027,95991,2012,Lexus,RX 450h,4dr Hybrid,RED,178299,No,"",2026-09-02,B
16,B-0028,96030,2024,Mini,Cooper,John Cooper Works,YELLOW,10327,Yes,4.8,2026-09-02,B
21,B-0031,96063,2024,Subaru,Forester,Wilderness,GREEN,13825,Yes,0.0,2026-09-02,B
17,B-0032,96061,2025,Subaru,Forester,Touring,GRAY,7163,Yes,4.9,2026-09-02,B
16,B-0037,96544,2020,Subaru,Outback,Limited,GREEN,116186,No,"",2026-09-02,B
16,B-0039,96562,2015,Subaru,Outback,2.5i Premium,BLUE,142561,No,"",2026-09-02,B
16,B-0043,95892,2017,Ford,F150,Raptor,BLACK,83854,No,"",2026-09-02,B
16,B-0070,96384,2023,Lexus,NX 250,Premium,BLACK,24188,Yes,5.0,2026-09-02,B
2,B-0077,96118,2010,Ford,F150,XL,GRAY,160145,No,"",2026-09-02,B
19,B-0115,96103,2018,Volkswagen,Tiguan,SEL Premium,BLACK,61179,Yes,4.1,2026-09-02,B
24,B-0120,96131,2018,Nissan,Rogue,SV,BLACK,99184,Yes,2.4,2026-09-02,B
18,B-0128,95051,2015,Ford,Fiesta,SE,WHITE,131805,No,"",2026-09-02,B
16,B-0129,95059,2011,Subaru,Outback,2.5i Prem AWP,GRAY,217950,No,"",2026-09-02,B
16,B-0132,95035,2008,Nissan,Pathfinder,SE,WHITE,196128,No,"",2026-09-02,B
17,B-0135,96069,2019,Ford,Explorer,XLT,BLACK,278522,No,"",2026-09-02,B
20,B-0149,95640,2020,Toyota,Highlander,Limited,SILVER,96762,Yes,4.6,2026-09-02,B
16,B-0155,96312,2013,Audi,A4,Premium,SILVER,111426,No,"",2026-09-02,B
17,B-0161,96272,2022,Chevrolet,Traverse,LS,BLUE,122390,No,"",2026-09-02,B
16,B-0167,96183,2020,Chevrolet,Silverado 1500,Custom,GRAY,72062,No,"",2026-09-02,B
