Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
37,A-0002,20781,2014,Acura,MDX,Tech Pkg,BLACK,150318,Yes,"",2026-08-26,A,8000.0
26,A-0069,20807,2015,Audi,A5,Premium,SILVER,52683,Yes,"",2026-08-26,A,8900.0
22,A-0013,20851,2018,Audi,Q3,Premium,GRAY,89201,Yes,"",2026-08-26,A,8800.0
21,N-0001,20754,2013,BMW,3-Series,320i,WHITE,0,Yes,"",2026-08-26,N,700.0
24,A-0040,20817,2008,BMW,3-Series,328i,BLACK,124380,Yes,"",2026-08-26,A,2200.0
29,A-0062,20803,2007,BMW,3-Series,328i,BLUE,201877,Yes,"",2026-08-26,A,1300.0
29,A-0046,20859,2002,BMW,3-Series,325i,WHITE,238085,Yes,"",2026-08-26,A,400.0
31,A-0003,20782,2014,BMW,3-Series Grn Turismo,335i xDrive,WHITE,139556,Yes,"",2026-08-26,A,5400.0
30,A-0038,20815,2021,BMW,5-Series,530i,BLACK,95506,Yes,"",2026-08-26,A,17000.0
23,A-0053,20848,2016,BMW,5-Series,528i,SILVER,126319,Yes,"",2026-08-26,A,5500.0
25,A-0060,20800,2016,BMW,7-Series,740i,WHITE,110020,Yes,"",2026-08-26,A,12400.0
22,A-0041,20818,2024,BMW,i7,eDrive50,SILVER,30190,Yes,"",2026-08-26,A,45000.0
21,A-0037,20814,2019,BMW,X3,XDrive30i,WHITE,82806,Yes,"",2026-08-26,A,14600.0
31,A-0072,20810,2019,BMW,X5,XDrive40i,BLUE,83740,Yes,"",2026-08-26,A,22000.0
21,A-0044,20820,2013,BMW,X5,XDrive35i,SILVER,162356,Yes,"",2026-08-26,A,3000.0
22,A-0035,20812,2024,BMW,X7,XDrive40i,GRAY,38075,Yes,"",2026-08-26,A,47000.0
31,A-0056,20836,2020,Buick,Envision,Premium,GRAY,90380,Yes,"",2026-08-26,A,13500.0
35,A-0014,20853,2010,Cadillac,SRX,Base,GRAY,161204,Yes,"",2026-08-26,A,3000.0
33,A-0051,20860,2017,Chevrolet,Silverado 1500,High Country,BLACK,92870,Yes,"",2026-08-26,A,20000.0
31,A-0070,20808,2016,Chevrolet,Sonic,RS,WHITE,167635,Yes,"",2026-08-26,A,1700.0
22,A-0026,20852,2016,Chevrolet,Tahoe,LTZ,GRAY,150746,Yes,"",2026-08-26,A,8200.0
37,A-0019,20796,2016,Chevrolet,Tahoe,LTZ,BROWN,82118,Yes,"",2026-08-26,A,15500.0
30,A-0055,20834,2017,Chrysler,Pacifica,LX,RED,233955,Yes,"",2026-08-26,A,2000.0
24,A-0045,20822,2018,Dodge,Challenger,SXT Plus,SILVER,105401,Yes,"",2026-08-26,A,9600.0
35,A-0016,20790,2014,Ford,Edge,Limited,BLACK,233366,Yes,"",2026-08-26,A,2000.0
28,A-0032,20672,2022,Ford,Escape,SE,GRAY,48153,Yes,"",2026-08-26,A,12500.0
26,A-0025,20841,2018,Ford,Escape,Titanium,BLACK,118209,Yes,"",2026-08-26,A,4400.0
29,A-0024,20839,2017,Ford,Escape,SE,RED,94076,Yes,"",2026-08-26,A,5400.0
23,A-0036,20813,2018,Ford,Explorer,Platinum,GRAY,144991,Yes,"",2026-08-26,A,10800.0
33,A-0009,20845,2013,Ford,F150,XLT,WHITE,150608,Yes,"",2026-08-26,A,8700.0
31,A-0001,20784,2010,Ford,F150,FX4,BLACK,130015,Yes,"",2026-08-26,A,9900.0
34,N-0002,20861,2017,Ford,F250SD,XLT,WHITE,187695,Yes,"",2026-08-26,N,13000.0
25,A-0004,20783,2013,Ford,Fusion,Titanium,WHITE,144789,Yes,"",2026-08-26,A,3300.0
31,A-0010,20846,2017,Ford,Mustang,GT,GRAY,110835,Yes,"",2026-08-26,A,15000.0
