Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
16,PS-0002,732054,2014,BMW,S1000R,"",BLUE,19560,Yes,"",2026-09-02,PS,2000.0
20,S-0002,29118,2016,Chevrolet,Suburban,LT,WHITE,137593,Yes,3.0,2026-09-02,S,5400.0
28,S-0003,26559,2019,Ford,Expedition,Platinum,BLACK,169926,Yes,3.3,2026-09-02,S,3000.0
15,S-0009,29272,2013,Honda,Accord,Cpe EX-L,BLACK,150389,Yes,"",2026-09-02,S,500.0
16,S-0005,730846,2006,Honda,Ridgeline,RTL,BLUE,144540,Yes,"",2026-09-02,S,700.0
21,PS-0004,731506,2023,Indian,Chieftain Dark Horse,"",GREEN,423,Yes,3.5,2026-09-02,PS,13000.0
15,D-0001,29602,2012,INFINITI,FX35,4dr,SILVER,185539,Yes,"",2026-09-02,D,2500.0
27,S-0006,26547,2018,Jeep,Grand Cherokee,Trackhawk,GRAY,126269,Yes,1.2,2026-09-02,S,19700.0
17,S-0004,27324,2009,Lexus,IS 250,4dr Sport Sdn Auto,WHITE,162417,Yes,"",2026-09-02,S,500.0
17,S-0008,27346,2009,Nissan,Versa,1.8 S,BLACK,113415,Yes,"",2026-09-02,S,500.0
14,BT-0002,732235,2022,Sun tacker,20FT FISH & BARGE,"",SILVER,1,No,"",2026-09-02,BT,12200.0
17,S-0007,27347,2000,Toyota,Sienna,LE,WHITE,299451,Yes,"",2026-09-02,S,500.0
23,PS-0005,731507,2014,Yamaha,YZF-R6,"",RED,32863,Yes,3.0,2026-09-02,PS,1100.0
