Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
33,A-0012,126320,2025,Toyota,Corolla Cross,L,BLACK,12848,Yes,2.8,2026-08-27,A
24,A-0023,121993,2018,Audi,Q3,Premium,WHITE,95502,Yes,2.6,2026-08-27,A
32,AA-0003,259612,2004,Honda,Accord,Sdn LX,GRAY,165959,Yes,2.4,2026-08-27,AA
37,AA-0010,259016,2008,Honda,Pilot,EX-L,BLUE,172957,Yes,1.7,2026-08-27,AA
28,AA-0012,259989,2004,Land Rover,Range Rover,HSE,SILVER,196783,Yes,"",2026-08-27,AA
31,AA-0036,258450,2011,Toyota,Highlander,Base,WHITE,168892,Yes,2.7,2026-08-27,AA
27,AA-0045,259957,2019,Nissan,Kicks,SR,ORANGE,40109,Yes,3.5,2026-08-27,AA
25,AA-0051,259681,2019,Chevrolet,Equinox,LT,BLACK,122625,Yes,4.3,2026-08-27,AA
33,AA-0052,260173,2015,Ford,Explorer,Limited,WHITE,63041,Yes,2.0,2026-08-27,AA
26,AA-0054,259797,2018,Subaru,Forester,Limited,SILVER,105992,Yes,3.4,2026-08-27,AA
21,AA-0057,259239,2021,Ford,Mustang Mach-E,Premium,GRAY,33048,Yes,3.8,2026-08-27,AA
32,AA-0059,260128,2012,Hyundai,Sonata,2.0T Limited,BLUE,114088,Yes,3.0,2026-08-27,AA
32,AA-0060,258570,2013,Ford,F150,FX4,GRAY,132366,Yes,2.4,2026-08-27,AA
28,AA-0067,260037,2013,Chevrolet,Equinox,LT,BLUE,155606,Yes,3.5,2026-08-27,AA
20,AA-0070,257125,2018,Ram,1500,Longhorn,WHITE,138122,Yes,"",2026-08-27,AA
16,AA-0080,260214,2017,Chrysler,200,Limited Platinum,BLACK,57020,Yes,"",2026-08-27,AA
28,AA-0083,260212,2017,GMC,G2500 Vans,"2500 155""",WHITE,183443,Yes,3.5,2026-08-27,AA
33,AA-0088,260210,2015,Chevrolet,Tahoe,LT,BLACK,112305,Yes,2.8,2026-08-27,AA
33,AA-0093,259937,2017,Mercedes-Benz,E-Class,E 300 Sport,SILVER,1,Yes,2.5,2026-08-27,AA
29,AA-0102,259945,2024,Chevrolet,Blazer,LT,BLACK,44882,Yes,3.7,2026-08-27,AA
26,AA-0111,259385,2016,GMC,Sierra 2500,2500HD Denali,BLACK,165330,Yes,2.2,2026-08-27,AA
26,AA-0114,259433,2016,Volvo,XC90,T6 Inscription,BLUE,108197,Yes,4.3,2026-08-27,AA
22,AA-0118,260243,2019,Ford,F150,Lariat,RED,75990,Yes,4.4,2026-08-27,AA
27,AA-0124,260196,2023,GMC,Sierra 1500,SLT,BLACK,94818,Yes,4.2,2026-08-27,AA
33,AA-0130,260272,2008,Mazda,CX-7,Sport,RED,129802,Yes,2.6,2026-08-27,AA
26,AA-0134,260273,2012,Volkswagen,Jetta,Sedan SE,GRAY,152697,Yes,3.0,2026-08-27,AA
22,AA-0137,260270,2012,Volkswagen,Passat,SE,WHITE,101930,Yes,4.0,2026-08-27,AA
26,AA-0153,259746,2023,Chevrolet,Malibu,LT,GRAY,48329,Yes,2.5,2026-08-27,AA
33,AA-0155,260120,2021,Jeep,Compass,80th Anniversary,RED,88476,Yes,1.8,2026-08-27,AA
27,AA-0159,260043,2018,BMW,3-Series,330i,SILVER,52836,Yes,3.0,2026-08-27,AA
30,AA-0174,259966,2014,Chrysler,200,Limited,SILVER,107053,Yes,2.7,2026-08-27,AA
36,AA-0175,260321,2017,Subaru,Legacy,Premium,RED,91362,Yes,1.7,2026-08-27,AA
33,AA-0179,260311,2013,Honda,Odyssey,EX-L,GRAY,63609,Yes,2.5,2026-08-27,AA
14,AA-0185,260249,2010,Mercedes-Benz,S Class,S 550,BLACK,127431,No,"",2026-08-27,AA
26,AA-0188,260240,2010,Dodge,Challenger,R/T Classic,YELLOW,96569,Yes,4.2,2026-08-27,AA
30,AA-0198,260261,2012,Hyundai,Sonata,GLS,WHITE,163566,Yes,1.8,2026-08-27,AA
27,AA-0207,260310,2012,Nissan,Rogue,S,WHITE,109903,Yes,3.4,2026-08-27,AA
26,AA-0214,260335,2017,Jeep,Cherokee,Limited,TAN,90643,Yes,"",2026-08-27,AA
24,AA-0221,260508,2021,Ford,Edge,SEL,GRAY,55927,Yes,4.1,2026-08-27,AA
