Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
40,A-008,64116,2023,Ford,Escape,ACTIVE,BLACK,88502,Yes,4.2,2026-07-28,A
21,A-033,33984,2016,Chevrolet,Trax,LT,RED,145879,No,"",2026-07-28,A
21,A-035,63628,2018,Mercedes-Benz,C-Class,"",BLACK,132107,Yes,"",2026-07-28,A
21,A-096,34823,2016,Ram,1500,Rebel,RED,95350,No,"",2026-07-28,A
21,A-102,63294,2015,Ford,F250SD,"",WHITE,41396,No,"",2026-07-28,A
54,A-112,63828,2017,Ford,F250SD,"",RED,137476,Yes,1.8,2026-07-28,A
28,B-118,33990,2019,Kia,Forte,LXS,GRAY,97079,Yes,"",2026-07-28,B
50,B-120,63409,2010,Nissan,Rogue,S,WHITE,148910,Yes,2.8,2026-07-28,B
21,C-091,64051,2014,Honda,Odyssey,EX-L,GRAY,135521,No,"",2026-07-28,C
21,C-095,63830,2018,Nissan,Sentra,SV,WHITE,160053,No,"",2026-07-28,C
21,C-097,34458,2014,BMW,X1,sDrive28i,BLACK,67296,No,"",2026-07-28,C
21,C-105,64087,2014,BMW,3-Series,328i,WHITE,175640,No,"",2026-07-28,C
52,D-014,63714,2023,Chevrolet,Traverse,LS,BLACK,48579,Yes,2.4,2026-07-28,D
36,D-021,64074,2019,Ford,F150,XLT,WHITE,93509,Yes,"",2026-07-28,D
48,D-055,34976,2015,Dodge,Charger,SXT,WHITE,146580,Yes,2.7,2026-07-28,D
21,D-062,35223,2019,Chevrolet,Tahoe,LT,GRAY,89051,Yes,3.5,2026-07-28,D
30,D-065,64115,2021,Chevrolet,Silverado 1500,RST,SILVER,122539,Yes,"",2026-07-28,D
41,D-073,35113,2024,GMC,Sierra 2500,2500HD AT4,WHITE,104185,Yes,3.7,2026-07-28,D
18,D-075,33979,2015,Ram,3500,TRADESMAN,WHITE,117180,Yes,"",2026-07-28,D
29,D-084,32669,2020,Volvo,XC60 POLESTAR,"",SILVER,129697,Yes,"",2026-07-28,D
6,X-005,63886,2005,Chrysler,Crossfire,LIMITED,BLACK,76800,No,"",2026-07-28,X
26,X-012,9891,2016,Jaguar,XF,35T PRESTIGE,BLACK,152797,Yes,"",2026-07-28,X
53,X-018,9553,2009,Chevrolet,Traverse,LT W/1LT,GRAY,148263,Yes,1.6,2026-07-28,X
35,X-023,64070,2013,Ford,Escape,SEL,GREEN,98993,Yes,2.5,2026-07-28,X
21,Z-013,63495,2016,Chevrolet,Traverse,LT,BLACK,157080,No,"",2026-07-28,Z
42,Z-014,35150,2017,Hyundai,Santa Fe Sport,2.4L,BLACK,103188,Yes,2.8,2026-07-28,Z
48,Z-021,64193,2020,Hyundai,Veloster,2.0 PREMIUM,BLACK,88483,Yes,2.7,2026-07-28,Z
50,Z-023,33001,2022,Subaru,Ascent,Limited,BLACK,77084,Yes,3.3,2026-07-28,Z
30,Z-045,34234,2014,BMW,7 SERIES 750I XDRIVE,"",WHITE,80673,Yes,2.4,2026-07-28,Z
47,Z-046,31461,2016,Cadillac,CTS,SEDAN,GRAY,76333,Yes,2.9,2026-07-28,Z
44,Z-051,64161,2015,Chevrolet,Impala,LTZ,GRAY,114007,Yes,3.4,2026-07-28,Z
