Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
40,A-005,66083,2020,GMC,Sierra 1500,SLT,BLACK,112233,Yes,4.3,2026-09-01,A
59,A-006,65688,2016,Nissan,Murano,SL,WHITE,48072,Yes,2.1,2026-09-01,A
21,A-007,33984,2016,Chevrolet,Trax,LT,RED,145879,No,"",2026-09-01,A
43,A-008.1,66350,2020,Chevrolet,Colorado,WORK TR,BLACK,110233,Yes,3.4,2026-09-01,A
20,A-015,66341,1997,BMW,Z3,"",WHITE,118141,No,"",2026-09-01,A
43,A-021,64615,2023,Ford,Edge,SEL,GRAY,83603,Yes,2.5,2026-09-01,A
54,A-022,65126,2020,Dodge,Challenger,R/T SCAT,BLUE,67271,Yes,2.2,2026-09-01,A
19,A-027,66319,2018,Mercedes-Benz,CLA,250 4MATIC,WHITE,95468,No,"",2026-09-01,A
19,A-031,66314,2019,Volkswagen,Atlas,3.6L V6 SEL R-,WHITE,98088,No,"",2026-09-01,A
21,A-035,66240,2019,Ford,Explorer,XLT,BLACK,160585,No,"",2026-09-01,A
20,A-037,66376,2016,Ram,2500,Tradesman,GRAY,148853,No,"",2026-09-01,A
21,A-042,65948,2019,Honda,Civic,HATCHBACK SPOR,BLACK,89742,No,"",2026-09-01,A
21,A-046,65104,2015,Chevrolet,Silverado 1500,LT,GREEN,145895,No,"",2026-09-01,A
30,A-049,66386,2025,Ford,Mustang,GT,GRAY,2070,Yes,5.0,2026-09-01,A
28,A-050,66387,2023,Chevrolet,Corvette,3LT,RED,4499,Yes,4.9,2026-09-01,A
29,A-052,66372,2024,GMC,Savana Cargo,VAN,WHITE,12840,Yes,3.5,2026-09-01,A
46,A-054,65938,2021,Nissan,Sentra,SR,GRAY,57617,Yes,2.2,2026-09-01,A
5,A-057,64636,2017,Chevrolet,Silverado 1500,HIGH,BLACK,76839,No,"",2026-09-01,A
21,A-065,66236,2017,Ford,Explorer,XLT,WHITE,115420,No,"",2026-09-01,A
5,A-067,66235,2008,Ford,F350SD,"",WHITE,113903,No,"",2026-09-01,A
21,A-079,65884,2018,Dodge,Journey,Crossroad,BLACK,80736,No,"",2026-09-01,A
37,A-082,65807,2018,Jeep,All-New Wrangler,"",SILVER,101059,Yes,4.4,2026-09-01,A
37,A-083,65811,2015,Jeep,Wrangler,UNLIMITED S,SILVER,107759,Yes,4.3,2026-09-01,A
52,A-092,63714,2023,Chevrolet,Traverse,LS,BLACK,48579,Yes,2.4,2026-09-01,A
39,A-093,64245,2025,GMC,Sierra 1500,SLT,BLACK,31263,Yes,4.2,2026-09-01,A
38,A-094,65317,2023,Jeep,Grand Cherokee L,SUM,BLUE,39394,Yes,4.6,2026-09-01,A
32,A-095,65319,2025,Honda,Accord,HYBRID SPORT-,RED,19615,Yes,4.8,2026-09-01,A
33,A-096,65321,2023,Jeep,Grand Cherokee,LIMIT,BLACK,48802,Yes,4.7,2026-09-01,A
21,A-097,65996,2023,Honda,Accord,SEDAN EX,BLACK,22147,No,"",2026-09-01,A
21,A-098,65300,2023,GMC,Terrain,Denali,BLACK,49554,No,"",2026-09-01,A
21,A-101,66431,2011,GMC,Sierra 2500,2500HD SLT,SILVER,273391,No,"",2026-09-01,A
42,A-104,35150,2017,Hyundai,Santa Fe Sport,2.4L,BLACK,103188,Yes,2.8,2026-09-01,A
21,A-105,63495,2016,Chevrolet,Traverse,LT,BLACK,157080,No,"",2026-09-01,A
21,A-107,65011,2015,Cadillac,ATS,SEDAN PREMIUM AW,BLACK,142188,No,"",2026-09-01,A
20,A-108,65043,2017,Chevrolet,Equinox,LT,GRAY,162217,No,"",2026-09-01,A
20,A-109,65720,2016,GMC,Canyon,SLE,BLACK,127073,No,"",2026-09-01,A
47,A-110,65520,2019,Cadillac,Escalade,ESV Premium,BLACK,114102,Yes,3.8,2026-09-01,A
21,A-112,65521,2014,Ford,F150,FX4,BLUE,134598,No,"",2026-09-01,A
21,A-114,65506,2020,Subaru,Forester,PREMIUM,SILVER,105116,No,"",2026-09-01,A
20,A-116,65885,1996,Chevrolet,Corvette,2DR CONVERT,WHITE,45201,No,"",2026-09-01,A
36,A-117,65831,2026,Toyota,Corolla,LE,BLACK,9584,Yes,4.4,2026-09-01,A
43,A-118,64969,2022,Chevrolet,Silverado 1500,CUSTO,BLACK,91579,Yes,4.3,2026-09-01,A
39,A-119,64960,2023,GMC,Sierra 1500,AT4,GRAY,79715,Yes,4.2,2026-09-01,A
40,A-120,64959,2022,Chevrolet,Silverado 1500,CUSTO,SILVER,71565,Yes,3.9,2026-09-01,A
21,A-121,66219,2016,Kia,Sorento,LX,GRAY,130784,No,"",2026-09-01,A
21,A-124,66222,2006,Honda,Accord,SDN LX,SILVER,143885,No,"",2026-09-01,A
21,A-126,63294,2015,Ford,F250SD,"",WHITE,41396,No,"",2026-09-01,A
21,A-127,65105,2016,Jeep,Patriot,Sport,BLACK,131499,No,"",2026-09-01,A
21,A-128,65498,2014,Ford,Fusion,SE,GRAY,173057,No,"",2026-09-01,A
47,A-135,31461,2016,Cadillac,CTS,SEDAN,GRAY,76333,Yes,2.9,2026-09-01,A
21,A-136,66176,2018,Kia,Optima,SX,RED,60316,No,"",2026-09-01,A
21,A-138,65075,2012,Ford,Fusion,SE,GRAY,237757,No,"",2026-09-01,A
21,A-140,34823,2016,Ram,1500,Rebel,RED,95350,No,"",2026-09-01,A
21,B-001,66126,2022,Toyota,Tundra,SR5,WHITE,147510,No,"",2026-09-01,B
21,B-065,66361,2009,Mazda,CX-9,GRAND TOURING,RED,177415,No,"",2026-09-01,B
35,B-081,66159,2014,Mercedes-Benz,E Class,E 350,SILVER,189349,Yes,3.6,2026-09-01,B
42,B-095,65985,2021,INFINITI,QX50,Luxe,SILVER,103069,Yes,3.5,2026-09-01,B
40,B-097,66120,2021,Ford,Ranger,XLT,WHITE,64033,Yes,3.6,2026-09-01,B
42,B-098,65711,2021,Ford,Edge,ST-LINE,GRAY,104792,Yes,4.6,2026-09-01,B
48,B-099,64193,2020,Hyundai,Veloster,2.0 PREMIUM,BLACK,88483,Yes,2.7,2026-09-01,B
50,B-100,33001,2022,Subaru,Ascent,Limited,BLACK,77084,Yes,3.3,2026-09-01,B
21,B-102,65993,2013,Nissan,Sentra,SL,WHITE,191909,No,"",2026-09-01,B
21,B-103,64847,2017,Audi,Q7,"",WHITE,140463,No,"",2026-09-01,B
21,B-104,65175,2012,Honda,Accord,SDN EX-L,SILVER,236325,No,"",2026-09-01,B
21,B-105,64852,2016,Nissan,Altima,2.5 SL,BLACK,161599,No,"",2026-09-01,B
21,B-106,64846,2015,Volkswagen,Passat,2.0L TDI SEL,WHITE,223511,No,"",2026-09-01,B
21,B-107,64854,2013,Audi,A7,"",GRAY,158962,No,"",2026-09-01,B
21,B-109,66095,2025,Honda,Civic,SEDAN SPORT,BLUE,9959,No,"",2026-09-01,B
51,B-110,64856,2020,Hyundai,Palisade,Limited,BLACK,85692,Yes,2.2,2026-09-01,B
39,B-111,64499,2018,Jeep,All-New Wrangler,"",GRAY,67246,Yes,4.0,2026-09-01,B
46,B-112,64910,2017,Nissan,Titan,S,WHITE,109914,Yes,3.0,2026-09-01,B
46,B-113,65945,2019,GMC,Yukon,Denali,BROWN,89840,Yes,2.6,2026-09-01,B
17,B-115,64967,2017,INFINITI,Q60,3.0T PREMIUM,BLACK,91889,No,"",2026-09-01,B
50,B-116,64914,2019,Ram,1500,Laramie,RED,68413,Yes,2.5,2026-09-01,B
52,B-117,65942,2018,Toyota,Tacoma,SR,WHITE,126441,Yes,2.3,2026-09-01,B
21,B-119,64501,2018,Nissan,Rogue Sport,SL,WHITE,74132,No,"",2026-09-01,B
57,B-120,64500,2017,GMC,Sierra 1500,Denali,WHITE,122527,Yes,3.5,2026-09-01,B
44,B-121,64498,2017,Lincoln,MKC,Reserve,WHITE,90684,Yes,3.8,2026-09-01,B
21,B-122,66307,2021,Chevrolet,Malibu,LS,WHITE,83991,No,"",2026-09-01,B
21,B-124,66303,2013,Honda,Accord,SDN SPORT,WHITE,240996,No,"",2026-09-01,B
21,B-130,66424,2016,Buick,Enclave,Leather,WHITE,147715,No,"",2026-09-01,B
19,B-132,66421,2016,INFINITI,Q70,4DR SDN V6,GRAY,131927,No,"",2026-09-01,B
46,C-002,66327,2020,Hyundai,Santa Fe,SEL,BLACK,106429,Yes,3.1,2026-09-01,C
43,C-005,65901,2017,Hyundai,Tucson,SE PLUS,BLUE,111265,Yes,3.1,2026-09-01,C
20,C-006,66329,2018,Hyundai,Tucson,SEL PLUS,BLACK,125007,No,"",2026-09-01,C
19,C-014,65968,2022,Kia,Telluride,S,SILVER,195554,No,"",2026-09-01,C
41,C-020,65898,2021,BMW,X2,XDrive28i,BLUE,78606,Yes,3.8,2026-09-01,C
19,C-029,66271,2013,Kia,Sorento,EX,WHITE,191184,No,"",2026-09-01,C
38,C-032,65742,2026,GMC,Sierra 1500,AT4X,BLACK,13887,Yes,5.0,2026-09-01,C
39,C-033,65743,2025,Honda,CR-V,HYBRID SPORT TO,WHITE,21521,Yes,4.6,2026-09-01,C
41,C-035,65744,2025,Chevrolet,Tahoe,Premier,BLACK,15447,Yes,4.3,2026-09-01,C
38,C-036,66415,2023,Genesis,G70,3.3T,SILVER,51412,Yes,3.8,2026-09-01,C
46,C-038,66416,2020,GMC,Terrain,SLE,WHITE,59931,Yes,2.7,2026-09-01,C
37,C-039,66417,2022,Jeep,Cherokee,Trailhawk,WHITE,35684,Yes,4.2,2026-09-01,C
41,C-044,65089,2020,Land Rover,Range Rover,HSE,BLACK,87412,Yes,3.9,2026-09-01,C
58,C-045,65986,2017,Nissan,Frontier,SV V6,BLACK,87735,Yes,2.5,2026-09-01,C
36,C-056,65334,2023,Ram,1500 DS,"",WHITE,95695,Yes,4.6,2026-09-01,C
32,C-064,65316,2019,Ford,T250 Vans,"",WHITE,81124,Yes,1.3,2026-09-01,C
36,C-068,65046,2020,Ram,1500 DS,"",WHITE,168139,Yes,1.8,2026-09-01,C
35,C-079,65941,2024,Chrysler,Pacifica,HYBRID SELE,WHITE,40186,Yes,4.2,2026-09-01,C
39,C-081,64911,2021,Volvo,S60,"",BLACK,63370,Yes,4.2,2026-09-01,C
48,C-083,64980,2018,Toyota,Tacoma,SR5 V6,BLACK,97104,Yes,2.8,2026-09-01,C
47,C-087,66218,2014,Honda,CR-V,EX-L,GRAY,190801,Yes,2.2,2026-09-01,C
30,C-097,34234,2014,BMW,7 SERIES 750I XDRIVE,"",WHITE,80673,Yes,2.4,2026-09-01,C
33,C-098,34940,2013,Buick,Encore,Convenience,BROWN,105984,Yes,3.5,2026-09-01,C
19,C-103,66322,2018,Jeep,Compass,Sport,RED,171800,No,"",2026-09-01,C
44,C-105,64161,2015,Chevrolet,Impala,LTZ,GRAY,114007,Yes,3.4,2026-09-01,C
44,C-107,65757,2014,Lexus,ES 350,4DR SDN,BEIGE,147486,Yes,3.9,2026-09-01,C
57,C-108,65879,2011,Lexus,GS 350,4DR SDN,SILVER,115375,Yes,1.8,2026-09-01,C
48,C-111,66158,2020,Jeep,Compass,ALTITUDE,SILVER,135869,Yes,2.6,2026-09-01,C
47,C-112,65881,2014,Chevrolet,Silverado 1500,LTZ,BLACK,119181,Yes,2.6,2026-09-01,C
21,C-114,66005,2017,Ford,Focus,SE,GOLD,141981,No,"",2026-09-01,C
21,C-115,66004,2016,Volvo,V60,T5 DRIVE-E PREMI,BLUE,152353,No,"",2026-09-01,C
21,C-116,66213,2017,Nissan,Titan XD,PLATINUM RE,BLACK,112286,No,"",2026-09-01,C
21,C-117,66167,2012,Ford,Focus,SE,WHITE,120992,No,"",2026-09-01,C
21,C-118,65741,2013,Chevrolet,Equinox,LT,GREEN,162114,No,"",2026-09-01,C
20,C-119,32275,2013,Nissan,Rogue,S,BLUE,173125,No,"",2026-09-01,C
21,C-120,66232,2015,Chevrolet,Traverse,LS,WHITE,161312,No,"",2026-09-01,C
21,C-121,66233,2018,Ford,Escape,SE,GRAY,147408,No,"",2026-09-01,C
21,C-123,65543,2020,Jeep,Compass,Sport,BLACK,172679,No,"",2026-09-01,C
21,C-126,66250,2019,Lincoln,Navigator,Reserve,BLACK,144522,No,"",2026-09-01,C
21,C-127,66239,2017,Mercedes-Benz,S-Class,"",BLUE,121434,No,"",2026-09-01,C
21,C-128,66280,2008,Ford,Taurus,SEL,BLUE,131280,No,"",2026-09-01,C
46,D-002,66407,2021,Mazda,CX-9,Grand Touring,RED,92191,Yes,2.8,2026-09-01,D
39,D-005,65933,2023,Toyota,Corolla,XSE,RED,106050,Yes,3.6,2026-09-01,D
47,D-005.1,66426,2019,Ford,F150,LARIAT,BLACK,129948,Yes,4.0,2026-09-01,D
19,D-006,66324,2020,Chevrolet,Silverado 2500,2500HD LTZ,BLACK,117555,No,"",2026-09-01,D
34,D-007,65963,2024,Mercedes-Benz,GLS,450 4MATIC,WHITE,21176,Yes,4.6,2026-09-01,D
33,D-010,65553,2023,Nissan,Rogue,SL,GRAY,19668,Yes,4.7,2026-09-01,D
39,D-014,65469,2024,INFINITI,QX50,Sport,GRAY,38994,Yes,4.8,2026-09-01,D
45,D-016,65803,2020,Audi,Q5,PREMIUM,BLACK,83964,Yes,3.5,2026-09-01,D
50,D-020,66203,2023,Jeep,Grand Cherokee L,LIM,SILVER,41174,Yes,3.1,2026-09-01,D
46,D-023,66202,2016,Chevrolet,Traverse,LT,BLUE,127334,Yes,3.6,2026-09-01,D
41,D-024,66217,2020,Ford,F150,XLT,BLUE,125055,Yes,3.6,2026-09-01,D
50,D-026,66141,2020,Toyota,Tundra,SR5,BLACK,178002,Yes,3.3,2026-09-01,D
36,D-028,66146,2019,GMC,Yukon XL,DENALI,WHITE,114883,Yes,4.3,2026-09-01,D
43,D-029,66156,2019,Ford,F150,XL,WHITE,96113,Yes,3.9,2026-09-01,D
26,D-030,65980,2021,Ram,2500 ProMaster Vans,"",WHITE,64445,Yes,3.8,2026-09-01,D
42,D-032,66012,2016,Jeep,Patriot,HIGH ALTITUD,GRAY,117372,Yes,3.6,2026-09-01,D
49,D-034,66010,2007,Jeep,Grand Cherokee,LARED,BLACK,133127,Yes,"",2026-09-01,D
43,D-036,66003,2015,BMW,X5,XDrive35i,BLACK,87015,Yes,3.6,2026-09-01,D
41,D-038,66189,2015,Ford,F150,LARIAT,WHITE,177326,Yes,4.4,2026-09-01,D
18,D-040,66160,2011,Chevrolet,Equinox,LS,WHITE,155400,Yes,"",2026-09-01,D
9,D-042,65760,2014,Nissan,NV SV,"",WHITE,288154,No,"",2026-09-01,D
36,D-043,66112,2020,Chevrolet,Silverado 1500,RST,WHITE,116951,Yes,4.4,2026-09-01,D
48,D-045,66001,2018,GMC,Sierra 1500,SLT,BLACK,186810,Yes,3.1,2026-09-01,D
22,D-048,66025,2007,Toyota,Sequoia,SR5,WHITE,284831,No,"",2026-09-01,D
18,D-052,66051,2011,Mitsubishi,CANTER NULL,"",WHITE,137273,Yes,"",2026-09-01,D
21,D-054,66187,2014,Ram,2500,SLT,WHITE,220176,No,"",2026-09-01,D
47,D-058,66199,2017,Ford,Explorer,Sport,GRAY,156949,Yes,3.0,2026-09-01,D
33,D-060,66206,2018,Jeep,All-New Wrangler,"",BLUE,115106,Yes,4.5,2026-09-01,D
30,D-063,66288,2016,Ram,1500,EXPRESS,BLACK,116929,Yes,"",2026-09-01,D
43,D-064,66204,2015,Chevrolet,Tahoe,LT,BROWN,174431,Yes,3.7,2026-09-01,D
43,D-066,66310,2020,Ram,Promaster City,CARGO,WHITE,165887,Yes,4.0,2026-09-01,D
19,D-068,66277,2015,Chevrolet,Traverse,LT,BLACK,150574,No,"",2026-09-01,D
45,D-070,66343,2018,Chevrolet,Trax,LT,GRAY,85888,Yes,3.9,2026-09-01,D
