Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
16,A-0022,94358,2019,Jeep,Cherokee,Limited,BLACK,99876,No,"",2026-08-26,A
16,A-0028,94445,2022,Nissan,Rogue,Platinum,GRAY,99377,No,"",2026-08-26,A
15,A-0032,94623,2016,Ford,F150,King Ranch,BLACK,215973,No,"",2026-08-26,A
16,A-0053,95241,2020,Jeep,Wrangler,Unlimited Sport Altitude,WHITE,94969,No,"",2026-08-26,A
16,A-0077,89222,2019,Volkswagen,Tiguan,S,WHITE,79991,No,"",2026-08-26,A
19,A-0079,94911,2005,Volkswagen,Touareg,4dr V6,BLACK,100758,No,"",2026-08-26,A
16,A-0100,95557,2025,Toyota,Corolla,LE,BLUE,14094,No,"",2026-08-26,A
18,A-0122,95674,2023,Toyota,GR Corolla,Core,BLACK,19936,Yes,4.7,2026-08-26,A
16,A-0128,95769,2022,Ford,F150,XLT,BLACK,123420,No,"",2026-08-26,A
16,A-0134,95789,2017,Volkswagen,Tiguan,Sport,WHITE,80441,No,"",2026-08-26,A
16,A-0137,95796,2018,Chevrolet,Silverado 1500,LT,WHITE,140360,No,"",2026-08-26,A
17,A-0152,95845,2009,Chevrolet,Traverse,LT w/1LT,BROWN,80603,No,"",2026-08-26,A
17,A-0166,95896,2007,Ford,Expedition,Limited,WHITE,200677,No,"",2026-08-26,A
17,A-0203,91822,2012,Mazda,Mazda3,i Sport,GRAY,188591,No,"",2026-08-26,A
16,A-0204,90939,2012,Mazda,Mazda3,s Touring,WHITE,137895,No,"",2026-08-26,A
20,A-0205,94979,2008,Chevrolet,Equinox,LT,RED,94945,No,"",2026-08-26,A
17,A-0211,95434,2020,Honda,Pilot,EX-L w/Navi & RES,GRAY,62438,No,"",2026-08-26,A
19,A-0214,95854,2012,Chevrolet,Malibu,LT w/1LT,GRAY,164608,No,"",2026-08-26,A
15,A-0215,95861,2022,Audi,Q5 S-Line,S line Premium Plus,BLACK,61203,No,"",2026-08-26,A
16,A-0217,94313,2015,Audi,A3,1.8T Premium,GRAY,104984,No,"",2026-08-26,A
19,A-0218,93086,2017,Chrysler,Pacifica,Touring-L,SILVER,187405,No,"",2026-08-26,A
19,A-0219,93554,2018,Ford,Edge,Titanium,GRAY,136101,No,"",2026-08-26,A
16,A-0220,87337,2009,INFINITI,FX35,4dr,BLACK,234204,No,"",2026-08-26,A
18,B-0003,93169,2025,Subaru,Ascent,Touring,BLUE,13697,Yes,"",2026-08-26,B
17,B-0007,93974,2022,Kia,Telluride,EX,SILVER,117830,Yes,3.7,2026-08-26,B
15,B-0016,94394,2016,Chevrolet,Colorado,LT,BLACK,109898,Yes,3.6,2026-08-26,B
18,B-0024,94401,2024,Volkswagen,Atlas,2.0T SE w/Technology,SILVER,122192,Yes,3.5,2026-08-26,B
17,B-0028,94933,2020,Ford,Expedition Max,Limited MAX,BLACK,154764,No,"",2026-08-26,B
16,B-0029,95336,2014,Jeep,Wrangler,Unlimited Sport,BLACK,140403,No,"",2026-08-26,B
16,B-0033,95892,2017,Ford,F150,Raptor,BLACK,83854,No,"",2026-08-26,B
15,B-0048,95604,2024,Subaru,Outback,Onyx Edition,SILVER,35651,Yes,4.4,2026-08-26,B
16,B-0074,95626,2012,Dodge,Avenger,SXT,WHITE,144260,No,"",2026-08-26,B
18,B-0082,95051,2015,Ford,Fiesta,SE,WHITE,131805,No,"",2026-08-26,B
16,B-0091,95035,2008,Nissan,Pathfinder,SE,WHITE,196128,No,"",2026-08-26,B
20,B-0134,95640,2020,Toyota,Highlander,Limited,SILVER,96762,Yes,4.6,2026-08-26,B
21,B-0143,95047,2016,Hyundai,Elantra,Value Edition,WHITE,99542,Yes,2.9,2026-08-26,B
16,B-0145,94086,2015,Nissan,Rogue,SL,SILVER,58391,No,"",2026-08-26,B
16,B-0147,89957,2008,BMW,X3,3.0si,BLACK,131191,No,"",2026-08-26,B
15,B-0180,95866,2010,Hyundai,Elantra,GLS,BLUE,191953,No,"",2026-08-26,B
16,B-0183,95872,2015,Nissan,Altima,2.5 S,WHITE,211692,No,"",2026-08-26,B
16,B-0185,95907,2012,Nissan,Rogue,S,SILVER,120946,No,"",2026-08-26,B
16,B-0195,95760,2017,Mini,Cooper Clubman,Cooper S,RED,89791,No,"",2026-08-26,B
21,B-0201,95815,2020,Ford,Explorer,XLT,RED,84420,Yes,4.2,2026-08-26,B
21,B-0202,95816,2013,INFINITI,JX,JX35 4dr,BLACK,153712,No,"",2026-08-26,B
17,B-0210,91907,2018,Jeep,Compass,Limited,RED,140452,Yes,4.3,2026-08-26,B
29,B-0213,95089,2016,Dodge,Grand Caravan,SE,BLACK,142501,Yes,2.5,2026-08-26,B
20,B-0214,92967,2008,Mercedes-Benz,S Class,5.5L V8,BLACK,236016,No,"",2026-08-26,B
20,B-0215,94387,2007,Nissan,Frontier,SE,RED,172985,Yes,2.6,2026-08-26,B
16,B-0218,95360,2002,Ford,Escape,XLT Choice,BLACK,221365,No,"",2026-08-26,B
16,B-0222,94533,2021,Nissan,Versa,SR,RED,118716,No,"",2026-08-26,B
16,B-0228,94917,2014,Nissan,Versa Note,SV,GRAY,109646,No,"",2026-08-26,B
17,B-0230,95899,2022,Ford,Explorer,Timberline,GREEN,76043,No,"",2026-08-26,B
15,B-0232,95761,2016,Ford,T250 Vans,"T-250 130"" Low Rf 9000 GVWR Swing-Out RH",WHITE,233558,No,"",2026-08-26,B
16,B-0234,95362,2019,Toyota,RAV4,LE,RED,135293,No,"",2026-08-26,B
16,B-0235,95367,2009,Toyota,Camry,Hybrid 4dr Sdn (Natl),WHITE,151825,No,"",2026-08-26,B
16,B-0236,92781,2015,Jeep,Cherokee,Limited,BLACK,151793,No,"",2026-08-26,B
18,B-0242,94701,2011,Chrysler,Town & Country,Touring-L,SILVER,117608,No,"",2026-08-26,B
16,B-0244,95828,2019,Chevrolet,Silverado 1500,LT,RED,136119,No,"",2026-08-26,B
17,BX-0002,95546,2024,Subaru,Outback,Premium,BLACK,41799,Yes,4.0,2026-08-26,BX
17,BX-0008,95803,2024,Subaru,Crosstrek,Sport,GRAY,96265,Yes,4.5,2026-08-26,BX
16,C-0010,95808,2026,Toyota,Tacoma,Hybrid Trailhunter,BLACK,4390,Yes,4.8,2026-08-26,C
16,C-0021,93476,2026,GMC,Sierra 1500,SLT,BLACK,22282,No,"",2026-08-26,C
20,C-0025,95661,2021,Buick,Encore GX,Essence,RED,71661,Yes,4.1,2026-08-26,C
16,C-0031,95143,2023,Kia,Sorento,SX,WHITE,33159,Yes,5.0,2026-08-26,C
27,C-0038,95884,2023,Chevrolet,Trailblazer,LS,GRAY,53310,Yes,2.6,2026-08-26,C
16,C-0058,95650,2019,GMC,Sierra 2500,"2500HD Double Cab 158.1""",WHITE,126842,No,"",2026-08-26,C
16,C-0064,93712,2013,Mercedes-Benz,GLK Class,GLK 350,BLACK,112857,No,"",2026-08-26,C
