Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
42,A-290,556879,2019,Mercedes-Benz,A-Class,"",WHITE,71633,Yes,3.0,2026-07-24,A
37,B-285,556570,2024,Ford,F350SD,"",BLACK,50697,Yes,4.2,2026-07-24,B
32,B-304,557031,2020,Toyota,Tacoma,SR,SILVER,73120,Yes,4.4,2026-07-24,B
40,B-310,553851,2011,Mitsubishi,Endeavor,LS,SILVER,203582,Yes,3.1,2026-07-24,B
35,C-026,550831,2019,Ram,1500,BIG HORN/LONE S,RED,70674,Yes,4.3,2026-07-24,C
38,C-286,556220,2022,Nissan,Rogue,SV,BLUE,37734,Yes,4.1,2026-07-24,C
23,C-304,556584,2006,Dodge,Ram 1500,SLT,RED,203518,No,"",2026-07-24,C
41,D-071,552585,2017,Ford,F150,XLT,WHITE,179572,Yes,3.0,2026-07-24,D
48,D-124,555643,2006,Ford,F350SD,"",BLACK,166089,Yes,3.0,2026-07-24,D
22,F-101,554376,2020,Chevrolet,Silverado 1500,RST,BLACK,104670,No,"",2026-07-24,F
37,F-164,556294,2024,Chevrolet,Malibu,LT,GRAY,40011,Yes,3.0,2026-07-24,F
22,F-166,556239,2007,Chevrolet,Silverado 2500,2500HD LTZ,BROWN,163124,No,"",2026-07-24,F
41,F-183,556319,2018,Ford,Expedition,Limited,BLACK,101885,Yes,3.9,2026-07-24,F
36,F-216,555869,2022,Honda,Odyssey,Elite,GRAY,38134,Yes,3.8,2026-07-24,F
35,F-223,555996,2021,Land Rover,Range Rover Velar,S,GRAY,46983,Yes,4.2,2026-07-24,F
8,F-286,552107,2016,Ford,E-350 CUTAWAY E-350,"",WHITE,115498,No,"",2026-07-24,F
23,F-293,556243,2014,Ram,2500,Tradesman,WHITE,124901,No,"",2026-07-24,F
10,X-078,539096,2023,Jeep,Grand Cherokee,SUMMI,SILVER,1,No,"",2026-07-24,X
