Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
15,B-0033,354161,2020,Ram,2500,Tradesman,WHITE,105083,No,"",2026-08-04,B
15,B-0061,353745,2006,Subaru,B9 Tribeca,5-Pass Ltd,SILVER,195975,No,"",2026-08-04,B
16,B-0062,353746,2013,GMC,Terrain,SLE,BLUE,149598,No,"",2026-08-04,B
15,B-0066,354028,2021,Jeep,Grand Cherokee,Trailhawk,BLUE,79064,No,"",2026-08-04,B
15,B-0068,353939,2013,Volkswagen,Tiguan,S w/Sunroof,BLACK,114585,No,"",2026-08-04,B
49,FB-0002,352406,2018,Hyundai,Elantra,Value Edition,RED,124265,Yes,2.0,2026-08-04,FB
24,FB-0013,354016,2025,GMC,Sierra 2500,2500HD AT4,WHITE,18931,Yes,4.3,2026-08-04,FB
15,FC-0037,353910,2018,Ford,Expedition,XL,WHITE,120887,No,"",2026-08-04,FC
32,FC-0054,352669,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,14886,Yes,4.0,2026-08-04,FC
32,FC-0055,352674,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,17884,Yes,4.0,2026-08-04,FC
35,FC-0056,351883,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,20187,Yes,4.0,2026-08-04,FC
31,FC-0057,352020,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,30013,Yes,3.7,2026-08-04,FC
16,VS-0001,354116,2013,Chevrolet,Cruze,1LT,GOLD,107678,No,"",2026-08-04,VS
15,VS-0002,353374,2016,Hyundai,Elantra,Limited,WHITE,126259,No,"",2026-08-04,VS
15,VS-0003,353751,2004,Toyota,RAV4,4dr Auto (Natl),GRAY,211198,No,"",2026-08-04,VS
15,VS-0004,353752,2015,Kia,Optima,Hybrid 4dr Sdn,WHITE,163327,No,"",2026-08-04,VS
15,VS-0005,351209,2012,Mini,Cooper,Convertible 2dr,RED,154178,No,"",2026-08-04,VS
44,VS-0100,349368,2017,Chrysler,200,Limited Platinum,WHITE,162410,Yes,1.0,2026-08-04,VS
40,VS-0101,351205,2014,Nissan,Altima,2.5 SV,SILVER,173744,Yes,1.0,2026-08-04,VS
48,VS-0102,351588,2016,Chrysler,200,Limited Platinum,BLACK,208566,Yes,1.0,2026-08-04,VS
