Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
14,YO-0001,1181201,2019,Toyota,Corolla,LE,SILVER,138783,No,"",2026-08-13,YO
13,YO-0002,1185423,2016,Kia,Soul,+,GRAY,155006,No,"",2026-08-13,YO
13,YO-0003,1185425,2019,Lincoln,Nautilus,Select,WHITE,94032,No,"",2026-08-13,YO
13,YO-0004,1185427,2016,Hyundai,Sonata,2.4L Limited,BLUE,128909,No,"",2026-08-13,YO
13,YO-0005,1185431,2022,Toyota,Prius,LE,BLACK,103965,No,"",2026-08-13,YO
12,YO-0006,1185441,2014,Dodge,Charger,SXT 100th Anniversary,GRAY,210480,No,"",2026-08-13,YO
12,YO-0007,1185446,2013,Jeep,Compass,Limited,BURGUNDY,151218,No,"",2026-08-13,YO
12,YO-0008,1185448,2011,Toyota,Camry,LE,BLACK,210252,No,"",2026-08-13,YO
16,YO-0009,1185509,2012,Toyota,Sienna,XLE V6 8 Passenger,GREEN,232518,No,"",2026-08-13,YO
0,YO-0010,1185443,2019,Hyundai,Kona,SEL,GRAY,92189,No,"",2026-08-13,YO
13,YO-0011,1183485,2014,Hyundai,Elantra,SE,BLACK,183896,No,"",2026-08-13,YO
15,YO-0012,1185420,2012,Jeep,Wrangler,Unlimited Rubicon,BLACK,116664,No,"",2026-08-13,YO
14,YO-0013,1181897,2017,Chevrolet,G3500 Vans,LS,WHITE,140333,No,"",2026-08-13,YO
13,YO-0014,1185635,2016,GMC,Canyon,Base,WHITE,82538,No,"",2026-08-13,YO
16,YO-0024,1185482,2016,GMC,Acadia,Denali,WHITE,214533,No,"",2026-08-13,YO
12,YO-0026,1185484,2018,GMC,Yukon,SLT,SILVER,164287,No,"",2026-08-13,YO
15,YO-0027,1185485,2008,Honda,Civic,Sdn LX,GOLD,146617,No,"",2026-08-13,YO
15,YO-0028,1185486,2015,Nissan,JUKE,SL,RED,171766,No,"",2026-08-13,YO
15,YO-0029,1185487,2019,Nissan,Titan XD,PRO-4X,WHITE,81881,No,"",2026-08-13,YO
13,YO-0030,1185488,2020,Lincoln,Navigator,Standard,RED,138617,No,"",2026-08-13,YO
12,YO-0031,1185489,2006,Chevrolet,HHR,LT,RED,133585,No,"",2026-08-13,YO
16,YO-0032,1185490,2004,Chevrolet,Suburban,LS,BLUE,279490,No,"",2026-08-13,YO
15,YO-0033,1182414,2018,Nissan,Kicks,SV,WHITE,135779,No,"",2026-08-13,YO
13,YO-0034,1185494,2018,Toyota,Camry,SE,BLACK,103462,No,"",2026-08-13,YO
15,YO-0035,1185495,2015,Nissan,Altima,3.5 SL,WHITE,240816,No,"",2026-08-13,YO
12,YO-0036,1185496,2012,Mitsubishi,Lancer,ES,BLACK,153112,No,"",2026-08-13,YO
