Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
37,F-001,170223,2024,INFINITI,Q50,Luxe,BLUE,16097,Yes,4.2,2026-08-27,F
36,F-002,174191,2022,Mercedes-Benz,E-Class,"",WHITE,38390,Yes,3.4,2026-08-27,F
58,F-004,173396,2015,Dodge,Durango,Limited,GRAY,146705,Yes,1.3,2026-08-27,F
42,F-006,170587,2017,Honda,Accord,SEDAN LX,WHITE,95199,Yes,2.0,2026-08-27,F
46,F-008,174106,2018,Chevrolet,Cruze,LT,GRAY,100706,Yes,1.7,2026-08-27,F
77,F-012,174838,2016,Nissan,Maxima,3.5 PLATINUM,WHITE,122836,Yes,1.3,2026-08-27,F
43,F-016,171174,2018,Acura,TLX,2.4L,WHITE,125357,Yes,1.3,2026-08-27,F
44,F-020,174840,2016,Nissan,Murano,S,BROWN,153180,Yes,1.7,2026-08-27,F
43,F-021,173835,2011,Toyota,Camry,LE,WHITE,165384,Yes,1.3,2026-08-27,F
31,F-030,179130,2016,Mercedes-Benz,Sprinter 2500,NORMAL,WHITE,187536,Yes,2.6,2026-08-27,F
51,F-035,90274,2023,INFINITI,QX50,Autograph,WHITE,5136,Yes,2.4,2026-08-27,F
54,F-044,171541,2002,Toyota,4Runner,SR5 V6,SILVER,212058,Yes,1.3,2026-08-27,F
37,F-050,170524,2023,Honda,Accord,SEDAN LX,SILVER,76438,Yes,4.0,2026-08-27,F
38,F-055,175659,2020,Nissan,Pathfinder,SL,GRAY,89114,Yes,2.0,2026-08-27,F
47,F-064,174925,2010,Honda,CR-V,LX,SILVER,116611,Yes,1.3,2026-08-27,F
47,F-065,176655,2006,Nissan,350Z,2DR CPE MANUAL,BLACK,126804,Yes,1.3,2026-08-27,F
47,F-067,176904,2017,Ford,C-Max,HYBRID SE,GRAY,151647,Yes,1.9,2026-08-27,F
65,F-068,171879,2017,Mazda,MAZDA6 TOURING,"",GRAY,133002,Yes,1.3,2026-08-27,F
38,F-069,168466,2012,Volkswagen,Touareg,SPORT,WHITE,129938,Yes,3.0,2026-08-27,F
57,F-100,163713,2014,Jeep,Cherokee,Limited,WHITE,121322,Yes,0.0,2026-08-27,F
48,F-109,152627,2017,Chevrolet,Traverse,LS,WHITE,999999,Yes,1.7,2026-08-27,F
58,F-112,150676,2012,Toyota,Camry,LE,SILVER,112824,Yes,1.8,2026-08-27,F
24,T-001,165438,2023,Toyota,Highlander,XLE,BLUE,35627,Yes,"",2026-08-27,T
33,T-002,84576,2025,Cadillac,Escalade IQ,Sport 2,SILVER,11293,Yes,4.9,2026-08-27,T
