Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
35,A-014,557292,2016,Kia,Optima,EX,GRAY,99906,Yes,4.5,2026-07-31,A
42,A-298,556879,2019,Mercedes-Benz,A-Class,"",WHITE,71633,Yes,3.0,2026-07-31,A
30,B-166.6,554732,2026,Ram,1500,LIMITED,WHITE,31,Yes,5.0,2026-07-31,B
22,B-168,557799,2018,Volkswagen,Atlas,3.6L V6 SEL,GRAY,114628,No,"",2026-07-31,B
38,B-285,558227,2024,Ford,F350SD,"",GRAY,84546,Yes,3.0,2026-07-31,B
37,B-291,556570,2024,Ford,F350SD,"",BLACK,50697,Yes,4.2,2026-07-31,B
32,B-306,557031,2020,Toyota,Tacoma,SR,SILVER,73120,Yes,4.4,2026-07-31,B
40,B-314,553851,2011,Mitsubishi,Endeavor,LS,SILVER,203582,Yes,3.1,2026-07-31,B
35,C-035,550831,2019,Ram,1500,BIG HORN/LONE S,RED,70674,Yes,4.3,2026-07-31,C
38,C-133,557305,2018,Toyota,Camry,HYBRID SE,GRAY,172987,Yes,4.1,2026-07-31,C
38,C-213,558240,2021,Kia,Sorento,S,GRAY,69473,Yes,4.2,2026-07-31,C
23,C-288,556584,2006,Dodge,Ram 1500,SLT,RED,203518,No,"",2026-07-31,C
48,D-061,555643,2006,Ford,F350SD,"",BLACK,166089,Yes,3.0,2026-07-31,D
41,D-076,552585,2017,Ford,F150,XLT,WHITE,179572,Yes,3.0,2026-07-31,D
39,D-184,558509,2011,Mercedes-Benz,SL Class,SL 550,BLACK,82761,Yes,3.3,2026-07-31,D
35,E-224,558277,2024,Kia,Telluride,SX,WHITE,27631,Yes,4.7,2026-07-31,E
22,F-022,557667,2019,Ford,F150,XLT,RED,132152,No,"",2026-07-31,F
22,F-102,554376,2020,Chevrolet,Silverado 1500,RST,BLACK,104670,No,"",2026-07-31,F
41,F-169,556319,2018,Ford,Expedition,Limited,BLACK,101885,Yes,3.9,2026-07-31,F
22,F-177,556239,2007,Chevrolet,Silverado 2500,2500HD LTZ,BROWN,163124,No,"",2026-07-31,F
37,F-182,556294,2024,Chevrolet,Malibu,LT,GRAY,40011,Yes,3.0,2026-07-31,F
32,F-200,557375,1987,BOSTON WHALER,MONTAUK,"",WHITE,1,Yes,"",2026-07-31,F
36,F-227,555869,2022,Honda,Odyssey,Elite,GRAY,38134,Yes,3.8,2026-07-31,F
35,F-230,555996,2021,Land Rover,Range Rover Velar,S,GRAY,46983,Yes,4.2,2026-07-31,F
45,F-259,557759,2019,Acura,MDX,W/TECHNOLOGY PKG,WHITE,96673,Yes,3.0,2026-07-31,F
23,F-315,556243,2014,Ram,2500,Tradesman,WHITE,124901,No,"",2026-07-31,F
8,F-318,552107,2016,Ford,E-350 CUTAWAY E-350,"",WHITE,115498,No,"",2026-07-31,F
40,X-018,556328,2022,Ford,F350SD,"",WHITE,290216,Yes,0.5,2026-07-31,X
10,X-091,539096,2023,Jeep,Grand Cherokee,SUMMI,SILVER,1,No,"",2026-07-31,X
42,X-106,534690,2020,Land Rover,Range Rover Sport,HS,BLACK,74713,Yes,4.0,2026-07-31,X
