Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
21,A-0001,28774,2024,Cadillac,Lyriq,Tech,BLACK,21448,Yes,4.2,2026-08-26,A
35,A-0002,29194,2017,Cadillac,Escalade,ESV Premium Luxury,BLACK,107163,Yes,3.1,2026-08-26,A
15,A-0029,28945,2019,Lincoln,MKZ,Hybrid Standard,BLACK,207994,Yes,"",2026-08-26,A
14,A-0038,732336,2004,Cadillac,XLR,2dr Convertible,TAN,51259,Yes,"",2026-08-26,A
26,A-0049,728120,2014,Audi,S8,4dr Sdn,GRAY,62206,Yes,3.7,2026-08-26,A
15,A-0051,29610,2019,Kia,Sedona,EX,RED,99785,Yes,"",2026-08-26,A
14,A-0052,29609,2017,Mercedes-Benz,Sprinter 3500,3500XD High Roof V6,WHITE,181663,Yes,"",2026-08-26,A
15,B-0031,29188,2021,Chevrolet,Colorado,Work Truck,GRAY,79071,Yes,"",2026-08-26,B
15,B-0032,29590,2022,Genesis,G70,3.3T,WHITE,193683,Yes,"",2026-08-26,B
15,B-0053,28787,2018,Dodge,Challenger,R/T Shaker,ORANGE,121661,Yes,"",2026-08-26,B
15,B-0055,28779,2020,GMC,Sierra 1500,"Double Cab 147""",NO COLOR,106554,Yes,"",2026-08-26,B
15,B-0056,28769,2022,Mazda,CX-5,2.5 S Premium Package,RED,91710,Yes,"",2026-08-26,B
14,B-0074,29616,1999,Dodge,Ram 1500,"4dr Quad Cab 155"" WB",WHITE,214919,Yes,"",2026-08-26,B
15,B-0076,29605,2007,Nissan,Pathfinder,SE,SILVER,162859,Yes,"",2026-08-26,B
15,B-0077,29607,2015,BMW,4-Series,435i,WHITE,139271,Yes,"",2026-08-26,B
15,B-0079,732370,2012,Hyundai,Elantra,Limited,GRAY,163029,Yes,"",2026-08-26,B
15,B-0081,29592,2017,Hyundai,Sonata,SE,BLACK,114558,Yes,"",2026-08-26,B
16,BT-0001,730069,2000,Four Wings,Horizon,180ls,WHITE,1,No,"",2026-08-26,BT
21,C-0004,730288,2024,Mitsubishi,Mirage G4,ES,RED,18956,Yes,3.8,2026-08-26,C
22,C-0010,731571,2022,Kia,Soul,LX,GRAY,120875,Yes,3.4,2026-08-26,C
31,C-0018,27720,2016,Volkswagen,CC,Sport,BROWN,117954,Yes,2.6,2026-08-26,C
29,C-0021,731377,2020,Ford,T150 Vans,"T-150 130"" Low Rf 8670 GVWR",WHITE,73279,Yes,2.8,2026-08-26,C
17,C-0033,27345,2003,Chevrolet,Malibu,4dr Sdn,GOLD,79476,Yes,"",2026-08-26,C
17,C-0036,29110,2001,Volkswagen,New Beetle,GLS,SILVER,84464,Yes,"",2026-08-26,C
15,C-0038,29139,2006,Cadillac,DTS,w/1SC,BLUE,154176,Yes,"",2026-08-26,C
18,C-0040,28633,2025,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,9193,Yes,4.5,2026-08-26,C
16,C-0041,731337,2025,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,9456,Yes,4.9,2026-08-26,C
22,C-0042,28451,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,12341,Yes,4.0,2026-08-26,C
22,C-0043,28453,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13253,Yes,3.6,2026-08-26,C
