Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
30,A-039,178780,2025,Ford,Explorer,ST-Line,BLACK,37632,Yes,4.6,2026-08-26,A
26,A-041,178805,2025,Land Rover,Range Rover Sport,"",BLACK,29797,Yes,4.6,2026-08-26,A
23,A-043,179857,2011,Mercedes-Benz,E Class,E 550,WHITE,101138,Yes,"",2026-08-26,A
31,A-045,178806,2025,Dodge,Durango,GT,RED,30827,Yes,4.3,2026-08-26,A
29,A-046,178065,2024,Land Rover,Range Rover,"",BLACK,33321,Yes,4.7,2026-08-26,A
34,A-129,176785,2025,Toyota,Tundra,SR5,GRAY,4491,Yes,4.5,2026-08-26,A
34,A-143,177690,2020,GMC,Sierra 1500,DENALI,BLACK,80159,Yes,4.0,2026-08-26,A
31,A-145,179049,2024,Cadillac,XT4,Sport,BLACK,29408,Yes,4.1,2026-08-26,A
28,A-146,179050,2020,Ford,Escape,Titanium,GRAY,74284,Yes,"",2026-08-26,A
30,A-173,178193,2021,Mercedes-Benz,GLE,580 4MATIC,BLACK,68475,Yes,4.5,2026-08-26,A
25,A-230.2,179906,2024,Kia,Forte,GT-Line,BLACK,53503,Yes,"",2026-08-26,A
32,A-236,178945,2024,Subaru,Outback,Onyx Edition,SILVER,30888,Yes,3.7,2026-08-26,A
27,A-242,179876,2024,Subaru,Crosstrek,Premium,GRAY,10700,Yes,4.5,2026-08-26,A
24,A-273,179562,2016,Jeep,Grand Cherokee,LIMIT,SILVER,201119,Yes,"",2026-08-26,A
26,A-277,179182,2024,Mazda,CX-5,2.5 S PREMIUM P,BLUE,13937,Yes,4.9,2026-08-26,A
27,A-280,179234,2025,Mazda,CX-5,2.5 S PREFERRED,TAN,12461,Yes,4.8,2026-08-26,A
25,A-301,178423,2025,Kia,Telluride,EX X-LINE,WHITE,33159,Yes,"",2026-08-26,A
31,A-303,178426,2026,Cadillac,Escalade,PLATINU,BLACK,2307,Yes,4.8,2026-08-26,A
