Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
13,A-0048,1183334,2019,Acura,MDX,w/Technology Pkg,WHITE,74052,No,"",2026-07-24,A,19000.0
12,E-0252,1183869,2016,Acura,MDX,SH-AWD 4dr AWD,WHITE,188138,No,"",2026-07-24,E,4200.0
12,E-0250,1183721,2015,Acura,MDX,Tech Pkg,WHITE,199628,No,"",2026-07-24,E,5400.0
12,E-0109,1183018,2014,Acura,MDX,Tech/Entertainment Pkg,BLACK,168057,No,"",2026-07-24,E,5200.0
16,SB-0141,1182757,2008,Acura,MDX,Sport/Pwr Tail Gate,WHITE,182035,No,"",2026-07-24,SB,700.0
14,A-0004,1184049,2007,Acura,MDX,Tech Pkg,WHITE,212079,No,"",2026-07-24,A,2300.0
12,E-0082,1183535,2016,Acura,RDX,Tech Pkg,SILVER,48355,No,"",2026-07-24,E,12500.0
13,E-0175,1183631,2014,Acura,RDX,4dr,RED,155330,No,"",2026-07-24,E,7300.0
13,E-0251,1183722,2012,Acura,TL,Auto,SILVER,212739,No,"",2026-07-24,E,2000.0
13,SB-0034,1183210,2009,Acura,TL,4dr Sdn,GRAY,218530,No,"",2026-07-24,SB,3000.0
13,E-0249,1183720,2021,Acura,TLX,Type S,WHITE,121093,No,"",2026-07-24,E,26200.0
15,E-0220,1183866,2014,Audi,A4,Premium Plus,GRAY,105903,No,"",2026-07-24,E,6000.0
15,E-0223,1183873,2018,Audi,Q3 Sport,Sport Premium,WHITE,187863,No,"",2026-07-24,E,3000.0
15,E-0222,1183871,2021,Audi,Q5,Premium Plus,WHITE,123899,No,"",2026-07-24,E,12800.0
13,SG-0045,1183831,2021,Audi,Q5,Prestige,WHITE,42588,No,"",2026-07-24,SG,21400.0
13,SG-0044,1141244,2015,Audi,Q5,Premium Plus,WHITE,114003,No,"",2026-07-24,SG,4000.0
12,E-0196,1183564,2017,Audi,Q7,Premium,WHITE,122341,No,"",2026-07-24,E,5000.0
16,E-0221,1183868,2017,Audi,Q7,Premium Plus,BLACK,117833,No,"",2026-07-24,E,5000.0
15,E-0143,1183683,2019,BMW,3-Series,330i,WHITE,126105,No,"",2026-07-24,E,10200.0
6,IO-0024,1183772,2019,BMW,3-Series,330i,BLACK,1,No,"",2026-07-24,IO,6000.0
44,E-0227,1183690,2015,BMW,3-Series,320i,GRAY,185522,Yes,2.7,2026-07-24,E,2800.0
13,SB-0031,1181947,2001,BMW,3-Series,325Ci,GRAY,122586,No,"",2026-07-24,SB,2500.0
15,C-0021,1184004,2015,BMW,4-Series,428i,BLACK,158768,No,"",2026-07-24,C,5700.0
11,E-0108,1183013,2018,BMW,5-Series,530i xDrive,BLACK,51940,No,"",2026-07-24,E,15500.0
13,A-0030,1183915,2014,BMW,5-Series,528i,BLACK,174483,No,"",2026-07-24,A,3400.0
12,E-0190,1183727,2011,BMW,5-Series,535i,GRAY,207121,No,"",2026-07-24,E,1000.0
14,SB-0060,1183106,2016,BMW,6-Series,640i,WHITE,133244,No,"",2026-07-24,SB,9100.0
13,SG-0065,1183898,2013,BMW,6-Series,650i xDrive,BLACK,109478,No,"",2026-07-24,SG,6500.0
15,IL-0011,1182951,2004,BMW,6-Series,645Ci,SILVER,129488,No,"",2026-07-24,IL,2200.0
12,E-0208,1183560,2023,BMW,X3,sDrive30i,WHITE,45981,No,"",2026-07-24,E,24000.0
24,SB-0124,1182958,2022,BMW,X3,XDrive30i,GRAY,85590,Yes,4.4,2026-07-24,SB,20400.0
0,E-0198,1182952,2019,BMW,X3,sDrive30i,WHITE,79549,No,"",2026-07-24,E,11800.0
14,E-0093,1182476,2019,BMW,X3,XDrive30i,WHITE,71365,No,"",2026-07-24,E,15400.0
13,E-0195,1183178,2016,BMW,X3,XDrive28i,BLACK,214840,No,"",2026-07-24,E,3100.0
13,E-0092,1183273,2021,BMW,X5,sDrive40i,GRAY,92738,No,"",2026-07-24,E,20400.0
13,C-0006,1183894,2017,BMW,X5,sDrive35i,WHITE,116604,No,"",2026-07-24,C,7700.0
13,E-0187,1183717,2016,BMW,X5,sDrive35i,SILVER,216343,No,"",2026-07-24,E,3300.0
14,E-0091,1182482,2019,BMW,X7,XDrive40i,WHITE,118292,No,"",2026-07-24,E,18000.0
16,SB-0058,1183773,2019,BMW,X7,XDrive40i,BLACK,116374,No,"",2026-07-24,SB,19800.0
12,E-0097,1183586,2004,Buick,Century,Custom,GOLD,188646,No,"",2026-07-24,E,1000.0
39,E-0165,1183077,2020,Buick,Enclave,Essence,BLACK,99821,Yes,4.3,2026-07-24,E,12400.0
13,D-0127,1183418,2013,Buick,Enclave,Premium,RED,153845,No,"",2026-07-24,D,1200.0
14,E-0211,1183903,2016,Buick,LaCrosse,Leather,BLACK,208381,No,"",2026-07-24,E,2100.0
13,C-0015,1183937,2013,Buick,LaCrosse,Leather,GRAY,96885,No,"",2026-07-24,C,3900.0
15,E-0177,1183632,2014,Buick,Regal,4dr Sdn Turbo,RED,139706,No,"",2026-07-24,E,2700.0
27,CL-0044,1180648,2017,Cadillac,ATS,Sedan Luxury,BLACK,76435,Yes,3.9,2026-07-24,CL,7000.0
29,CL-0064,1180230,2014,Cadillac,CTS,Sedan,BLACK,106280,Yes,2.8,2026-07-24,CL,2500.0
16,B-0035,1183093,2016,Cadillac,Escalade,Luxury Collection,GREEN,112391,No,"",2026-07-24,B,10000.0
13,SG-0074,1183899,2014,Cadillac,Escalade,Luxury,BLACK,191292,No,"",2026-07-24,SG,3800.0
4,IO-0030,1184036,1995,Chevrolet,C/K1500,"Ext Cab 141.5"" WB",RED,1,No,"",2026-07-24,IO,400.0
15,SB-0048,1183754,2012,Chevrolet,Camaro,1LT,BLACK,141545,No,"",2026-07-24,SB,4800.0
15,D-0007,1183779,2024,Chevrolet,Colorado,LT,GRAY,88995,No,"",2026-07-24,D,17300.0
13,A-0031,1183808,2019,Chevrolet,Colorado,Work Truck,WHITE,211799,No,"",2026-07-24,A,3600.0
15,C-0085,1183768,2017,Chevrolet,Cruze,LT,RED,113877,No,"",2026-07-24,C,1200.0
15,A-0034,1183812,2017,Chevrolet,Cruze,LT,GRAY,105902,No,"",2026-07-24,A,3900.0
13,A-0009,1184050,2014,Chevrolet,Cruze,LTZ,SILVER,49830,No,"",2026-07-24,A,4700.0
15,A-0032,1183810,2011,Chevrolet,Cruze,LT w/2LT,GOLD,60677,No,"",2026-07-24,A,3300.0
15,SG-0011,1183688,2020,Chevrolet,Equinox,LT,BROWN,179961,No,"",2026-07-24,SG,3800.0
29,CL-0030,1181965,2020,Chevrolet,Equinox,LT,WHITE,182567,Yes,2.7,2026-07-24,CL,2700.0
13,E-0037,1183950,2019,Chevrolet,Equinox,LS,WHITE,27292,No,"",2026-07-24,E,12400.0
15,A-0036,1183814,2018,Chevrolet,Equinox,LT,WHITE,87699,No,"",2026-07-24,A,8000.0
15,AX-0007,1183637,2017,Chevrolet,Equinox,Premier,SILVER,101158,No,"",2026-07-24,AX,7000.0
11,IO-0013,1181929,2014,Chevrolet,Equinox,LTZ,BLUE,231723,No,"",2026-07-24,IO,800.0
13,AX-0002,1183922,2012,Chevrolet,Equinox,LT w/1LT,GRAY,170744,No,"",2026-07-24,AX,1000.0
14,C-0051,1182209,2012,Chevrolet,Equinox,LT w/1LT,BLACK,188730,No,"",2026-07-24,C,1000.0
47,E-0231,1183216,2000,Chevrolet,G2500 Vans,"2500 135"" WB",WHITE,254246,Yes,1.3,2026-07-24,E,400.0
13,E-0192,1183901,2016,Chevrolet,Impala,LTZ,SILVER,197285,No,"",2026-07-24,E,2200.0
12,A-0044,1183819,2014,Chevrolet,Impala Limited,LS,SILVER,160303,No,"",2026-07-24,A,2200.0
15,SG-0010,1183621,2023,Chevrolet,Malibu,LS,WHITE,192030,No,"",2026-07-24,SG,4200.0
26,CL-0047,1177445,2020,Chevrolet,Malibu,LT,GRAY,148071,Yes,3.7,2026-07-24,CL,3200.0
13,D-0105,1173270,2019,Chevrolet,Malibu,LT,BLUE,106752,No,"",2026-07-24,D,4400.0
13,E-0021,1184103,2016,Chevrolet,Malibu,LT,RED,118209,No,"",2026-07-24,E,5500.0
35,SB-0008,1183524,2015,Chevrolet,Malibu,LS,WHITE,179548,Yes,2.8,2026-07-24,SB,2600.0
13,C-0098,1183624,2013,Chevrolet,Malibu,LTZ,RED,132486,No,"",2026-07-24,C,4000.0
45,CL-0065,1181277,2022,Chevrolet,Silverado 1500,RST,BLUE,114584,Yes,3.5,2026-07-24,CL,19600.0
14,B-0027,1183094,2021,Chevrolet,Silverado 1500,Custom,BLUE,110753,No,"",2026-07-24,B,12400.0
11,B-0009,1183427,2021,Chevrolet,Silverado 1500,Custom,GRAY,148106,No,"",2026-07-24,B,9600.0
13,SB-0104,1184021,2020,Chevrolet,Silverado 1500,LT,BLACK,169254,No,"",2026-07-24,SB,10800.0
13,SG-0064,1184012,2019,Chevrolet,Silverado 1500,Custom Trail Boss,BLACK,101657,No,"",2026-07-24,SG,15000.0
15,B-0010,1183176,2018,Chevrolet,Silverado 1500,LT,GRAY,156264,No,"",2026-07-24,B,9900.0
27,SB-0014,1182329,2018,Chevrolet,Silverado 1500,LT,WHITE,148024,Yes,3.6,2026-07-24,SB,11000.0
30,CL-0084,1181001,2017,Chevrolet,Silverado 1500,Work Truck,WHITE,230573,Yes,3.6,2026-07-24,CL,2300.0
12,YE-0001,1183000,2016,Chevrolet,Silverado 1500,LT,GRAY,123493,No,"",2026-07-24,YE,9000.0
13,B-0063,1179920,2016,Chevrolet,Silverado 1500,Work Truck,WHITE,106995,No,"",2026-07-24,B,4500.0
15,AX-0008,1183752,2015,Chevrolet,Silverado 1500,LTZ,BLACK,138383,No,"",2026-07-24,AX,16500.0
12,A-0062,1183886,2015,Chevrolet,Silverado 1500,Work Truck,WHITE,207358,No,"",2026-07-24,A,4900.0
13,B-0068,1183802,2005,Chevrolet,Silverado 1500,Z71,WHITE,126149,No,"",2026-07-24,B,5600.0
15,CL-0116,1183769,2022,Chevrolet,Silverado 2500,2500HD High Country,BLACK,167200,No,"",2026-07-24,CL,33000.0
1,A-0065,1183619,2012,Chevrolet,Silverado 2500,2500HD LT,WHITE,286913,No,"",2026-07-24,A,5700.0
13,SB-0025,1183603,2018,Chevrolet,Suburban,LT,BLACK,301637,No,"",2026-07-24,SB,4600.0
16,B-0041,1182959,2015,Chevrolet,Suburban,LTZ,BLACK,210012,No,"",2026-07-24,B,4600.0
13,C-0001,1183887,2014,Chevrolet,Suburban,LTZ,WHITE,162215,No,"",2026-07-24,C,7000.0
25,IL-0004,1180065,2018,Chevrolet,Tahoe,LS,BLACK,146602,Yes,1.0,2026-07-24,IL,7200.0
28,E-0164,1183076,2017,Chevrolet,Tahoe,LT,WHITE,134974,Yes,3.8,2026-07-24,E,12200.0
16,E-0122,1183654,2016,Chevrolet,Tahoe,LT,BLACK,202895,No,"",2026-07-24,E,7000.0
30,CL-0055,1182423,2015,Chevrolet,Tahoe,LT,WHITE,298359,Yes,2.8,2026-07-24,CL,3500.0
29,CL-0026,1178703,2023,Chevrolet,Trailblazer,RS,BLACK,105008,Yes,4.5,2026-07-24,CL,10100.0
16,A-0014,1182907,2019,Chevrolet,Traverse,RS,SILVER,131266,No,"",2026-07-24,A,7700.0
12,CL-0033,1183615,2018,Chevrolet,Traverse,LS,SILVER,85019,No,"",2026-07-24,CL,6200.0
16,SB-0050,1183764,2018,Chevrolet,Traverse,LT Leather,BLACK,64278,No,"",2026-07-24,SB,12400.0
16,A-0025,1183805,2015,Chevrolet,Traverse,LS,BLUE,121703,No,"",2026-07-24,A,2000.0
14,E-0119,1183712,2015,Chevrolet,Traverse,LT,BLUE,72479,No,"",2026-07-24,E,7600.0
16,E-0135,1183662,2010,Chevrolet,Traverse,LT w/1LT,WHITE,184320,No,"",2026-07-24,E,1100.0
13,D-0072,1183266,2018,Chevrolet,Trax,LS,BLACK,97445,No,"",2026-07-24,D,2100.0
15,SB-0069,1183961,2011,Chrysler,200,Limited,SILVER,53958,No,"",2026-07-24,SB,3200.0
15,SB-0113,1183676,2012,Chrysler,300,300C Luxury Series,BLACK,101594,No,"",2026-07-24,SB,8700.0
26,CL-0002,1183358,2007,Chrysler,300,Touring,BLACK,331597,Yes,2.3,2026-07-24,CL,400.0
