Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
8,A-513,321522,2026,Mazda,CX-50,Hybrid Premium,GRAY,4992,No,"",2026-08-31,A
8,A-515,321519,2021,BMW,X1,XDrive28i,SILVER,76837,No,"",2026-08-31,A
7,A-519,321272,2002,Lexus,SC 430,2DR CONVERTIB,SILVER,163744,No,"",2026-08-31,A
8,A-520,320710,2017,Ram,1500,LIMITED,GRAY,108979,No,"",2026-08-31,A
8,A-521,321461,2010,Buick,LaCrosse,CX,RED,79272,Yes,2.0,2026-08-31,A
7,A-522,320793,2023,Kia,Telluride,S,BLUE,10456,No,"",2026-08-31,A
9,A-525,319782,2016,INFINITI,Q50,"",WHITE,80032,No,"",2026-08-31,A
8,A-526,321253,2021,Nissan,Rogue,SL,GRAY,94126,No,"",2026-08-31,A
8,A-527,320997,2023,Nissan,Rogue,SV,RED,79916,Yes,2.0,2026-08-31,A
8,A-528,320961,2022,Nissan,Altima,2.5 SR,GRAY,60507,Yes,2.0,2026-08-31,A
7,A-529,320987,2018,Cadillac,XTS,Luxury,SILVER,112762,No,"",2026-08-31,A
7,A-532,321008,2016,Nissan,Sentra,SR,SILVER,88824,No,"",2026-08-31,A
0,A-533,321261,2013,Mini,Cooper,Clubman S,RED,135877,No,"",2026-08-31,A
9,A-544.5,320151,2015,Chevrolet,Equinox,"",BLACK,148073,No,"",2026-08-31,A
8,A-544.6,320368,2018,Kia,Forte,"",BLUE,221792,No,"",2026-08-31,A
8,A-546,320164,2012,Honda,Accord,"",BLACK,152085,No,"",2026-08-31,A
8,A-547,319270,2011,Mercedes-Benz,C Class,"",RED,133671,No,"",2026-08-31,A
7,A-552,321558,2019,Ford,Flex,Limited,RED,157596,No,"",2026-08-31,A
7,A-553,321553,2022,Nissan,Murano,SL,BLACK,110992,No,"",2026-08-31,A
8,A-555,321498,2014,Ford,Focus,SE,SILVER,117001,No,"",2026-08-31,A
8,A-607,321341,2013,Subaru,Forester,2.5X PREMIU,BURGUNDY,135282,Yes,2.0,2026-08-31,A
8,A-608,321398,2023,Ford,F150,XLT,WHITE,28422,Yes,3.0,2026-08-31,A
7,A-609,321470,2011,BMW,5-Series,535I XDRIVE,SILVER,136999,Yes,2.0,2026-08-31,A
8,A-802,320546,2020,Mercedes-Benz,GLB,250 GLB 250 SUV,BLUE,66297,No,"",2026-08-31,A
7,A-804,321459,2014,Mercedes-Benz,CLA Class,CLA 250,BLACK,168667,Yes,2.0,2026-08-31,A
7,A-805,321567,2014,Nissan,Sentra,SV,WHITE,130500,No,"",2026-08-31,A
7,A-813,321422,2010,INFINITI,G37,CONVERTIBLE BASE,BLACK,143766,No,"",2026-08-31,A
8,A-816,321508,2019,Ford,Expedition,XLT,GRAY,184592,No,"",2026-08-31,A
7,A-819,321576,2018,Chevrolet,Trax,LT,SILVER,118905,No,"",2026-08-31,A
8,A-825,320969,2016,Mitsubishi,Outlander,SEL,BLACK,131199,Yes,2.0,2026-08-31,A
8,A-826,320869,2008,Porsche,Cayenne,4DR TIPT,BLACK,150012,Yes,2.0,2026-08-31,A
8,A-836,321319,2016,Nissan,Sentra,S,BLACK,146360,Yes,2.0,2026-08-31,A
8,A-837,321275,2007,Toyota,Sienna,LE,GRAY,169337,No,"",2026-08-31,A
7,A-838,321212,2026,Chrysler,Pacifica,Select,BLACK,19839,Yes,3.0,2026-08-31,A
8,A-841,320701,2013,Mazda,Mazda3,i Touring,RED,212149,No,"",2026-08-31,A
8,A-843,320669,2011,Hyundai,Elantra,LTD,RED,179941,No,"",2026-08-31,A
8,A-844,321033,2018,Jeep,Cherokee,Latitude,WHITE,157309,Yes,2.0,2026-08-31,A
8,A-845,320665,2014,Chevrolet,Captiva Sport,FLEET,WHITE,161949,No,"",2026-08-31,A
8,A-847,320641,2010,Toyota,Camry,LE,GREEN,177248,No,"",2026-08-31,A
7,A-848,320634,2013,Nissan,Altima,2.5 SV,BLUE,183285,No,"",2026-08-31,A
7,A-849,320985,2001,Toyota,Tacoma,PRERUNNER V6,SILVER,999999,No,"",2026-08-31,A
7,A-850,321026,1999,Toyota,RAV4,4DR AUTO,BLACK,135317,No,"",2026-08-31,A
7,A-851,321077,2007,Toyota,Camry Solara,SLE,RED,99455,Yes,1.0,2026-08-31,A
8,A-852,321065,2007,Toyota,Camry,LE,GREEN,160413,Yes,1.0,2026-08-31,A
5,A-853,320566,2012,Hyundai,Sonata,Hybrid,BLACK,165453,No,"",2026-08-31,A
7,A-854,320779,2001,Toyota,Avalon,XL,RED,201702,No,"",2026-08-31,A
8,A-855,320602,2014,Chevrolet,Malibu,LT,BLACK,196693,No,"",2026-08-31,A
7,A-856,320651,2010,Mazda,Mazda3,I TOURING,SILVER,224712,No,"",2026-08-31,A
8,A-857,320821,2006,Toyota,Highlander,HYBRID V6,GOLD,125647,No,"",2026-08-31,A
8,B-506,321355,2018,Honda,Accord,SEDAN SPORT 1,SILVER,130467,Yes,2.0,2026-08-31,B
8,B-510,321383,2016,Ford,Escape,SE,RED,98971,Yes,2.0,2026-08-31,B
8,B-517,321574,2022,Subaru,Outback,Wilderness,SILVER,138784,No,"",2026-08-31,B
8,B-519,320038,2018,Ford,Escape,"",SILVER,84651,No,"",2026-08-31,B
6,B-523,320562,2004,Nissan,Titan,SE,SILVER,262234,No,"",2026-08-31,B
7,B-536,321581,2016,Lincoln,Navigator L,Select,GRAY,160481,No,"",2026-08-31,B
7,B-537,321043,2020,Genesis,G70,2.0T,GRAY,128091,No,"",2026-08-31,B
7,B-538,321580,2021,Honda,Pilot,EX,GRAY,75933,No,"",2026-08-31,B
7,B-539,321131,2016,GMC,Acadia,SLE,GRAY,129294,Yes,2.0,2026-08-31,B
6,B-541,320882,2016,Chevrolet,Spark,LS,PURPLE,167739,Yes,2.5,2026-08-31,B
6,B-542,320876,2016,Chevrolet,Impala Limited,LS,BLACK,169939,Yes,3.0,2026-08-31,B
8,B-544,320889,2013,Jeep,Patriot,Sport,GRAY,36782,Yes,3.0,2026-08-31,B
7,B-545,321096,2012,Honda,Accord,SDN SE,GRAY,164269,Yes,2.0,2026-08-31,B
10,B-547,321094,2018,Nissan,Altima,2.5 S,GRAY,203589,Yes,2.0,2026-08-31,B
8,B-549,320896,2013,Ford,Mustang,V6,BLACK,376455,No,"",2026-08-31,B
8,B-555,320891,2015,Jeep,Cherokee,Latitude,WHITE,155153,Yes,2.0,2026-08-31,B
8,B-563,321097,2013,Chevrolet,Captiva Sport,FLEET,SILVER,180145,Yes,2.0,2026-08-31,B
8,B-564,320906,2016,Mazda,Mazda3,i Sport,SILVER,132709,Yes,2.0,2026-08-31,B
8,B-567,320907,2015,Chevrolet,Malibu,LT,GOLD,999999,Yes,2.0,2026-08-31,B
8,B-602,321292,2012,Mitsubishi,Lancer,ES,SILVER,115287,Yes,2.0,2026-08-31,B
8,B-603,321526,2017,Chevrolet,Camaro,1LT,BLACK,122964,No,"",2026-08-31,B
7,B-605,321557,2007,Toyota,Tacoma,PRERUNNER,BEIGE,122339,No,"",2026-08-31,B
7,B-606,321556,2015,Jeep,Renegade,Latitude,WHITE,179687,No,"",2026-08-31,B
8,B-607,321367,2011,Cadillac,SRX,LUXURY COLLECTIO,BLACK,169320,Yes,2.0,2026-08-31,B
8,B-710,321220,2001,Mercedes-Benz,S Class,4DR SDN 5.0L,BLACK,292398,Yes,2.0,2026-08-31,B
8,B-802,320492,2016,Acura,MDX,W/TECH/ACURAWATC,BLACK,166772,No,"",2026-08-31,B
8,B-803,321372,2015,Ford,Taurus,SE,BLACK,152898,Yes,2.0,2026-08-31,B
8,B-805,321408,2018,Mitsubishi,Outlander Sport,ES 2,BLACK,143643,Yes,2.0,2026-08-31,B
8,B-806,321423,2006,Nissan,Titan,LE,WHITE,229878,Yes,2.0,2026-08-31,B
8,B-807,321446,2015,Nissan,Murano,SL,BROWN,121732,Yes,2.0,2026-08-31,B
8,B-808,321509,2016,Toyota,RAV4,LE,GRAY,141156,No,"",2026-08-31,B
8,B-809,321465,2023,Chevrolet,Equinox,RS,BROWN,41964,Yes,3.0,2026-08-31,B
7,B-810,320936,2002,Ford,F250SD,"",SILVER,366691,Yes,1.5,2026-08-31,B
6,B-811,319760,2013,Chrysler,Town & Country,TOURI,BURGUNDY,145119,No,"",2026-08-31,B
8,B-812,321466,2016,Ford,Fusion,SE,GRAY,84888,Yes,2.0,2026-08-31,B
8,B-813,321494,2005,Toyota,Corolla,CE,RED,999999,Yes,2.0,2026-08-31,B
8,B-817,321516,2015,Buick,LaCrosse,Leather,BLACK,153026,No,"",2026-08-31,B
8,B-818,321517,2012,Ford,Expedition,XLT,SILVER,167497,No,"",2026-08-31,B
8,B-819,321532,2010,Toyota,Corolla,S,RED,190362,No,"",2026-08-31,B
8,B-820,321535,2020,Nissan,Rogue,S,BLACK,204265,No,"",2026-08-31,B
8,B-821,321552,2004,BMW,6-Series,645Ci,GRAY,102075,No,"",2026-08-31,B
8,B-827,320462,2021,Chevrolet,Trax,"",BLUE,80365,No,"",2026-08-31,B
7,B-836,321268,2007,Toyota,Camry,LE,GREEN,131392,No,"",2026-08-31,B
7,B-837,321231,2012,Chrysler,200,Limited,WHITE,135600,Yes,2.0,2026-08-31,B
8,B-841,321063,2016,Chevrolet,Silverado 2500,2500HD WOR,WHITE,195497,Yes,2.0,2026-08-31,B
6,B-844,320883,2009,Honda,Civic,SDN LX-S,BLACK,225776,Yes,2.3,2026-08-31,B
8,B-845,320887,2008,Volkswagen,Touareg,2 V8,GRAY,125960,Yes,2.0,2026-08-31,B
