Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
35,A-017,557292,2016,Kia,Optima,EX,GRAY,99906,Yes,4.5,2026-08-07,A
42,A-291,556879,2019,Mercedes-Benz,A-Class,"",WHITE,71633,Yes,3.0,2026-08-07,A
22,B-096,557799,2018,Volkswagen,Atlas,3.6L V6 SEL,GRAY,114628,No,"",2026-08-07,B
47,B-282,558980,2017,Chevrolet,Equinox,LS,BLACK,129197,Yes,3.1,2026-08-07,B
22,B-284,560076,2016,Ford,F150,XLT,WHITE,150862,No,"",2026-08-07,B
38,B-293,558227,2024,Ford,F350SD,"",GRAY,84546,Yes,3.0,2026-08-07,B
37,B-294,556570,2024,Ford,F350SD,"",BLACK,50697,Yes,4.2,2026-08-07,B
32,B-306,557031,2020,Toyota,Tacoma,SR,SILVER,73120,Yes,4.4,2026-08-07,B
40,B-309,553851,2011,Mitsubishi,Endeavor,LS,SILVER,203582,Yes,3.1,2026-08-07,B
6,C-042,558921,2017,Honda,Civic,SEDAN EX-L,BLUE,70366,No,"",2026-08-07,C
35,C-059,550831,2019,Ram,1500,BIG HORN/LONE S,RED,70674,Yes,4.3,2026-08-07,C
22,C-085,559055,2020,Honda,Accord,SEDAN LX,RED,95347,No,"",2026-08-07,C
38,C-118,557305,2018,Toyota,Camry,HYBRID SE,GRAY,172987,Yes,4.1,2026-08-07,C
38,C-183,558240,2021,Kia,Sorento,S,GRAY,69473,Yes,4.2,2026-08-07,C
41,C-270,558929,2024,Buick,Envista,Avenir,WHITE,75384,Yes,3.6,2026-08-07,C
41,D-082,552585,2017,Ford,F150,XLT,WHITE,179572,Yes,3.0,2026-08-07,D
48,D-092,555643,2006,Ford,F350SD,"",BLACK,166089,Yes,3.0,2026-08-07,D
39,D-111,558509,2011,Mercedes-Benz,SL Class,SL 550,BLACK,82761,Yes,3.3,2026-08-07,D
41,D-300,559343,2016,Ford,Explorer,XLT,BLUE,104483,Yes,3.3,2026-08-07,D
34,D-317,559386,2022,Jeep,Wrangler,Sport,RED,30142,Yes,4.9,2026-08-07,D
39,D-319,559374,2022,Lincoln,Aviator,Reserve,BLACK,59628,Yes,4.3,2026-08-07,D
6,D-322,557151,2015,Ford,F150,XLT,BLUE,181976,No,"",2026-08-07,D
35,E-226,558277,2024,Kia,Telluride,SX,WHITE,27631,Yes,4.7,2026-08-07,E
22,F-022,557667,2019,Ford,F150,XLT,RED,132152,No,"",2026-08-07,F
41,F-188,556319,2018,Ford,Expedition,Limited,BLACK,101885,Yes,3.9,2026-08-07,F
22,F-190,556239,2007,Chevrolet,Silverado 2500,2500HD LTZ,BROWN,163124,No,"",2026-08-07,F
37,F-195,556294,2024,Chevrolet,Malibu,LT,GRAY,40011,Yes,3.0,2026-08-07,F
36,F-246,555869,2022,Honda,Odyssey,Elite,GRAY,38134,Yes,3.8,2026-08-07,F
35,F-248,555996,2021,Land Rover,Range Rover Velar,S,GRAY,46983,Yes,4.2,2026-08-07,F
40,F-314,559939,2017,Ram,3500,Tradesman,WHITE,117722,Yes,3.4,2026-08-07,F
8,F-321,552107,2016,Ford,E-350 CUTAWAY E-350,"",WHITE,115498,No,"",2026-08-07,F
23,F-325,556243,2014,Ram,2500,Tradesman,WHITE,124901,No,"",2026-08-07,F
