Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
17,FM-0006,732219,2009,Hyundai,Santa Fe,GLS,WHITE,108613,Yes,"",2026-08-26,FM
17,FM-0010,732139,2020,Land Rover,Range Rover Evoque,SE,WHITE,93551,Yes,"",2026-08-26,FM
25,FM-0011,731735,2025,BMW,X1,XDrive28i,BLACK,19078,Yes,3.9,2026-08-26,FM
17,FM-0079,732260,2022,Chevrolet,Colorado,Z71,GRAY,26027,Yes,"",2026-08-26,FM
17,FM-0080,732262,2022,Chevrolet,Silverado 1500,LT Trail Boss,WHITE,66907,Yes,"",2026-08-26,FM
17,FM-0112,731973,2019,Kia,Sorento,S V6,WHITE,108458,Yes,"",2026-08-26,FM
17,FM-0114,731970,2014,Audi,A8,L 4.0T,BLACK,93485,Yes,"",2026-08-26,FM
17,FM-0152,732295,2015,Audi,Q7,3.0T Premium Plus,WHITE,127611,Yes,"",2026-08-26,FM
16,FM-0154,732297,2018,Ram,1500,Big Horn,RED,233397,Yes,"",2026-08-26,FM
16,FM-0155,732298,2018,Mitsubishi,Outlander,PHEV GT,BLACK,115490,Yes,"",2026-08-26,FM
18,FM-0156,732305,2007,Chevrolet,Suburban,LT,BLACK,271008,Yes,"",2026-08-26,FM
16,FM-0158,732307,2008,Ford,F450SD,XL,WHITE,85437,Yes,"",2026-08-26,FM
15,FM-0159,732308,1997,Chevrolet,G Commercial Cutaway,"159"" WB C7E DRW",WHITE,162907,Yes,"",2026-08-26,FM
