Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
17,A-0173,91822,2012,Mazda,Mazda3,i Sport,GRAY,188591,No,"",2026-07-29,A
16,A-0177,87337,2009,INFINITI,FX35,4dr,BLACK,234204,No,"",2026-07-29,A
16,A-0190,92875,2008,Nissan,Rogue,S,RED,150441,No,"",2026-07-29,A
16,B-0119,89957,2008,BMW,X3,3.0si,BLACK,131191,No,"",2026-07-29,B
14,B-0164,89497,2007,GMC,Sierra 1500,SLE1,GRAY,166503,No,"",2026-07-29,B
17,B-0204,93029,2018,Nissan,Pathfinder,S,SILVER,78381,No,"",2026-07-29,B
20,B-0211,92967,2008,Mercedes-Benz,S Class,5.5L V8,BLACK,236016,No,"",2026-07-29,B
17,B-0213,91907,2018,Jeep,Compass,Limited,RED,140452,Yes,4.3,2026-07-29,B
16,B-0218,92781,2015,Jeep,Cherokee,Limited,BLACK,151793,No,"",2026-07-29,B
20,C-0111,92428,2023,Honda,CR-V,Hybrid Sport,GRAY,54453,Yes,4.5,2026-07-29,C
17,C-0175,91623,2006,Toyota,Highlander,Hybrid V6,SILVER,257279,No,"",2026-07-29,C
16,C-0176,89835,2008,Nissan,Sentra,2.0 S,GOLD,121115,No,"",2026-07-29,C
16,D-0017,87691,2016,Honda,CR-V,Touring,BROWN,183750,No,"",2026-07-29,D
26,D-0061,80740,2013,Volkswagen,GTI,4dr HB DSG PZEV *Ltd Avail*,GRAY,95333,Yes,2.7,2026-07-29,D
16,D-0075,91363,2018,BMW,4-Series,440i xDrive,BLACK,40642,Yes,4.9,2026-07-29,D
16,D-0142,92411,2012,Chevrolet,Silverado 1500,LT,BROWN,104852,No,"",2026-07-29,D
