Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
16,A-0052,703864,2018,Dodge,Grand Caravan,SE,BLUE,179760,No,"",2026-07-28,A
15,B-0037,703773,2009,Nissan,Altima,2.5 S,WHITE,190250,No,"",2026-07-28,B
15,B-0040,703857,2007,Chevrolet,Cobalt,LS,SILVER,165072,No,"",2026-07-28,B
33,B-0062,701963,2013,Volkswagen,Jetta,Sedan TDI w/Premium/Nav,WHITE,108915,Yes,2.7,2026-07-28,B
16,B-0066,701651,2009,GMC,Acadia,SLT2,BLACK,219583,No,"",2026-07-28,B
34,BR-0087,680117,2015,Chevrolet,Silverado 1500,LT,RED,183471,Yes,2.7,2026-07-28,BR
16,CR-0012,703312,2016,Ford,Explorer,4dr Base,BLACK,135501,No,"",2026-07-28,CR
15,CR-0016,696586,2011,Nissan,Rogue,S,GRAY,178735,No,"",2026-07-28,CR
43,CR-0030,700613,2016,Jaguar,XF,35t Prestige,BLACK,70063,Yes,0.9,2026-07-28,CR
32,CR-0053,699255,2014,Honda,CR-V,LX,BLUE,148774,Yes,2.1,2026-07-28,CR
35,CR-0054,702039,2013,Cadillac,XTS,Premium,GRAY,125760,Yes,2.8,2026-07-28,CR
29,CR-0063,701935,2016,GMC,Canyon,SLE,BLACK,187764,Yes,2.8,2026-07-28,CR
50,CR-0077,700048,2013,Jeep,Grand Cherokee,Limited,BLACK,200355,Yes,1.3,2026-07-28,CR
38,CR-0088,702057,2011,Honda,Accord,Sdn EX-L,GRAY,183110,Yes,1.8,2026-07-28,CR
15,CR-0216,703585,2011,Mazda,CX-9,Grand Touring,BLACK,151661,No,"",2026-07-28,CR
15,CR-0220,703648,2013,Cadillac,CTS,Sedan Luxury,SILVER,145469,No,"",2026-07-28,CR
16,CR-0223,703652,2016,Dodge,Grand Caravan,SXT,SILVER,168917,No,"",2026-07-28,CR
15,D-0082,702792,2013,Mercedes-Benz,GLK Class,GLK 350,RED,113560,No,"",2026-07-28,D
16,ER-0076,703871,2010,Dodge,Journey,SXT,SILVER,133940,No,"",2026-07-28,ER
15,ER-0081,702760,2000,Jeep,Grand Cherokee,Laredo,WHITE,227813,No,"",2026-07-28,ER
15,I-0008,703607,2013,GMC,Terrain,SLE,SILVER,134823,No,"",2026-07-28,I
16,I-0019,703175,2008,Honda,Odyssey,EX-L,GRAY,248986,No,"",2026-07-28,I
15,I-0020,702802,2016,Lincoln,MKX,Select,BURGUNDY,159841,No,"",2026-07-28,I
41,IR-0021,701990,2013,Hyundai,Elantra,GLS,BLACK,224714,Yes,1.9,2026-07-28,IR
32,IR-0034,700042,2016,Nissan,Rogue,S,BLACK,140074,Yes,0.9,2026-07-28,IR
34,IR-0053,696221,2000,Nissan,Xterra,XE,RED,190235,Yes,2.7,2026-07-28,IR
14,IR-0057,700849,2013,Hyundai,Azera,4dr Sdn,GRAY,181292,No,"",2026-07-28,IR
15,IR-0059,699005,2013,Ford,Edge,SEL,BROWN,179485,No,"",2026-07-28,IR
14,RV-0001,703439,2019,Know sportsman,Sportsman,s,BEIGE,1,No,"",2026-07-28,RV
