Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
8,A-518.1,320710,2017,Ram,1500,LIMITED,GRAY,108979,No,"",2026-08-17,A
9,A-520,319782,2016,INFINITI,Q50,"",WHITE,80032,No,"",2026-08-17,A
7,A-525.1,320987,2018,Cadillac,XTS,Luxury,SILVER,112762,No,"",2026-08-17,A
8,A-525.3,320961,2022,Nissan,Altima,2.5 SR,GRAY,60507,Yes,2.0,2026-08-17,A
7,A-525.5,321008,2016,Nissan,Sentra,SR,SILVER,88824,No,"",2026-08-17,A
8,A-527,320997,2023,Nissan,Rogue,SV,RED,79916,Yes,2.0,2026-08-17,A
8,A-528,319878,2013,Cadillac,ATS,LUXURY,RED,162174,No,"",2026-08-17,A
8,A-529,319895,2019,Chevrolet,Traverse,"",GRAY,115415,No,"",2026-08-17,A
8,A-530,319957,2018,Nissan,Murano,"",WHITE,147043,No,"",2026-08-17,A
8,A-533,320922,2022,Toyota,Tacoma,SR5 V6,SILVER,117806,Yes,3.0,2026-08-17,A
8,A-544.2,316504,2013,Scion,xD,"",WHITE,196200,No,"",2026-08-17,A
9,A-544.3,317648,2012,Chevrolet,Cruze,"",SILVER,140364,No,"",2026-08-17,A
8,A-544.4,319029,2014,Honda,Insight,"",WHITE,293944,No,"",2026-08-17,A
7,A-544.5,317995,2012,Chevrolet,Colorado,2LT,BLUE,197416,No,"",2026-08-17,A
8,A-544.6,315938,2016,Nissan,Frontier,"",ORANGE,190387,No,"",2026-08-17,A
7,A-545,316776,2017,Mini,Cooper,"",BLUE,101372,No,"",2026-08-17,A
8,A-554,320546,2020,Mercedes-Benz,GLB,250 GLB 250 SUV,BLUE,66297,No,"",2026-08-17,A
5,A-605,320566,2012,Hyundai,Sonata,Hybrid,BLACK,165453,No,"",2026-08-17,A
8,A-606,320602,2014,Chevrolet,Malibu,LT,BLACK,196693,No,"",2026-08-17,A
7,A-608,320651,2010,Mazda,Mazda3,I TOURING,SILVER,224712,No,"",2026-08-17,A
8,A-610,320665,2014,Chevrolet,Captiva Sport,FLEET,WHITE,161949,No,"",2026-08-17,A
8,A-611,320669,2011,Hyundai,Elantra,LTD,RED,179941,No,"",2026-08-17,A
8,A-614,320701,2013,Mazda,Mazda3,i Touring,RED,212149,No,"",2026-08-17,A
8,A-801,320953,2007,Ford,Five Hundred,SEL,SILVER,43712,Yes,2.0,2026-08-17,A
8,A-804,321033,2018,Jeep,Cherokee,Latitude,WHITE,157309,Yes,2.0,2026-08-17,A
