Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
26,AA-0018,256962,2016,Hyundai,Sonata,Hybrid SE,GRAY,163237,Yes,4.1,2026-08-13,AA
31,AA-0029,258450,2011,Toyota,Highlander,Base,WHITE,168892,Yes,2.7,2026-08-13,AA
32,AA-0070,258570,2013,Ford,F150,FX4,GRAY,132366,Yes,2.4,2026-08-13,AA
33,AA-0088,258506,2016,Fiat,500X,Easy,GRAY,83905,Yes,2.6,2026-08-13,AA
24,AA-0093,258927,2015,Chevrolet,Silverado 1500,LS,WHITE,149285,Yes,3.9,2026-08-13,AA
24,AA-0118,259058,2010,Jaguar,XK,2dr Cpe,RED,79094,Yes,2.3,2026-08-13,AA
24,AA-0215,259217,2021,Buick,Encore GX,Select,WHITE,90567,Yes,1.0,2026-08-13,AA
26,AA-0269,259385,2016,GMC,Sierra 2500,2500HD Denali,BLACK,165330,Yes,2.2,2026-08-13,AA
26,AA-0275,259433,2016,Volvo,XC90,T6 Inscription,BLUE,108197,Yes,4.3,2026-08-13,AA
22,BB-0055,258428,2021,Jeep,Grand Cherokee,SRT,BLACK,64408,Yes,2.6,2026-08-13,BB
34,BB-0059,258588,2022,Ram,1500,TRX,RED,43834,Yes,2.1,2026-08-13,BB
22,BB-0091,257662,2023,Land Rover,Range Rover,Autobiography,GRAY,8163,Yes,4.7,2026-08-13,BB
25,BB-0116,257656,2017,Buick,Cascada,Premium,BLACK,83197,Yes,4.1,2026-08-13,BB
21,BB-0130,259068,2024,BMW,X5,XDrive40i,BLACK,25993,Yes,4.7,2026-08-13,BB
26,BB-0149,259142,2023,Acura,MDX,w/Advance Package,BLACK,33960,Yes,3.7,2026-08-13,BB
21,BB-0173,259495,2025,Mercedes-Benz,GLE,GLE 450,SILVER,12685,Yes,4.9,2026-08-13,BB
21,BB-0181,259496,2025,Mercedes-Benz,GLC,GLC 300,WHITE,15393,Yes,4.9,2026-08-13,BB
22,BB-0189,259499,2024,Lexus,RX-Series,RX 350,BLUE,27897,Yes,4.1,2026-08-13,BB
21,BB-0206,259239,2021,Ford,Mustang Mach-E,Premium,GRAY,33048,Yes,3.8,2026-08-13,BB
32,BB-0239,259314,2016,BMW,X6,M 4dr,BLACK,105023,Yes,2.6,2026-08-13,BB
25,BB-0252,259323,2019,Mercedes-Benz,GLC,GLC 300,WHITE,70954,Yes,4.2,2026-08-13,BB
26,BB-0254,259324,2016,Honda,Odyssey,Touring Elite,WHITE,109402,Yes,4.4,2026-08-13,BB
27,BB-0273,259460,2019,Volkswagen,Jetta,S,BLACK,104853,Yes,2.9,2026-08-13,BB
25,C-0017,256502,2019,Ram,1500 DS,Tradesman,GRAY,141589,Yes,2.8,2026-08-13,C
23,C-0044,257940,2025,Chevrolet,Trax,LS,WHITE,36833,Yes,4.3,2026-08-13,C
37,CC-0010,259016,2008,Honda,Pilot,EX-L,BLUE,172957,Yes,1.7,2026-08-13,CC
38,CC-0011,259133,2007,Lexus,LS 460,4dr Sdn,SILVER,226870,Yes,2.3,2026-08-13,CC
44,CC-0019,259189,2010,Ford,Taurus,Limited,WHITE,149205,Yes,1.9,2026-08-13,CC
24,D-0018,259360,2014,BMW,5-Series,528i,GRAY,100267,Yes,3.6,2026-08-13,D
28,D-0031,259349,2021,Ford,Escape,SE,BLACK,79919,Yes,3.3,2026-08-13,D
24,D-0038,259386,2015,Nissan,Versa Note,S Plus,RED,107315,Yes,4.1,2026-08-13,D
19,T-1011,253855,2018,Nissan,Murano,Platinum,BLACK,55119,No,"",2026-08-13,T
