Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price
23,C-0179,236216,2016,Acura,MDX,4dr,WHITE,148223,Yes,3.4,2026-08-13,C,9200.0
16,C-0131,235350,2016,Acura,MDX,w/Tech,WHITE,110286,Yes,4.6,2026-08-13,C,13600.0
18,C-0159,236123,2016,Acura,MDX,w/Tech,WHITE,106460,Yes,3.8,2026-08-13,C,13000.0
15,B-0058,236011,2015,Acura,MDX,SH-AWD 4dr AWD,SILVER,173430,Yes,"",2026-08-13,B,4700.0
15,BB-0021,235995,2004,Acura,MDX,Touring Pkg w/Navigation,GRAY,164887,No,"",2026-08-13,BB,2600.0
19,C-0084,234834,2025,Acura,RDX,w/Advance Package,RED,12810,Yes,4.6,2026-08-13,C,40250.0
14,B-0079,236209,2011,Acura,TL,Tech,GRAY,137674,No,"",2026-08-13,B,4500.0
14,BB-0033,235615,2006,Acura,TL,4dr Sdn AT,GRAY,253879,Yes,"",2026-08-13,BB,600.0
14,D-0153,236102,2015,Acura,TLX,Tech,WHITE,174174,Yes,"",2026-08-13,D,6200.0
15,B-0050,235948,2011,Acura,TSX,4dr Sdn I4 Auto,BLACK,144432,No,"",2026-08-13,B,3600.0
14,D-0120,235907,2014,Audi,A4,Premium,BLUE,56210,No,"",2026-08-13,D,7000.0
14,B-0074,236235,2017,Audi,A6,Premium Plus,BLUE,117315,No,"",2026-08-13,B,7000.0
14,D-0018,235560,2025,Audi,All-New Q5,Premium,BLACK,4962,No,"",2026-08-13,D,37000.0
24,DD-0007,1007015,2015,Audi,Q3,2.0T Premium Plus,WHITE,135328,Yes,2.6,2026-08-13,DD,4400.0
14,D-0080,235616,2020,Audi,Q5,Titanium Premium Plus,GRAY,72908,No,"",2026-08-13,D,13000.0
27,C-0122,235705,2018,Audi,Q5,Premium Plus,BLACK,74354,Yes,3.7,2026-08-13,C,10600.0
14,B-0070,235898,2017,Audi,Q5,Premium Plus,SILVER,98143,No,"",2026-08-13,B,7600.0
14,DD-0018,235993,2015,Audi,Q5,Premium,WHITE,134074,No,"",2026-08-13,DD,4100.0
15,BB-0029,235949,2015,Audi,Q5,Premium Plus,BLACK,188507,No,"",2026-08-13,BB,3500.0
14,B-0036,235832,2015,Audi,Q5,Premium Plus,SILVER,109600,No,"",2026-08-13,B,7000.0
25,C-0119,236042,2017,Audi,Q7,Premium Plus,GRAY,102226,Yes,3.5,2026-08-13,C,8600.0
17,D-0062,234934,2025,Audi,Q8,Prestige,GRAY,13651,Yes,4.4,2026-08-13,D,58000.0
22,D-0070,235559,2019,Audi,Q8,Prestige,GRAY,92291,Yes,3.6,2026-08-13,D,21000.0
14,D-0140,235695,2008,BMW,1-Series,135i,BLACK,64732,No,"",2026-08-13,D,9100.0
14,D-0026,236165,2021,BMW,2-Series,228i xDrive,WHITE,49629,No,"",2026-08-13,D,15750.0
14,B-0063,234129,2017,BMW,2-Series,230i,BLUE,126177,No,"",2026-08-13,B,8600.0
14,C-0154,235483,2026,BMW,3-Series,330i NA,GRAY,351,Yes,4.8,2026-08-13,C,40000.0
17,C-0086,235875,2018,BMW,3-Series,320i xDrive,WHITE,71251,Yes,4.6,2026-08-13,C,13000.0
26,C-0176,236229,2017,BMW,3-Series,330i,SILVER,161274,Yes,3.3,2026-08-13,C,2000.0
14,DD-0029,236013,2013,BMW,3-Series,328i xDrive,BLACK,172655,No,"",2026-08-13,DD,1100.0
23,D-0063,235056,2023,BMW,5-Series,540i xDrive,BLACK,27881,Yes,3.5,2026-08-13,D,39000.0
14,B-0023,235810,2017,BMW,5-Series,540i xDrive,BLACK,100282,No,"",2026-08-13,B,12200.0
21,C-0209,236293,2016,BMW,5-Series,528i,TAN,109875,Yes,4.0,2026-08-13,C,5700.0
14,B-0013,235551,2016,BMW,5-Series,528i,WHITE,113972,No,"",2026-08-13,B,3400.0
19,C-0156,236120,2022,BMW,7-Series,740i,WHITE,63764,Yes,4.6,2026-08-13,C,33000.0
22,C-0149,236054,2015,BMW,X1,XDrive28i,SILVER,103787,Yes,3.5,2026-08-13,C,5200.0
19,D-0017,235812,2026,BMW,X3,30 xDrive,BLUE,14651,Yes,4.6,2026-08-13,D,40000.0
20,D-0016,235811,2026,BMW,X3,30 xDrive,SILVER,16312,Yes,4.4,2026-08-13,D,38500.0
14,D-0157,235990,2020,BMW,X3,XDrive30i,BLUE,70210,No,"",2026-08-13,D,15800.0
18,C-0080,235878,2020,BMW,X3,XDrive30i,GRAY,58888,Yes,4.2,2026-08-13,C,20000.0
15,B-0034,235554,2016,BMW,X3,XDrive28i,WHITE,186769,No,"",2026-08-13,B,4000.0
