Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
15,A-0062,27669,2014,Ford,Expedition EL,Limited,WHITE,174444,No,"",2026-07-29,A
26,A-0064,728120,2014,Audi,S8,4dr Sdn,GRAY,62206,Yes,3.7,2026-07-29,A
16,BT-0006,730069,2000,Four Wings,Horizon,180ls,WHITE,1,No,"",2026-07-29,BT
22,C-0037,28453,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13253,Yes,3.6,2026-07-29,C
23,C-0039,26920,2025,Ram,2500 ProMaster Vans,Tradesman,WHITE,18495,Yes,4.5,2026-07-29,C
18,C-0040,28633,2025,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,9193,Yes,4.5,2026-07-29,C
19,C-0041,28334,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,13360,Yes,4.6,2026-07-29,C
18,C-0043,26178,2025,Ford,T250 Vans,"T-250 130"" Low Rf 9070 GVWR",WHITE,15198,Yes,4.8,2026-07-29,C
16,C-0044,731337,2025,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,9456,Yes,4.9,2026-07-29,C
15,D-0016,28275,2016,Honda,Accord,Sedan LX,SILVER,162479,No,"",2026-07-29,D
16,D-0019,730060,2015,Ford,Expedition EL,King Ranch,BROWN,177906,No,"",2026-07-29,D
15,D-0020,26988,2009,Ford,E350 Vans,XL,WHITE,159026,No,"",2026-07-29,D
15,D-0021,26987,2009,Buick,Lucerne,CXL,BLUE,146602,No,"",2026-07-29,D
15,D-0025,27631,2012,Acura,MDX,Tech Pkg,BLUE,162671,No,"",2026-07-29,D
15,D-0028,28239,2013,BMW,5-Series,528i,BLACK,142543,No,"",2026-07-29,D
15,D-0029,28250,2015,Acura,ILX,Tech Pkg,BLACK,162381,No,"",2026-07-29,D
15,PS-0002,28752,2020,Can am,Ryker,"",BLACK,16878,No,"",2026-07-29,PS
15,S-0002,28305,2014,Audi,S6,Prestige,RED,124519,No,"",2026-07-29,S
