Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
34,A-0007,20940,2015,Chevrolet,Silverado 1500,LT,SILVER,121767,Yes,"",2026-09-02,A
33,A-0026,20905,2017,INFINITI,QX60,"",BLUE,107259,Yes,"",2026-09-02,A
30,A-0030,20906,2021,Chevrolet,Silverado 1500,LT,BLACK,71206,Yes,"",2026-09-02,A
31,A-0034,20990,2022,GMC,Yukon XL,Denali,WHITE,65319,Yes,"",2026-09-02,A
37,A-0037,20677,2012,Volkswagen,Passat,SE,WHITE,203282,Yes,"",2026-09-02,A
23,A-0044,20959,2024,Mercedes-Benz,GLC,300 4MATIC SUV,BLACK,28854,Yes,"",2026-09-02,A
25,A-0046,20842,2005,Porsche,Boxster,2dr Roadster,GRAY,79308,Yes,"",2026-09-02,A
20,A-0053,20844,2019,Audi,e-tron,Premium Plus,WHITE,59964,Yes,"",2026-09-02,A
20,A-0059,20665,2019,Mercedes-Benz,G-Class,4MATIC,SILVER,43669,Yes,"",2026-09-02,A
25,A-0060,20987,2024,Mercedes-Benz,C-Class,C 300 Sedan,WHITE,25938,Yes,"",2026-09-02,A
21,A-0066,20869,2023,Mercedes-Benz,GLE,4MATIC,BLACK,62707,Yes,"",2026-09-02,A
23,A-0071,20876,2024,BMW,X3,sDrive30i,WHITE,20123,Yes,"",2026-09-02,A
31,A-0076,20927,2021,Land Rover,Range Rover,HSE,WHITE,59375,Yes,"",2026-09-02,A
25,A-0090,20878,2020,INFINITI,QX60,Pure,WHITE,73576,Yes,"",2026-09-02,A
26,A-0091,20880,2016,Lincoln,MKX,Reserve,GRAY,88601,Yes,"",2026-09-02,A
28,A-0094,20693,2023,Volkswagen,Tiguan,SE R-Line Black,WHITE,25245,Yes,"",2026-09-02,A
30,A-0098,20891,2016,GMC,Yukon,SLT,BLACK,113466,Yes,"",2026-09-02,A
31,A-0099,20892,2014,INFINITI,Q50,Hybrid Premium,BLUE,176122,Yes,"",2026-09-02,A
33,A-0102,20895,2019,Audi,Q5,Premium Plus,BLACK,61860,Yes,"",2026-09-02,A
30,A-0113,21000,2023,Toyota,Tundra,Platinum,BLACK,60478,Yes,"",2026-09-02,A
26,A-0115,21001,2013,Lexus,RX 350,4dr,SILVER,70093,Yes,"",2026-09-02,A
22,A-0118,21010,2022,BMW,X3,XDrive30i,WHITE,63521,Yes,"",2026-09-02,A
23,A-0121,20971,2023,Ford,Mustang Mach-E,GT,WHITE,23803,Yes,"",2026-09-02,A
21,A-0122,20972,2020,BMW,X5,sDrive40i,GRAY,54528,Yes,"",2026-09-02,A
22,A-0130,20819,2021,Jeep,Wrangler,4xe Unlimited Rubicon,WHITE,106408,Yes,"",2026-09-02,A
26,A-0131,20983,2020,BMW,X5,XDrive40i,BLUE,71117,Yes,"",2026-09-02,A
28,A-0139,20951,2023,BMW,X5,xDrive45e,WHITE,80600,Yes,"",2026-09-02,A
19,A-0142,20954,2026,Chevrolet,Colorado,Work Truck,GRAY,4060,Yes,"",2026-09-02,A
27,A-0143,20956,2021,Hyundai,Tucson,Limited,WHITE,42117,Yes,"",2026-09-02,A
30,A-0145,20958,2008,BMW,X3,3.0si,WHITE,176196,Yes,"",2026-09-02,A
30,A-0146,20788,2012,BMW,X5,35i,GRAY,156054,Yes,"",2026-09-02,A
29,A-0149,20960,2017,BMW,M4,Coupe,BLACK,117758,Yes,"",2026-09-02,A
27,R-0011,20592,2016,Hyundai,Tucson,SE,WHITE,101857,Yes,1.9,2026-09-02,R
26,R-0018,20591,2015,Chevrolet,Tahoe,LT,BLACK,196359,Yes,"",2026-09-02,R
22,R-0025,19810,2025,Chevrolet,Express Cargo,"Van 2500 135""",WHITE,15232,Yes,3.9,2026-09-02,R
29,R-0026,19863,2025,GMC,Savana Cargo,"Van 2500 135""",WHITE,12612,Yes,3.7,2026-09-02,R
32,R-0027,20095,2025,GMC,Savana Cargo,"Van 2500 135""",WHITE,14854,Yes,3.7,2026-09-02,R
