Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
7,A-002,64419,2023,Ford,T250 Vans,"",WHITE,153095,No,"",2026-08-04,A
21,A-017,63628,2018,Mercedes-Benz,C-Class,"",BLACK,132107,Yes,"",2026-08-04,A
20,A-067,10710,2015,Chevrolet,Tahoe,LTZ,GRAY,173146,Yes,"",2026-08-04,A
21,A-071,31867,2020,Chevrolet,Blazer,LS,BLACK,83492,No,"",2026-08-04,A
19,A-073,33367,2016,GMC,Sierra 1500,SLT,GRAY,122280,No,"",2026-08-04,A
36,A-075,33909,2020,Jeep,Compass,Trailhawk,RED,94997,Yes,3.5,2026-08-04,A
21,A-076,63677,2014,Jeep,Wrangler,UNLIMITED R,WHITE,126298,No,"",2026-08-04,A
21,A-078,63796,2015,GMC,Acadia,Denali,WHITE,187150,No,"",2026-08-04,A
21,A-102,34823,2016,Ram,1500,Rebel,RED,95350,No,"",2026-08-04,A
21,A-109,63294,2015,Ford,F250SD,"",WHITE,41396,No,"",2026-08-04,A
47,A-114,31461,2016,Cadillac,CTS,SEDAN,GRAY,76333,Yes,2.9,2026-08-04,A
29,B-088,64315,2023,Ford,E-350 CUTAWAY E-350,"",WHITE,62075,Yes,2.9,2026-08-04,B
20,B-106,331,2021,Ram,3500 Cab/Chassis,"",WHITE,120343,No,"",2026-08-04,B
44,C-082,64498,2017,Lincoln,MKC,Reserve,WHITE,90684,Yes,3.8,2026-08-04,C
39,C-083,64499,2018,Jeep,All-New Wrangler,"",GRAY,67246,Yes,4.0,2026-08-04,C
57,C-085,64500,2017,GMC,Sierra 1500,Denali,WHITE,122527,Yes,3.5,2026-08-04,C
21,C-087,64501,2018,Nissan,Rogue Sport,SL,WHITE,74132,No,"",2026-08-04,C
21,C-091,6856249,2013,BMW,X1,XDrive28i,SILVER,129852,No,"",2026-08-04,C
21,C-094,64087,2014,BMW,3-Series,328i,WHITE,175640,No,"",2026-08-04,C
21,C-096,64280,2016,Dodge,Grand Caravan,SE,SILVER,216010,No,"",2026-08-04,C
21,C-099,63830,2018,Nissan,Sentra,SV,WHITE,160053,No,"",2026-08-04,C
21,C-101,34458,2014,BMW,X1,sDrive28i,BLACK,67296,No,"",2026-08-04,C
52,D-010,63714,2023,Chevrolet,Traverse,LS,BLACK,48579,Yes,2.4,2026-08-04,D
39,D-011,64245,2025,GMC,Sierra 1500,SLT,BLACK,31263,Yes,4.2,2026-08-04,D
54,D-016,63828,2017,Ford,F250SD,"",RED,137476,Yes,1.8,2026-08-04,D
36,D-046,64074,2019,Ford,F150,XLT,WHITE,93509,Yes,"",2026-08-04,D
29,D-057,32669,2020,Volvo,XC60 POLESTAR,"",SILVER,129697,Yes,"",2026-08-04,D
48,D-063,34976,2015,Dodge,Charger,SXT,WHITE,146580,Yes,2.7,2026-08-04,D
41,D-067,35113,2024,GMC,Sierra 2500,2500HD AT4,WHITE,104185,Yes,3.7,2026-08-04,D
30,D-073,64115,2021,Chevrolet,Silverado 1500,RST,SILVER,122539,Yes,"",2026-08-04,D
18,D-074,33979,2015,Ram,3500,TRADESMAN,WHITE,117180,Yes,"",2026-08-04,D
21,D-076,35223,2019,Chevrolet,Tahoe,LT,GRAY,89051,Yes,3.5,2026-08-04,D
26,X-011,9891,2016,Jaguar,XF,35T PRESTIGE,BLACK,152797,Yes,"",2026-08-04,X
35,X-020,64070,2013,Ford,Escape,SEL,GREEN,98993,Yes,2.5,2026-08-04,X
33,Z-045,34940,2013,Buick,Encore,Convenience,BROWN,105984,Yes,3.5,2026-08-04,Z
30,Z-046,34234,2014,BMW,7 SERIES 750I XDRIVE,"",WHITE,80673,Yes,2.4,2026-08-04,Z
44,Z-063,64161,2015,Chevrolet,Impala,LTZ,GRAY,114007,Yes,3.4,2026-08-04,Z
48,Z-083,64193,2020,Hyundai,Veloster,2.0 PREMIUM,BLACK,88483,Yes,2.7,2026-08-04,Z
50,Z-085,33001,2022,Subaru,Ascent,Limited,BLACK,77084,Yes,3.3,2026-08-04,Z
