Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
40,A-026,64959,2022,Chevrolet,Silverado 1500,CUSTO,SILVER,71565,Yes,3.9,2026-08-11,A
39,A-027,64960,2023,GMC,Sierra 1500,AT4,GRAY,79715,Yes,4.2,2026-08-11,A
43,A-029,64969,2022,Chevrolet,Silverado 1500,CUSTO,BLACK,91579,Yes,4.3,2026-08-11,A
7,A-045,64419,2023,Ford,T250 Vans,"",WHITE,153095,No,"",2026-08-11,A
21,A-110,63294,2015,Ford,F250SD,"",WHITE,41396,No,"",2026-08-11,A
21,A-115,34823,2016,Ram,1500,Rebel,RED,95350,No,"",2026-08-11,A
47,A-120,31461,2016,Cadillac,CTS,SEDAN,GRAY,76333,Yes,2.9,2026-08-11,A
21,A-122,65075,2012,Ford,Fusion,SE,GRAY,237757,No,"",2026-08-11,A
21,A-123,65105,2016,Jeep,Patriot,Sport,BLACK,131499,No,"",2026-08-11,A
20,B-059,65044,2002,Mercedes-Benz,SLK Class,3.2L,RED,92577,No,"",2026-08-11,B
51,B-116,64856,2020,Hyundai,Palisade,Limited,BLACK,85692,Yes,2.2,2026-08-11,B
39,B-117,64499,2018,Jeep,All-New Wrangler,"",GRAY,67246,Yes,4.0,2026-08-11,B
21,B-118,64501,2018,Nissan,Rogue Sport,SL,WHITE,74132,No,"",2026-08-11,B
57,B-120,64500,2017,GMC,Sierra 1500,Denali,WHITE,122527,Yes,3.5,2026-08-11,B
44,B-121,64498,2017,Lincoln,MKC,Reserve,WHITE,90684,Yes,3.8,2026-08-11,B
17,B-125,64967,2017,INFINITI,Q60,3.0T PREMIUM,BLACK,91889,No,"",2026-08-11,B
39,B-128,64911,2021,Volvo,S60,"",BLACK,63370,Yes,4.2,2026-08-11,B
46,B-129,64910,2017,Nissan,Titan,S,WHITE,109914,Yes,3.0,2026-08-11,B
50,B-130,64914,2019,Ram,1500,Laramie,RED,68413,Yes,2.5,2026-08-11,B
48,B-131,64980,2018,Toyota,Tacoma,SR5 V6,BLACK,97104,Yes,2.8,2026-08-11,B
41,C-044,65089,2020,Land Rover,Range Rover,HSE,BLACK,87412,Yes,3.9,2026-08-11,C
19,C-093,65055,2020,Nissan,Versa,SV,BLUE,115301,No,"",2026-08-11,C
21,C-096,64847,2017,Audi,Q7,"",WHITE,140463,No,"",2026-08-11,C
21,C-099,64852,2016,Nissan,Altima,2.5 SL,BLACK,161599,No,"",2026-08-11,C
21,C-101,64854,2013,Audi,A7,"",GRAY,158962,No,"",2026-08-11,C
21,C-103,64846,2015,Volkswagen,Passat,2.0L TDI SEL,WHITE,223511,No,"",2026-08-11,C
21,C-105,64087,2014,BMW,3-Series,328i,WHITE,175640,No,"",2026-08-11,C
21,C-106,6856249,2013,BMW,X1,XDrive28i,SILVER,129852,No,"",2026-08-11,C
21,C-110,64051,2014,Honda,Odyssey,EX-L,GRAY,135521,No,"",2026-08-11,C
52,D-007,63714,2023,Chevrolet,Traverse,LS,BLACK,48579,Yes,2.4,2026-08-11,D
39,D-008,64245,2025,GMC,Sierra 1500,SLT,BLACK,31263,Yes,4.2,2026-08-11,D
44,D-030,64634,2015,Mercedes-Benz,C Class,"",SILVER,96956,Yes,3.3,2026-08-11,D
45,D-038,64508,2019,Ford,F150,XLT,WHITE,163154,Yes,3.6,2026-08-11,D
38,D-061,65003,2026,Ram,1500,RHO,WHITE,6865,Yes,4.5,2026-08-11,D
41,D-062,35113,2024,GMC,Sierra 2500,2500HD AT4,WHITE,104185,Yes,3.7,2026-08-11,D
18,D-063,33979,2015,Ram,3500,TRADESMAN,WHITE,117180,Yes,"",2026-08-11,D
29,D-074,32669,2020,Volvo,XC60 POLESTAR,"",SILVER,129697,Yes,"",2026-08-11,D
36,D-075,64074,2019,Ford,F150,XLT,WHITE,93509,Yes,"",2026-08-11,D
21,D-077,35223,2019,Chevrolet,Tahoe,LT,GRAY,89051,Yes,3.5,2026-08-11,D
48,D-078,34976,2015,Dodge,Charger,SXT,WHITE,146580,Yes,2.7,2026-08-11,D
30,D-087,64115,2021,Chevrolet,Silverado 1500,RST,SILVER,122539,Yes,"",2026-08-11,D
44,D-092,64984,2020,Ford,Ranger,XLT,WHITE,115499,Yes,2.6,2026-08-11,D
21,D-094,64985,2014,Chevrolet,Silverado 1500,LT,WHITE,271465,No,"",2026-08-11,D
21,D-112,63830,2018,Nissan,Sentra,SV,WHITE,160053,No,"",2026-08-11,D
54,D-114,63828,2017,Ford,F250SD,"",RED,137476,Yes,1.8,2026-08-11,D
53,X-006,9553,2009,Chevrolet,Traverse,LT W/1LT,GRAY,148263,Yes,1.6,2026-08-11,X
35,X-019,64070,2013,Ford,Escape,SEL,GREEN,98993,Yes,2.5,2026-08-11,X
26,X-023,9891,2016,Jaguar,XF,35T PRESTIGE,BLACK,152797,Yes,"",2026-08-11,X
25,X-030,64779,2016,Dodge,Grand Caravan,SXT,BLACK,156612,Yes,"",2026-08-11,X
7,X-031,64861,2019,Dodge,Grand Caravan,SE,BLUE,161264,No,"",2026-08-11,X
8,X-035,65085,2006,Dodge,Dakota,SLT,SILVER,229013,No,"",2026-08-11,X
21,Z-004,65011,2015,Cadillac,ATS,SEDAN PREMIUM AW,BLACK,142188,No,"",2026-08-11,Z
20,Z-009,65043,2017,Chevrolet,Equinox,LT,GRAY,162217,No,"",2026-08-11,Z
42,Z-018,35150,2017,Hyundai,Santa Fe Sport,2.4L,BLACK,103188,Yes,2.8,2026-08-11,Z
21,Z-019,63495,2016,Chevrolet,Traverse,LT,BLACK,157080,No,"",2026-08-11,Z
17,Z-030,65108,2000,BMW,3-Series,323Ci,BLUE,154779,No,"",2026-08-11,Z
48,Z-038,64193,2020,Hyundai,Veloster,2.0 PREMIUM,BLACK,88483,Yes,2.7,2026-08-11,Z
50,Z-040,33001,2022,Subaru,Ascent,Limited,BLACK,77084,Yes,3.3,2026-08-11,Z
30,Z-071,34234,2014,BMW,7 SERIES 750I XDRIVE,"",WHITE,80673,Yes,2.4,2026-08-11,Z
33,Z-072,34940,2013,Buick,Encore,Convenience,BROWN,105984,Yes,3.5,2026-08-11,Z
44,Z-083,64161,2015,Chevrolet,Impala,LTZ,GRAY,114007,Yes,3.4,2026-08-11,Z
